season,team,conference,stat_name,stat_value
2014,Bowling Green,Mid-American,firstDowns,310
2014,Syracuse,ACC,fourthDowns,12
2014,Middle Tennessee,Conference USA,penalties,78
2014,USC,Pac-12,puntReturnYards,214
2014,Georgia Tech,ACC,puntReturnTDs,0
2014,East Carolina,American Athletic,rushingTDs,28
2014,New Mexico,Mountain West,penaltyYards,489
2014,Maryland,Big Ten,fumblesRecovered,13
2014,Hawai'i,Mountain West,fumblesRecovered,9
2014,Wyoming,Mountain West,firstDowns,221
2014,Nebraska,Big Ten,passAttempts,359
2014,Alabama,SEC,firstDowns,340
2014,Oklahoma,Big 12,fourthDowns,15
2014,BYU,FBS Independents,interceptionTDs,2
2014,Virginia Tech,ACC,rushingYards,1923
2014,Oregon,Pac-12,kickReturnTDs,0
2014,Toledo,Mid-American,passAttempts,398
2014,Louisiana Tech,Conference USA,thirdDownConversions,79
2014,Southern Mississippi,Conference USA,passCompletions,277
2014,Colorado,Pac-12,rushingTDs,13
2014,Buffalo,Mid-American,possessionTime,22215
2014,South Carolina,SEC,netPassingYards,3661
2014,Memphis,American Athletic,rushingTDs,31
2014,Louisiana,Sun Belt,passCompletions,238
2014,Ohio,Mid-American,fumblesRecovered,7
2014,Arizona,Pac-12,firstDowns,346
2014,Missouri,SEC,kickReturns,26
2014,Arizona,Pac-12,thirdDownConversions,89
2014,UCF,American Athletic,puntReturnTDs,0
2014,UTEP,Conference USA,penaltyYards,508
2014,Duke,ACC,thirdDowns,201
2014,Marshall,Conference USA,fumblesRecovered,9
2014,Memphis,American Athletic,games,13
2014,Florida International,Conference USA,fumblesRecovered,15
2014,Baylor,Big 12,netPassingYards,4757
2014,Ball State,Mid-American,kickReturnYards,1002
2014,Houston,American Athletic,rushingTDs,28
2014,LSU,SEC,firstDowns,262
2014,West Virginia,Big 12,passAttempts,534
2014,Minnesota,Big Ten,puntReturnYards,210
2014,North Carolina,ACC,passingTDs,29
2014,Washington,Pac-12,passesIntercepted,13
2014,Oklahoma,Big 12,thirdDownConversions,72
2014,North Carolina,ACC,rushingYards,1973
2014,Miami,ACC,netPassingYards,3249
2014,Notre Dame,FBS Independents,passingTDs,30
2014,Washington,Pac-12,possessionTime,24600
2014,Texas Tech,Big 12,firstDowns,296
2014,Indiana,Big Ten,fumblesRecovered,4
2014,Vanderbilt,SEC,thirdDowns,155
2014,Southern Mississippi,Conference USA,games,12
2014,Kent State,Mid-American,passCompletions,244
2014,Marshall,Conference USA,fourthDowns,20
2014,Baylor,Big 12,fumblesLost,5
2014,Kansas State,Big 12,rushingAttempts,476
2014,Missouri,SEC,interceptionYards,197
2014,Boise State,Mountain West,interceptionYards,284
2014,South Florida,American Athletic,kickReturnYards,866
2014,Georgia,SEC,rushingTDs,38
2014,Alabama,SEC,games,14
2014,UTEP,Conference USA,firstDowns,225
2014,Oklahoma State,Big 12,passingTDs,19
2014,Nebraska,Big Ten,fumblesLost,13
2014,Nebraska,Big Ten,penalties,75
2014,Michigan State,Big Ten,penaltyYards,754
2014,Cincinnati,American Athletic,puntReturnYards,79
2014,Missouri,SEC,interceptions,13
2014,Navy,FBS Independents,penaltyYards,322
2014,South Carolina,SEC,penalties,70
2014,Louisville,ACC,penalties,90
2014,Maryland,Big Ten,netPassingYards,2863
2014,Louisville,ACC,thirdDowns,199
2014,Marshall,Conference USA,penalties,119
2014,San José State,Mountain West,fumblesLost,12
2014,Louisville,ACC,kickReturns,36
2014,Virginia,ACC,fourthDowns,17
2014,Duke,ACC,interceptionTDs,2
2014,Kent State,Mid-American,fumblesRecovered,9
2014,Clemson,ACC,penalties,52
2014,Georgia State,Sun Belt,passCompletions,264
2014,Minnesota,Big Ten,kickReturnYards,825
2014,Hawai'i,Mountain West,passingTDs,15
2014,Washington,Pac-12,kickReturns,44
2014,Penn State,Big Ten,turnovers,26
2014,North Texas,Conference USA,puntReturnTDs,1
2014,Oregon,Pac-12,fumblesRecovered,21
2014,Memphis,American Athletic,rushingYards,2476
2014,Clemson,ACC,kickReturns,29
2014,Penn State,Big Ten,fumblesLost,11
2014,Michigan,Big Ten,passAttempts,326
2014,Ohio,Mid-American,passCompletions,202
2014,Middle Tennessee,Conference USA,rushingYards,2566
2014,UT San Antonio,Conference USA,fourthDownConversions,10
2014,Georgia,SEC,possessionTime,22740
2014,San José State,Mountain West,passesIntercepted,6
2014,Buffalo,Mid-American,kickReturnTDs,0
2014,Toledo,Mid-American,fourthDowns,14
2014,Appalachian State,Sun Belt,fourthDownConversions,14
2014,Clemson,ACC,thirdDowns,223
2014,Marshall,Conference USA,rushingTDs,40
2014,SMU,American Athletic,passingTDs,6
2014,Rutgers,Big Ten,rushingTDs,21
2014,Texas,Big 12,rushingYards,1786
2014,Maryland,Big Ten,possessionTime,21346
2014,Boston College,ACC,fumblesLost,3
2014,Oklahoma,Big 12,interceptionTDs,3
2014,Illinois,Big Ten,puntReturnYards,176
2014,Michigan State,Big Ten,puntReturns,24
2014,Utah State,Mountain West,interceptionTDs,2
2014,Toledo,Mid-American,fourthDownConversions,9
2014,Toledo,Mid-American,passingTDs,24
2014,Hawai'i,Mountain West,kickReturns,42
2014,Troy,Sun Belt,passAttempts,357
2014,UCF,American Athletic,thirdDowns,205
2014,Rice,Conference USA,games,13
2014,Indiana,Big Ten,passAttempts,313
2014,Colorado,Pac-12,kickReturns,41
2014,Oregon State,Pac-12,puntReturns,19
2014,Georgia Tech,ACC,penalties,69
2014,Oklahoma,Big 12,rushingTDs,40
2014,North Texas,Conference USA,possessionTime,22149
2014,Florida International,Conference USA,kickReturns,33
2014,USC,Pac-12,kickReturnYards,974
2014,Auburn,SEC,thirdDowns,179
2014,Buffalo,Mid-American,rushingYards,1965
2014,Oregon State,Pac-12,rushingTDs,19
2014,Hawai'i,Mountain West,puntReturnTDs,0
2014,South Alabama,Sun Belt,thirdDowns,191
2014,South Carolina,SEC,totalYards,5754
2014,Old Dominion,Conference USA,possessionTime,19181
2014,Michigan State,Big Ten,totalYards,6510
2014,New Mexico,Mountain West,kickReturns,45
2014,Louisiana,Sun Belt,interceptions,9
2014,Buffalo,Mid-American,rushingAttempts,443
2014,Indiana,Big Ten,possessionTime,20717
2014,North Carolina,ACC,turnovers,23
2014,Virginia Tech,ACC,totalYards,4749
2014,Idaho,Sun Belt,passingTDs,13
2014,Louisiana Tech,Conference USA,puntReturnYards,199
2014,Stanford,Pac-12,kickReturnTDs,0
2014,San José State,Mountain West,puntReturnYards,69
2014,Vanderbilt,SEC,passAttempts,357
2014,Ohio State,Big Ten,kickReturnYards,886
2014,Florida,SEC,puntReturnTDs,1
2014,West Virginia,Big 12,possessionTime,24350
2014,Utah,Pac-12,kickReturnTDs,1
2014,Georgia Southern,Sun Belt,penaltyYards,556
2014,Bowling Green,Mid-American,interceptions,13
2014,Duke,ACC,netPassingYards,2814
2014,Pittsburgh,ACC,penalties,83
2014,Tulsa,American Athletic,thirdDownConversions,78
2014,Tulane,American Athletic,kickReturns,38
2014,Kentucky,SEC,fourthDownConversions,10
2014,Louisville,ACC,firstDowns,265
2014,TCU,Big 12,rushingAttempts,509
2014,Penn State,Big Ten,interceptions,15
2014,Texas,Big 12,rushingTDs,18
2014,East Carolina,American Athletic,firstDowns,378
2014,Texas Tech,Big 12,passCompletions,332
2014,Buffalo,Mid-American,interceptionYards,0
2014,Air Force,Mountain West,penalties,46
2014,Louisiana Tech,Conference USA,fumblesRecovered,16
2014,Kansas,Big 12,thirdDowns,201
2014,Colorado State,Mountain West,netPassingYards,4181
2014,Vanderbilt,SEC,firstDowns,193
2014,Northwestern,Big Ten,possessionTime,21632
2014,Louisiana,Sun Belt,passesIntercepted,7
2014,LSU,SEC,thirdDownConversions,71
2014,San Diego State,Mountain West,possessionTime,24371
2014,New Mexico,Mountain West,firstDowns,205
2014,Wake Forest,ACC,interceptions,14
2014,Kentucky,SEC,possessionTime,21060
2014,Hawai'i,Mountain West,interceptionYards,139
2014,LSU,SEC,interceptionYards,83
2014,Florida State,ACC,fumblesLost,12
2014,North Carolina,ACC,puntReturns,38
2014,UT San Antonio,Conference USA,kickReturnTDs,0
2014,Northwestern,Big Ten,interceptionTDs,1
2014,Purdue,Big Ten,kickReturns,50
2014,Louisiana Monroe,Sun Belt,fumblesRecovered,5
2014,Baylor,Big 12,totalYards,7559
2014,Western Kentucky,Conference USA,puntReturnTDs,0
2014,Clemson,ACC,kickReturnYards,544
2014,Arkansas,SEC,puntReturnYards,206
2014,Vanderbilt,SEC,possessionTime,21323
2014,Air Force,Mountain West,totalYards,5443
2014,Boston College,ACC,netPassingYards,1681
2014,Colorado,Pac-12,rushingYards,1855
2014,Michigan State,Big Ten,kickReturnYards,874
2014,San Diego State,Mountain West,totalYards,5128
2014,Stanford,Pac-12,thirdDownConversions,70
2014,LSU,SEC,passCompletions,138
2014,Wisconsin,Big Ten,interceptionYards,121
2014,Syracuse,ACC,penalties,86
2014,Ohio State,Big Ten,fumblesLost,14
2014,Missouri,SEC,penalties,102
2014,Notre Dame,FBS Independents,turnovers,26
2014,Navy,FBS Independents,games,13
2014,Georgia State,Sun Belt,puntReturnYards,77
2014,Georgia Southern,Sun Belt,kickReturns,33
2014,Washington State,Pac-12,fourthDownConversions,18
2014,Mississippi State,SEC,penaltyYards,513
2014,Cincinnati,American Athletic,firstDowns,310
2014,Utah State,Mountain West,kickReturnYards,656
2014,UNLV,Mountain West,games,13
2014,Washington,Pac-12,fumblesLost,11
2014,Kentucky,SEC,kickReturnTDs,0
2014,Utah,Pac-12,rushingTDs,21
2014,Mississippi State,SEC,rushingTDs,29
2014,South Florida,American Athletic,games,12
2014,Baylor,Big 12,interceptions,8
2014,Western Kentucky,Conference USA,penalties,76
2014,UMass,Mid-American,kickReturnYards,1122
2014,Temple,American Athletic,rushingAttempts,369
2014,Marshall,Conference USA,puntReturnTDs,1
2014,Clemson,ACC,penaltyYards,450
2014,Toledo,Mid-American,interceptions,9
2014,Florida,SEC,rushingTDs,22
2014,Army,FBS Independents,passCompletions,50
2014,Purdue,Big Ten,fumblesRecovered,9
2014,Marshall,Conference USA,rushingAttempts,559
2014,UCF,American Athletic,rushingTDs,19
2014,Tulsa,American Athletic,interceptions,18
2014,Oklahoma,Big 12,penaltyYards,648
2014,Arkansas,SEC,thirdDownConversions,88
2014,Connecticut,American Athletic,kickReturnYards,949
2014,Appalachian State,Sun Belt,totalYards,5538
2014,Kansas State,Big 12,rushingYards,1745
2014,Tennessee,SEC,fumblesLost,8
2014,Arkansas,SEC,rushingYards,2834
2014,Baylor,Big 12,puntReturns,20
2014,Connecticut,American Athletic,penaltyYards,708
2014,Minnesota,Big Ten,fourthDowns,10
2014,UNLV,Mountain West,penalties,80
2014,Rice,Conference USA,fumblesLost,4
2014,Tennessee,SEC,passAttempts,453
2014,Louisiana,Sun Belt,fumblesRecovered,10
2014,Wyoming,Mountain West,passingTDs,12
2014,Nebraska,Big Ten,interceptions,12
2014,Illinois,Big Ten,fumblesRecovered,12
2014,Stanford,Pac-12,kickReturnYards,651
2014,Memphis,American Athletic,passingTDs,23
2014,Memphis,American Athletic,penalties,81
2014,Washington State,Pac-12,passCompletions,510
2014,Akron,Mid-American,interceptionYards,201
2014,UNLV,Mountain West,possessionTime,21397
2014,Illinois,Big Ten,penalties,79
2014,Virginia,ACC,thirdDowns,196
2014,Ohio,Mid-American,puntReturns,16
2014,Buffalo,Mid-American,passesIntercepted,2
2014,Oregon State,Pac-12,fourthDowns,19
2014,Virginia Tech,ACC,interceptionYards,228
2014,Louisiana Monroe,Sun Belt,possessionTime,21512
2014,Ole Miss,SEC,interceptionTDs,3
2014,Minnesota,Big Ten,kickReturns,37
2014,UT San Antonio,Conference USA,rushingAttempts,440
2014,Virginia Tech,ACC,fourthDowns,14
2014,Southern Mississippi,Conference USA,interceptions,15
2014,Kansas State,Big 12,passCompletions,271
2014,Alabama,SEC,interceptionYards,84
2014,Clemson,ACC,interceptionYards,213
2014,Florida,SEC,penalties,80
2014,North Texas,Conference USA,turnovers,22
2014,Rutgers,Big Ten,passCompletions,199
2014,Penn State,Big Ten,passCompletions,276
2014,Cincinnati,American Athletic,kickReturnYards,961
2014,Tulane,American Athletic,penalties,89
2014,Idaho,Sun Belt,possessionTime,20979
2014,Old Dominion,Conference USA,puntReturns,12
2014,Wyoming,Mountain West,penalties,63
2014,Boston College,ACC,passesIntercepted,9
2014,Arizona State,Pac-12,passesIntercepted,14
2014,Marshall,Conference USA,passingTDs,40
2014,Georgia,SEC,passCompletions,217
2014,Florida Atlantic,Conference USA,interceptions,5
2014,Boise State,Mountain West,penalties,92
2014,Arizona State,Pac-12,fourthDowns,23
2014,Northern Illinois,Mid-American,thirdDownConversions,108
2014,Oklahoma,Big 12,penalties,70
2014,Boston College,ACC,fourthDownConversions,12
2014,Nevada,Mountain West,puntReturnYards,163
2014,Louisiana Tech,Conference USA,netPassingYards,3531
2014,Penn State,Big Ten,thirdDowns,215
2014,Utah,Pac-12,fumblesRecovered,9
2014,Bowling Green,Mid-American,thirdDowns,231
2014,Northwestern,Big Ten,passesIntercepted,15
2014,UTEP,Conference USA,fumblesRecovered,10
2014,Tulane,American Athletic,fourthDowns,27
2014,Iowa State,Big 12,games,12
2014,Miami (OH),Mid-American,interceptions,10
2014,Idaho,Sun Belt,turnovers,28
2014,Wake Forest,ACC,firstDowns,172
2014,Kansas,Big 12,thirdDownConversions,69
2014,Duke,ACC,thirdDownConversions,84
2014,NC State,ACC,rushingYards,2659
2014,Iowa State,Big 12,possessionTime,20432
2014,Georgia Southern,Sun Belt,puntReturnTDs,0
2014,Wake Forest,ACC,puntReturnYards,165
2014,Rice,Conference USA,puntReturnTDs,0
2014,Fresno State,Mountain West,passesIntercepted,10
2014,LSU,SEC,passesIntercepted,10
2014,Fresno State,Mountain West,interceptionYards,105
2014,UCF,American Athletic,passesIntercepted,18
2014,Louisville,ACC,interceptions,10
2014,Ole Miss,SEC,rushingYards,2021
2014,Arkansas State,Sun Belt,passAttempts,448
2014,Appalachian State,Sun Belt,passCompletions,205
2014,Arizona State,Pac-12,firstDowns,301
2014,USC,Pac-12,rushingAttempts,524
2014,Vanderbilt,SEC,totalYards,3460
2014,Duke,ACC,rushingAttempts,492
2014,Minnesota,Big Ten,rushingAttempts,599
2014,Nebraska,Big Ten,kickReturnYards,894
2014,West Virginia,Big 12,totalYards,6497
2014,Northwestern,Big Ten,rushingAttempts,486
2014,Notre Dame,FBS Independents,fumblesLost,12
2014,Cincinnati,American Athletic,passesIntercepted,8
2014,California,Pac-12,possessionTime,22079
2014,Wake Forest,ACC,kickReturnYards,664
2014,Southern Mississippi,Conference USA,totalYards,4380
2014,Colorado,Pac-12,puntReturnYards,117
2014,Northwestern,Big Ten,passingTDs,10
2014,Arizona,Pac-12,turnovers,18
2014,Texas Tech,Big 12,puntReturns,18
2014,Stanford,Pac-12,rushingYards,2064
2014,Northern Illinois,Mid-American,thirdDowns,227
2014,Fresno State,Mountain West,rushingTDs,22
2014,Louisville,ACC,passesIntercepted,26
2014,Kent State,Mid-American,netPassingYards,2570
2014,Hawai'i,Mountain West,puntReturns,26
2014,Navy,FBS Independents,penalties,33
2014,Arkansas State,Sun Belt,kickReturns,48
2014,San Diego State,Mountain West,rushingYards,2809
2014,Temple,American Athletic,passAttempts,403
2014,Iowa,Big Ten,fumblesRecovered,3
2014,BYU,FBS Independents,rushingAttempts,567
2014,South Carolina,SEC,fourthDownConversions,12
2014,Louisville,ACC,puntReturns,38
2014,UCLA,Pac-12,interceptions,6
2014,Army,FBS Independents,passAttempts,105
2014,South Carolina,SEC,kickReturns,40
2014,Alabama,SEC,netPassingYards,3890
2014,Cincinnati,American Athletic,interceptionYards,46
2014,Rutgers,Big Ten,interceptionTDs,0
2014,West Virginia,Big 12,interceptionTDs,2
2014,Virginia Tech,ACC,penalties,98
2014,Alabama,SEC,possessionTime,27657
2014,Missouri,SEC,kickReturnTDs,2
2014,Florida Atlantic,Conference USA,possessionTime,21363
2014,North Texas,Conference USA,rushingAttempts,472
2014,Colorado State,Mountain West,penalties,72
2014,Ball State,Mid-American,kickReturns,44
2014,Akron,Mid-American,fumblesLost,12
2014,Mississippi State,SEC,penalties,67
2014,Pittsburgh,ACC,interceptionTDs,0
2014,Idaho,Sun Belt,games,11
2014,Old Dominion,Conference USA,kickReturns,43
2014,Indiana,Big Ten,puntReturnTDs,0
2014,Nebraska,Big Ten,possessionTime,23510
2014,SMU,American Athletic,firstDowns,175
2014,North Carolina,ACC,passesIntercepted,12
2014,Eastern Michigan,Mid-American,interceptions,11
2014,UAB,Conference USA,possessionTime,22402
2014,NC State,ACC,penaltyYards,558
2014,Clemson,ACC,passAttempts,451
2014,USC,Pac-12,passAttempts,460
2014,Baylor,Big 12,fourthDowns,34
2014,Purdue,Big Ten,fumblesLost,8
2014,Old Dominion,Conference USA,puntReturnYards,112
2014,UMass,Mid-American,possessionTime,19634
2014,Virginia,ACC,kickReturns,35
2014,SMU,American Athletic,interceptions,14
2014,Texas A&M,SEC,interceptionYards,45
2014,Kansas,Big 12,fumblesRecovered,12
2014,Notre Dame,FBS Independents,interceptionYards,138
2014,Arizona,Pac-12,interceptions,10
2014,Arkansas,SEC,netPassingYards,2444
2014,Colorado State,Mountain West,passesIntercepted,13
2014,Western Michigan,Mid-American,passAttempts,372
2014,LSU,SEC,fourthDownConversions,9
2014,Boston College,ACC,totalYards,4988
2014,South Florida,American Athletic,passesIntercepted,6
2014,Memphis,American Athletic,penaltyYards,770
2014,Northwestern,Big Ten,interceptions,14
2014,SMU,American Athletic,netPassingYards,2024
2014,Northern Illinois,Mid-American,passesIntercepted,14
2014,Mississippi State,SEC,rushingAttempts,578
2014,Texas State,Sun Belt,rushingTDs,29
2014,Georgia State,Sun Belt,thirdDownConversions,80
2014,Connecticut,American Athletic,possessionTime,20934
2014,TCU,Big 12,thirdDownConversions,85
2014,Kent State,Mid-American,kickReturns,42
2014,Louisiana Tech,Conference USA,rushingAttempts,490
2014,Minnesota,Big Ten,fourthDownConversions,7
2014,Florida Atlantic,Conference USA,rushingYards,1963
2014,North Carolina,ACC,fumblesRecovered,11
2014,UTEP,Conference USA,fourthDowns,15
2014,Oregon,Pac-12,penaltyYards,1080
2014,Miami,ACC,penaltyYards,827
2014,LSU,SEC,passingTDs,17
2014,BYU,FBS Independents,totalYards,5986
2014,Texas State,Sun Belt,kickReturnYards,618
2014,Vanderbilt,SEC,passCompletions,180
2014,Washington State,Pac-12,thirdDownConversions,78
2014,Florida State,ACC,interceptionTDs,2
2014,Georgia Tech,ACC,interceptions,6
2014,Kent State,Mid-American,passingTDs,16
2014,Missouri,SEC,fumblesLost,3
2014,Boise State,Mountain West,fumblesLost,9
2014,Oklahoma,Big 12,passCompletions,210
2014,Tennessee,SEC,puntReturnTDs,1
2014,UCLA,Pac-12,kickReturns,48
2014,Old Dominion,Conference USA,turnovers,20
2014,Rutgers,Big Ten,kickReturnYards,1109
2014,Western Michigan,Mid-American,passingTDs,26
2014,Ohio State,Big Ten,rushingYards,3967
2014,San José State,Mountain West,rushingAttempts,454
2014,Rutgers,Big Ten,passAttempts,357
2014,Utah,Pac-12,interceptionYards,172
2014,North Texas,Conference USA,fumblesRecovered,10
2014,Stanford,Pac-12,passAttempts,381
2014,Vanderbilt,SEC,penaltyYards,630
2014,Texas Tech,Big 12,interceptionTDs,0
2014,Florida Atlantic,Conference USA,penaltyYards,474
2014,Arizona State,Pac-12,thirdDowns,199
2014,Ole Miss,SEC,thirdDowns,183
2014,TCU,Big 12,penalties,82
2014,New Mexico,Mountain West,passAttempts,149
2014,Texas,Big 12,puntReturnTDs,0
2014,Iowa,Big Ten,games,13
2014,UAB,Conference USA,turnovers,21
2014,Louisiana Monroe,Sun Belt,rushingAttempts,363
2014,Air Force,Mountain West,puntReturnTDs,0
2014,Oklahoma,Big 12,puntReturnYards,93
2014,UCF,American Athletic,possessionTime,25414
2014,Mississippi State,SEC,rushingYards,3030
2014,Ohio State,Big Ten,rushingAttempts,690
2014,Southern Mississippi,Conference USA,fourthDowns,13
2014,Georgia Southern,Sun Belt,puntReturns,25
2014,Central Michigan,Mid-American,netPassingYards,3157
2014,Miami (OH),Mid-American,passCompletions,226
2014,Colorado,Pac-12,puntReturnTDs,0
2014,Wyoming,Mountain West,fumblesLost,8
2014,Northern Illinois,Mid-American,interceptionTDs,1
2014,Florida International,Conference USA,passCompletions,171
2014,Air Force,Mountain West,puntReturnYards,71
2014,Texas,Big 12,firstDowns,232
2014,Air Force,Mountain West,fourthDowns,28
2014,UAB,Conference USA,puntReturns,32
2014,Nevada,Mountain West,rushingTDs,27
2014,UMass,Mid-American,puntReturns,6
2014,Utah,Pac-12,rushingYards,2475
