rushingTDs,puntReturnYards,puntReturnTDs,puntReturns,passingTDs,kickReturnYards,kickReturnTDs,kickReturns,kickingPoints,interceptionYards,interceptionTDs,passesIntercepted,fumblesRecovered,totalFumbles,sacks,possessionTime,interceptions,fumblesLost,turnovers,totalPenaltiesYards,yardsPerRushAttempt,rushingAttempts,rushingYards,yardsPerPass,completionAttempts,netPassingYards,totalYards,fourthDownEff,thirdDownEff,firstDowns,tacklesForLoss,defensiveTDs,tackles,qbHurries,passesDeflected,team,home_away,points,game_id,season,week,season_type
1,50,0,4,2,19,0,1,3,0,0,1,0,,3,32:51,1,0,1,7-72,3.6,42,150,8.7,10-19,165,315,0-1,3-12,16,16,0,37,8,6,Vanderbilt,home,21,401110830,2019,8,regular
1,65,0,4,1,40,0,2,6,0,0,1,2,0,6,34:07,2,0,2,7-68,4.3,38,165,6.1,16-28,172,337,0-0,3-13,20,9,2,36,5,6,Texas A&M,away,24,401110827,2019,8,regular
2,6,0,1,0,16,0,2,5,0,0,2,0,2,8,25:53,1,1,2,7-65,5.7,44,250,5.0,14-31,155,405,3-3,4-16,22,10,0,76,6,2,Ole Miss,home,17,401110827,2019,8,regular
0,2,0,1,4,24,0,2,12,9,0,2,0,2,4,25:39,0,0,0,7-88,3.4,25,86,9.3,25-35,327,413,0-0,3-11,21,5,0,35,8,8,LSU,away,36,401110828,2019,8,regular
1,3,0,2,1,28,0,1,1,,,,0,2,3,34:21,2,1,3,13-109,2.8,37,102,8.5,17-28,238,340,0-2,3-12,21,6,0,30,2,14,Mississippi State,home,13,401110828,2019,8,regular
3,,,,4,48,0,3,9,2,0,2,4,2,6,30:25,0,1,1,5-45,5.8,51,298,10.2,13-19,193,491,0-1,7-13,24,9,0,74,6,16,Auburn,away,51,401110825,2019,8,regular
0,,,,1,55,0,4,4,,,,2,4,2,29:35,2,2,4,4-34,1.9,28,52,4.6,19-40,182,234,1-3,4-17,14,3,0,76,2,0,Arkansas,home,10,401110825,2019,8,regular
2,4,0,1,1,0,0,1,6,,,,0,,2,34:56,0,0,0,1-5,2.7,43,115,6.7,21-35,235,350,1-2,7-16,22,8,0,31,0,4,Northern Illinois,away,24,401119284,2019,8,regular
2,15,0,2,1,133,0,3,9,,,,0,2,4,25:04,0,0,0,5-33,2.0,36,71,9.8,15-28,273,344,1-1,7-17,14,20,0,72,2,5,Miami (OH),home,27,401119284,2019,8,regular
1,,,,4,67,0,6,8,,,,0,4,0,25:11,0,1,1,8-86,5.5,39,214,7.5,24-35,262,476,2-2,7-14,27,6,0,37,0,6,Kent State,away,38,401119283,2019,8,regular
4,4,0,1,2,25,0,1,9,,,,2,4,2,34:49,0,0,0,9-105,5.0,46,229,12.2,19-28,342,571,0-0,7-11,31,7,0,86,8,2,Ohio,home,45,401119283,2019,8,regular
1,,,,0,,,,3,10,0,1,6,4,10,34:37,0,1,1,4-25,4.5,42,189,2.8,14-23,65,254,0-0,6-14,16,11,2,26,2,3,Buffalo,away,21,401119281,2019,8,regular
0,-4,0,2,0,,,,0,,,,2,8,0,25:23,1,3,4,9-68,0.1,21,3,4.9,22-39,193,196,0-1,6-17,11,6,0,70,2,8,Akron,home,0,401119281,2019,8,regular
4,39,0,4,3,35,0,1,10,0,0,1,4,0,8,30:40,1,0,1,5-60,7.5,50,374,12.1,11-17,206,580,2-2,6-12,24,14,0,45,4,12,Ball State,home,52,401119285,2019,8,regular
2,28,0,2,0,170,0,7,2,0,0,1,0,4,2,29:20,1,2,3,5-28,3.6,38,138,4.5,16-38,171,309,3-5,4-18,16,8,0,92,0,3,Toledo,away,14,401119285,2019,8,regular
1,16,0,1,3,21,0,2,8,0,0,1,0,,0,34:02,0,0,0,4-33,3.7,38,140,9.9,35-41,407,547,1-1,9-16,27,3,0,23,2,4,Eastern Michigan,home,34,401119286,2019,8,regular
3,1,0,2,1,68,0,3,3,,,,0,2,3,25:58,1,0,1,2-25,4.6,36,167,8.0,15-24,192,359,0-0,7-11,20,16,0,52,2,6,Western Michigan,away,27,401119286,2019,8,regular
1,1,0,1,1,51,0,3,2,0,0,1,2,0,0,24:35,3,0,3,12-83,4.8,37,178,5.7,13-29,166,344,2-5,1-11,19,1,2,70,4,8,Bowling Green,home,20,401119282,2019,8,regular
4,12,0,1,1,51,0,2,8,0,0,3,0,6,0,35:25,1,1,2,10-79,6.4,40,254,8.1,23-37,299,553,0-1,8-14,26,6,0,35,7,5,Central Michigan,away,38,401119282,2019,8,regular
1,11,0,5,0,16,0,1,16,0,0,1,2,4,4,27:09,0,0,0,4-38,2.9,40,116,8.1,21-38,308,424,0-0,6-19,20,8,0,57,6,10,Wake Forest,home,22,401112487,2019,8,regular
1,8,0,2,2,34,0,2,2,,,,0,6,0,32:51,1,1,2,8-69,3.7,46,169,6.5,27-43,280,449,2-3,7-17,28,4,0,46,8,10,Florida State,away,20,401112487,2019,8,regular
0,18,0,1,3,0,0,1,6,,,,0,2,0,27:40,1,0,1,2-20,2.1,27,56,7.0,20-44,310,366,3-5,4-17,15,4,0,34,2,6,NC State,away,24,401112484,2019,8,regular
5,29,0,3,0,75,0,4,9,8,1,1,0,,2,32:20,0,0,0,8-59,7.2,60,429,6.9,6-15,103,532,0-0,9-15,23,20,1,44,0,7,Boston College,home,45,401112484,2019,8,regular
1,,,,0,38,0,1,4,12,0,2,0,2,2,29:54,2,1,3,5-40,3.6,43,156,4.9,8-22,107,263,0-1,5-14,15,5,0,104,1,2,Louisville,home,10,401112485,2019,8,regular
3,10,0,4,3,61,0,2,9,28,0,2,2,2,12,30:06,2,0,2,6-47,8.1,37,298,7.7,22-33,253,551,0-0,5-11,23,11,0,46,4,8,Clemson,away,45,401112485,2019,8,regular
0,,,,5,,,,11,,,,4,0,3,27:08,0,0,0,9-69,3.6,40,143,7.1,26-49,348,491,0-1,9-21,23,14,0,84,1,6,North Carolina,away,41,401112489,2019,8,regular
2,9,0,1,3,21,0,1,11,,,,0,6,5,32:52,0,2,2,5-36,4.2,60,254,11.2,14-21,236,490,1-1,5-17,23,18,0,33,18,8,Virginia Tech,home,43,401112489,2019,8,regular
1,,,,2,8,0,1,4,,,,2,2,3,32:24,0,1,1,9-82,4.6,45,207,7.3,10-19,138,345,2-2,6-14,18,6,0,78,8,6,Georgia Tech,away,28,401112488,2019,8,regular
1,68,0,2,2,29,0,2,3,,,,2,2,6,27:36,0,1,1,4-25,4.9,32,157,6.5,17-31,200,357,0-1,5-13,21,16,0,35,3,2,Miami,home,21,401112488,2019,8,regular
0,6,0,1,2,46,0,2,2,20,0,2,0,6,2,25:31,2,3,5,5-55,3.2,41,132,3.9,15-30,118,250,3-6,2-14,14,6,0,27,0,6,Duke,away,14,401112486,2019,8,regular
5,2,0,1,0,138,1,2,12,37,0,2,6,0,2,34:29,2,0,2,2-30,3.8,41,154,5.5,14-28,153,307,1-2,7-15,17,10,2,28,0,7,Virginia,home,48,401112486,2019,8,regular
1,,,,3,0,0,2,2,27,0,1,2,2,0,21:52,0,1,1,1-5,4.6,32,147,8.3,20-28,232,379,1-2,6-10,23,0,0,46,0,4,Georgia State,home,28,401114329,2019,8,regular
3,,,,0,,,,3,,,,2,4,0,38:08,1,1,2,3-25,4.6,61,278,5.9,6-11,65,343,6-8,6-15,20,2,0,66,0,4,Army,away,21,401114329,2019,8,regular
4,,,,1,16,0,1,9,18,0,1,4,4,4,28:12,0,1,1,7-66,6.1,37,224,18.4,13-17,312,536,0-1,3-9,18,6,2,116,0,5,Baylor,away,45,401112079,2019,8,regular
3,22,0,1,1,69,0,6,3,,,,2,4,4,31:48,1,2,3,8-92,5.6,50,281,5.2,22-36,188,469,2-3,6-17,27,18,0,76,0,8,Oklahoma State,home,27,401112079,2019,8,regular
2,,,,0,17,0,1,5,,,,0,,4,31:43,0,0,0,5-38,5.7,40,228,4.5,18-31,138,366,0-1,5-14,22,6,0,29,10,1,TCU,away,17,401112109,2019,8,regular
1,26,0,2,2,79,0,3,6,,,,0,2,4,28:17,0,0,0,8-79,2.8,33,94,7.5,11-23,172,266,1-1,4-13,14,10,0,43,2,8,Kansas State,home,24,401112109,2019,8,regular
0,5,0,2,2,44,0,5,2,,,,0,4,2,33:24,0,0,0,4-29,1.7,30,51,5.6,18-34,191,242,2-3,5-18,15,8,0,29,0,4,West Virginia,away,14,401112119,2019,8,regular
3,15,1,6,3,,,,10,,,,0,4,0,26:36,0,0,0,6-64,5.2,38,197,17.3,18-21,363,560,0-0,2-7,25,18,2,36,4,4,Oklahoma,home,52,401112119,2019,8,regular
2,14,0,1,4,46,0,2,10,2,0,1,2,0,3,31:31,0,0,0,7-50,6.6,39,259,6.6,27-47,310,569,2-2,10-19,27,12,0,54,4,6,Kansas,away,48,401112102,2019,8,regular
2,,,,4,13,0,3,12,,,,0,4,1,28:29,1,1,2,8-86,6.0,40,239,8.9,31-45,399,638,1-3,9-14,33,12,0,96,8,4,Texas,home,50,401112102,2019,8,regular
2,0,0,2,1,120,0,6,6,21,0,1,0,4,0,32:15,0,0,0,6-60,4.9,34,168,4.6,40-52,239,407,0-0,7-17,25,6,0,34,4,3,Texas Tech,home,24,401112090,2019,8,regular
2,6,0,1,3,,,,4,,,,0,,4,27:45,1,0,1,6-51,7.6,24,182,11.8,23-32,378,560,0-0,4-10,21,8,0,67,0,10,Iowa State,away,34,401112090,2019,8,regular
1,2,0,3,2,13,0,1,9,,,,0,4,9,31:56,0,1,1,8-79,3.4,43,145,7.0,18-33,232,377,0-0,10-19,25,12,0,35,6,20,Pittsburgh,away,27,401112483,2019,8,regular
0,22,0,3,2,16,0,1,8,,,,2,2,3,28:04,0,0,0,9-78,1.5,34,51,6.3,19-44,277,328,2-2,5-18,20,8,0,70,12,2,Syracuse,home,20,401112483,2019,8,regular
1,,,,0,109,0,5,4,5,0,1,2,4,6,34:39,2,0,2,13-110,3.2,35,113,5.6,17-38,213,326,0-1,4-18,15,10,0,31,1,10,Nevada,away,10,401117527,2019,8,regular
2,20,0,1,1,119,1,3,10,38,0,2,0,4,3,25:21,1,1,2,6-52,5.5,44,244,5.3,15-33,174,418,0-0,4-16,22,12,1,40,2,18,Utah State,home,36,401117527,2019,8,regular
2,14,0,1,2,48,0,3,4,13,0,2,0,,4,29:34,0,0,0,9-84,3.5,35,121,8.5,15-26,221,342,2-2,4-13,16,10,0,56,0,7,BYU,home,28,401117215,2019,8,regular
1,,,,2,91,0,5,5,,,,0,,4,30:26,2,0,2,4-35,4.4,40,174,6.0,18-31,185,359,0-0,6-12,25,5,0,84,0,6,Boise State,away,25,401117215,2019,8,regular
0,17,0,2,1,,,,4,,,,0,4,6,24:47,0,1,1,5-50,4.6,37,169,7.3,14-28,203,372,1-2,4-12,20,6,0,48,0,0,New Mexico,away,10,401117526,2019,8,regular
2,,,,1,,,,5,,,,2,2,2,35:13,0,0,0,5-38,4.7,55,259,5.7,9-15,86,345,0-0,11-18,21,6,0,82,0,3,Wyoming,home,23,401117526,2019,8,regular
0,,,,3,136,0,8,8,,,,0,6,0,30:08,1,1,2,5-50,4.1,20,82,7.6,34-53,404,486,2-2,6-14,26,0,0,38,0,0,Hawai'i,home,26,401117525,2019,8,regular
6,,,,1,1,0,3,8,92,1,1,2,4,4,29:52,0,0,0,6-55,6.9,51,353,24.1,6-7,169,522,1-1,6-10,22,12,2,52,1,10,Air Force,away,56,401117525,2019,8,regular
0,0,0,1,3,162,0,7,9,,,,0,4,0,32:16,3,2,5,7-51,3.9,40,157,7.6,16-34,257,414,3-4,3-13,21,2,0,42,0,2,UNLV,away,27,401117528,2019,8,regular
6,19,0,1,1,81,0,4,8,57,0,3,4,2,0,27:44,0,0,0,5-40,7.2,36,260,10.0,16-23,229,489,0-1,4-10,21,4,1,106,0,6,Fresno State,home,56,401117528,2019,8,regular
0,8,0,1,2,17,0,1,5,,,,0,,4,19:38,1,0,1,1-15,3.2,17,54,6.1,19-36,218,272,0-0,4-11,15,6,0,50,1,6,San José State,home,17,401117529,2019,8,regular
2,11,0,2,0,121,1,2,9,11,0,1,0,,2,40:22,0,0,0,12-85,4.7,55,260,4.4,13-20,88,348,2-2,7-17,22,3,1,21,3,5,San Diego State,away,27,401117529,2019,8,regular
0,12,0,2,0,18,0,4,3,,,,0,2,2,32:22,2,0,2,8-76,3.3,47,157,2.0,6-21,42,199,0-3,5-18,14,3,0,32,6,4,Northwestern,home,3,401112248,2019,8,regular
2,2,0,3,5,0,0,1,10,0,0,2,0,4,2,27:38,0,0,0,5-58,7.5,37,279,7.7,19-26,201,480,0-0,8-14,22,5,0,41,10,10,Ohio State,away,52,401112248,2019,8,regular
2,7,0,1,2,103,0,6,10,0,0,1,2,2,4,35:33,1,0,1,11-105,5.8,32,186,8.1,29-41,334,520,1-1,5-13,28,4,0,50,0,2,Indiana,away,34,401112163,2019,8,regular
2,,,,2,77,0,5,4,0,0,1,0,2,1,24:27,1,1,2,6-62,4.7,37,173,7.8,17-27,210,383,2-3,6-14,21,4,0,106,0,6,Maryland,home,28,401112163,2019,8,regular
3,,,,2,16,0,1,6,33,1,3,0,,4,33:33,0,0,0,3-40,4.4,45,198,8.8,15-28,245,443,2-3,7-14,25,8,1,21,8,4,Minnesota,away,42,401112234,2019,8,regular
1,,,,0,73,0,3,1,,,,0,6,0,26:27,3,0,3,5-55,3.5,40,141,2.5,9-19,48,189,0-0,8-14,16,4,0,35,9,12,Rutgers,home,7,401112234,2019,8,regular
1,7,0,3,3,65,0,3,4,3,0,1,0,,2,22:15,0,0,0,5-58,3.5,29,101,7.3,14-25,182,283,0-0,4-13,14,6,0,70,12,5,Penn State,home,28,401112226,2019,8,regular
3,12,0,5,0,10,0,1,3,,,,0,,4,37:45,1,0,1,8-48,3.4,41,141,6.7,24-41,276,417,2-4,7-17,26,5,0,22,2,6,Michigan,away,21,401112226,2019,8,regular
1,5,0,1,2,0,0,1,6,0,0,1,4,4,4,19:11,0,1,1,4-15,4.0,35,141,8.3,9-21,174,315,0-1,2-10,17,5,0,68,4,0,Illinois,home,24,401112151,2019,8,regular
1,33,0,2,1,,,,11,,,,2,4,8,40:49,1,2,3,6-60,3.6,43,156,8.3,24-32,264,420,0-1,9-17,22,14,0,54,2,5,Wisconsin,away,23,401112151,2019,8,regular
0,-3,0,1,2,103,0,6,8,27,0,1,0,4,1,24:22,1,1,2,5-40,1.8,18,33,6.5,30-50,327,360,1-1,6-16,17,8,0,78,4,4,Purdue,away,20,401112196,2019,8,regular
2,10,0,2,0,20,0,2,14,7,0,1,2,0,1,35:38,1,0,1,7-60,3.1,33,102,7.9,23-33,260,362,1-1,3-13,19,10,0,80,12,12,Iowa,home,26,401112196,2019,8,regular
2,,,,1,91,0,4,12,0,0,1,0,,3,22:52,0,0,0,4-39,5.8,32,185,8.8,9-17,150,335,0-0,6-11,15,9,0,37,0,3,Florida International,home,32,401114287,2019,8,regular
1,,,,1,41,0,2,5,,,,0,4,0,37:08,1,0,1,10-106,2.9,45,132,7.2,12-21,151,283,3-3,6-15,17,6,0,52,2,6,UTEP,away,17,401114287,2019,8,regular
1,,,,2,46,0,2,5,34,1,1,6,0,4,25:16,1,0,1,6-61,5.0,30,149,7.3,19-29,212,361,0-1,6-11,19,9,2,43,0,4,UT San Antonio,home,31,401114292,2019,8,regular
1,,,,2,44,0,2,9,1,0,1,0,6,1,34:44,1,3,4,4-31,4.2,35,146,7.7,20-29,223,369,0-1,9-14,21,6,0,34,6,10,Rice,away,27,401114292,2019,8,regular
1,0,0,1,3,42,0,2,7,,,,0,2,0,30:59,0,0,0,7-62,3.7,34,125,9.6,23-30,289,414,2-3,3-13,20,6,0,82,0,2,Washington,home,31,401114196,2019,8,regular
1,,,,4,41,0,2,5,,,,0,2,1,29:01,0,0,0,3-30,4.1,38,154,7.2,24-39,280,434,2-2,5-13,26,12,0,44,0,2,Oregon,away,35,401114196,2019,8,regular
2,4,0,1,2,27,0,2,10,,,,2,0,7,31:40,1,0,1,8-72,6.1,43,263,5.6,21-34,192,455,0-2,7-16,20,22,0,34,8,7,UCLA,away,34,401114210,2019,8,regular
1,21,1,4,0,38,0,2,4,2,0,1,0,2,3,28:20,0,1,1,3-14,1.8,30,55,4.5,15-32,143,198,0-2,5-16,11,18,1,70,8,6,Stanford,home,16,401114210,2019,8,regular
1,9,0,4,2,59,0,3,3,2,0,1,0,4,18,31:04,0,0,0,13-102,2.6,41,108,5.1,18-34,174,282,1-1,8-18,18,14,0,86,3,3,Oregon State,away,21,401114178,2019,8,regular
1,24,0,3,1,48,0,3,5,,,,0,2,10,28:56,1,0,1,2-17,2.5,43,107,5.3,14-33,175,282,1-3,5-16,20,14,0,82,7,6,California,home,17,401114178,2019,8,regular
2,1,0,2,1,,,,6,38,0,1,0,2,0,24:00,0,0,0,2-11,3.0,35,106,9.9,9-18,178,284,1-1,3-11,16,5,0,70,10,8,Houston,away,24,401117886,2019,8,regular
0,-3,0,2,2,28,0,3,5,,,,0,2,3,36:00,1,0,1,6-52,5.4,31,168,6.1,27-44,270,438,1-2,6-15,23,5,0,34,0,2,Connecticut,home,17,401117886,2019,8,regular
1,7,0,1,0,46,0,4,4,0,0,1,0,,1,30:55,3,0,3,7-55,5.0,36,179,4.1,17-34,141,320,0-0,5-15,18,6,0,43,4,14,Colorado,away,10,401114187,2019,8,regular
1,,,,4,21,0,2,11,53,0,3,0,2,4,29:05,1,0,1,7-70,6.4,20,128,7.0,35-53,369,497,0-1,7-14,22,14,0,74,10,2,Washington State,home,41,401114187,2019,8,regular
0,-1,0,2,2,168,0,7,2,,,,2,4,4,30:02,1,2,3,5-31,3.7,37,138,6.5,23-38,247,385,1-2,5-16,22,6,0,40,0,4,Arizona,away,14,401114169,2019,8,regular
3,19,0,3,2,25,0,2,11,11,0,1,4,4,7,29:58,0,1,1,10-100,5.6,36,201,8.2,21-30,247,448,0-0,7-15,16,11,0,90,0,12,USC,home,41,401114169,2019,8,regular
1,,,,5,28,0,1,8,15,0,1,0,2,1,36:22,1,1,2,10-97,3.1,38,116,11.7,26-39,456,572,1-3,7-14,29,3,0,38,1,4,Maine,away,44,401114351,2019,8,regular
2,,,,5,204,1,8,11,0,0,1,2,6,6,23:38,1,0,1,8-87,4.9,28,136,9.8,23-36,351,487,1-1,6-11,27,22,2,48,1,4,Liberty,home,59,401114351,2019,8,regular
0,13,0,2,0,51,0,2,3,21,0,1,6,6,4,24:42,1,1,2,12-122,3.4,33,111,1.4,4-18,25,136,0-1,2-13,8,9,0,76,0,4,Arizona State,away,3,401114158,2019,8,regular
3,14,0,3,0,,,,3,7,0,1,2,6,3,35:18,1,3,4,5-45,3.5,43,151,8.0,14-24,191,342,1-1,7-14,20,6,0,54,0,10,Utah,home,21,401114158,2019,8,regular
1,47,1,5,1,123,0,6,15,39,0,1,0,4,1,31:47,2,1,3,3-35,4.0,33,132,8.3,33-45,375,507,0-1,6-13,27,3,2,35,4,12,North Texas,home,33,401114290,2019,8,regular
2,1,0,1,1,0,0,6,12,30,0,2,2,0,0,28:13,1,0,1,4-17,5.9,30,178,5.3,25-48,255,433,1-2,5-17,23,10,0,94,8,6,Middle Tennessee,away,30,401114290,2019,8,regular
2,12,0,1,2,33,0,3,8,0,0,1,0,6,7,32:33,1,0,1,6-68,5.8,44,254,8.6,15-24,206,460,0-0,6-16,20,12,0,84,10,3,Marshall,away,36,401114288,2019,8,regular
4,2,0,1,0,51,0,3,7,3,0,1,0,,2,27:27,1,0,1,9-90,1.6,36,57,9.3,21-39,362,419,0-2,6-14,22,12,0,66,2,0,Florida Atlantic,home,31,401114288,2019,8,regular
1,,,,1,161,1,7,12,0,0,1,2,2,1,33:08,4,0,4,7-58,3.7,30,110,8.2,26-40,327,437,1-2,6-12,23,4,2,72,1,1,Southern Mississippi,away,30,401114289,2019,8,regular
4,,,,1,65,0,4,9,49,1,4,0,4,4,26:52,1,1,2,5-48,3.8,40,151,15.5,14-21,325,476,2-2,4-10,19,10,2,35,4,6,Louisiana Tech,home,45,401114289,2019,8,regular
1,6,0,1,1,,,,2,,,,0,,8,28:25,1,0,1,7-90,2.9,30,86,6.9,15-29,200,286,0-2,6-13,14,22,0,82,0,4,Charlotte,away,14,401114286,2019,8,regular
0,25,0,2,3,22,0,1,12,0,0,1,0,2,4,31:35,0,0,0,1-15,1.7,35,60,9.4,22-31,291,351,1-1,6-16,19,4,0,33,5,2,Western Kentucky,home,30,401114286,2019,8,regular
0,22,0,5,6,41,0,2,9,,,,2,0,6,34:15,1,0,1,5-45,3.6,55,198,8.5,30-54,457,655,3-5,10-21,33,10,0,96,2,6,SMU,home,45,401117887,2019,8,regular
2,-9,0,1,1,86,0,7,3,1,0,1,0,6,4,25:45,0,1,1,7-74,2.1,33,69,5.7,21-36,204,273,2-4,4-16,15,16,0,75,4,7,Temple,away,21,401117887,2019,8,regular
4,35,0,4,1,0,0,1,5,0,0,1,0,4,10,30:50,2,1,3,6-45,7.4,59,434,5.8,1-4,23,457,0-0,9-12,23,5,0,56,1,10,Navy,home,35,401117883,2019,8,regular
0,,,,0,31,0,3,3,22,0,2,2,4,0,29:10,1,0,1,8-65,4.1,37,150,3.8,15-30,114,264,0-1,7-18,13,4,0,68,0,0,South Florida,away,3,401117883,2019,8,regular
1,4,0,1,0,59,0,3,7,,,,4,12,4,31:04,2,3,5,12-94,3.1,43,134,5.7,21-43,243,377,0-0,10-19,23,6,0,25,2,2,Tulsa,away,13,401117885,2019,8,regular
2,36,0,6,1,67,0,4,6,16,0,2,6,4,10,28:56,0,2,2,9-73,3.5,41,145,7.8,12-22,172,317,0-1,6-14,18,6,0,36,5,16,Cincinnati,home,24,401117885,2019,8,regular
3,10,0,1,3,,,,5,7,0,1,2,2,3,28:41,0,1,1,11-89,4.2,47,197,10.4,24-40,414,611,2-4,5-16,31,12,0,42,6,14,UCF,home,41,401117884,2019,8,regular
2,41,0,3,1,14,0,1,10,,,,2,4,4,31:19,1,1,2,9-95,3.5,49,170,8.5,23-37,313,483,0-0,5-16,31,14,0,44,4,4,East Carolina,away,28,401117884,2019,8,regular
1,1,0,1,1,53,0,3,5,,,,0,,0,25:50,3,0,3,6-69,4.3,34,146,6.4,15-29,187,333,0-1,5-12,19,12,0,86,2,1,Tulane,away,17,401117888,2019,8,regular
1,,,,5,125,0,4,11,12,0,3,0,4,2,34:10,0,0,0,8-65,3.3,34,112,11.9,21-30,358,470,2-2,6-13,19,7,0,84,10,2,Memphis,home,47,401117888,2019,8,regular
1,7,0,1,0,114,0,4,6,0,0,1,2,8,0,27:08,1,2,3,1-5,1.2,33,39,4.3,8-26,111,150,0-0,3-13,15,22,0,100,2,2,Old Dominion,away,14,401114291,2019,8,regular
3,3,0,2,2,9,0,1,8,0,0,1,4,4,10,32:52,1,1,2,6-62,4.0,44,175,9.0,15-29,260,435,0-0,6-13,21,28,0,82,12,6,UAB,home,38,401114291,2019,8,regular
0,2,0,1,2,77,0,6,8,0,0,1,0,,2,33:10,1,0,1,7-63,3.5,49,170,8.9,23-34,303,473,2-3,9-19,27,2,0,54,0,8,Arkansas State,home,20,401121954,2019,8,regular
5,,,,0,90,0,4,7,0,0,1,0,2,6,26:50,1,0,1,5-30,6.8,46,315,7.2,17-25,181,496,0-0,7-12,26,7,0,55,0,1,Louisiana,away,37,401121954,2019,8,regular
3,14,0,2,4,,,,10,0,0,2,2,6,1,35:12,1,1,2,5-34,5.8,52,302,8.4,19-32,270,572,0-0,13-18,27,8,0,31,1,5,Appalachian State,home,52,401121955,2019,8,regular
1,,,,0,69,0,6,1,0,0,1,2,2,0,24:48,2,1,3,9-66,3.8,29,111,3.8,11-27,102,213,0-0,2-13,9,4,0,90,2,4,Louisiana Monroe,away,7,401121955,2019,8,regular
1,,,,0,80,0,4,7,17,0,2,2,2,0,27:10,2,1,3,4-20,2.8,33,91,4.8,20-38,183,274,1-3,3-12,20,3,0,37,2,2,South Alabama,away,13,401121953,2019,8,regular
1,,,,2,55,0,2,13,35,1,2,2,2,4,32:50,2,1,3,5-56,4.3,51,220,6.8,21-31,212,432,1-1,10-17,28,12,1,38,3,6,Troy,home,37,401121953,2019,8,regular
2,,,,1,,,,9,,,,2,2,2,24:48,0,1,1,8-76,2.7,47,127,7.2,11-14,101,228,3-3,5-16,14,6,0,43,0,1,Coastal Carolina,away,27,401121956,2019,8,regular
2,-1,0,1,2,25,0,1,6,,,,2,4,2,35:12,0,1,1,6-65,4.6,65,299,7.6,4-8,61,360,2-2,4-12,22,8,0,37,2,4,Georgia Southern,home,30,401121956,2019,8,regular
3,24,0,4,3,23,0,2,9,,,,4,6,4,34:37,0,0,0,4-50,5.3,57,303,9.6,8-14,134,437,0-0,4-13,23,5,0,28,5,12,Michigan,home,45,401112227,2019,9,regular
0,,,,2,46,0,6,2,,,,0,6,4,25:23,0,2,2,7-62,1.5,31,47,4.6,11-29,133,180,0-1,3-15,12,5,0,36,0,2,Notre Dame,away,14,401112227,2019,9,regular
2,6,0,1,1,15,0,1,3,,,,0,,0,25:32,0,0,0,8-65,2.6,30,78,6.3,28-51,319,397,2-5,4-18,22,12,0,38,6,2,South Carolina,away,21,401110834,2019,9,regular
0,101,2,3,3,,,,11,,,,0,,6,34:28,0,0,0,8-49,3.5,38,134,11.7,18-30,351,485,0-1,5-14,20,10,2,78,10,14,Tennessee,home,41,401110834,2019,9,regular
0,0,0,1,1,12,0,1,1,,,,4,10,0,26:41,0,2,2,8-75,3.7,34,125,5.7,14-29,164,289,0-2,4-14,14,10,0,38,0,2,Missouri,away,7,401110832,2019,9,regular
4,29,0,3,0,,,,5,,,,4,4,8,33:19,0,2,2,4-48,6.2,48,297,7.9,4-8,63,360,2-2,3-12,15,5,0,70,2,6,Kentucky,home,29,401110832,2019,9,regular
0,,,,1,49,0,5,1,,,,0,2,0,25:26,3,1,4,0-0,3.5,30,106,4.1,11-26,107,213,0-0,3-12,13,6,0,76,0,2,Arkansas,away,7,401110831,2019,9,regular
2,,,,3,3,0,2,12,108,1,3,2,2,2,34:34,0,0,0,6-60,4.7,38,179,9.3,24-30,280,459,0-1,8-13,23,5,1,70,8,12,Alabama,home,48,401110831,2019,9,regular
4,10,0,1,3,100,0,6,7,0,0,1,4,0,4,31:48,0,0,0,5-45,5.3,39,207,10.2,17-23,234,441,0-0,8-11,24,4,0,64,4,12,Texas A&M,home,49,401110835,2019,9,regular
1,2,0,1,3,95,0,5,6,,,,0,6,0,28:12,1,2,3,5-25,6.3,38,239,6.5,13-30,194,433,2-2,4-11,22,4,0,84,5,2,Mississippi State,away,30,401110835,2019,9,regular
2,7,0,2,1,0,0,1,5,0,0,1,0,2,3,33:02,1,1,2,12-118,4.1,46,187,7.6,32-42,321,508,0-2,9-19,30,8,0,31,3,6,LSU,home,23,401110833,2019,9,regular
1,3,0,1,1,59,0,2,8,0,0,1,2,2,6,26:58,1,0,1,15-98,3.9,33,130,4.4,15-36,157,287,1-1,5-18,16,12,0,80,0,6,Auburn,away,20,401110833,2019,9,regular
1,45,0,2,0,23,0,1,10,,,,4,2,2,26:27,1,1,2,12-100,3.2,40,127,4.8,23-44,209,336,0-0,8-19,25,20,0,40,0,5,Kent State,home,16,401119291,2019,9,regular
1,-1,0,1,1,21,0,1,11,0,0,1,2,4,3,33:33,0,2,2,11-101,6.9,42,289,6.1,13-29,178,467,0-0,4-14,21,13,0,50,10,3,Miami (OH),away,23,401119291,2019,9,regular
2,,,,1,124,0,7,3,0,0,1,0,4,0,20:08,0,1,1,3-25,6.9,35,242,5.5,11-20,109,351,0-1,4-13,16,4,0,46,0,6,Ball State,home,21,401119292,2019,9,regular
4,2,0,2,0,,,,10,,,,2,2,4,39:52,1,0,1,5-45,5.6,56,316,8.2,8-16,131,447,2-2,7-16,21,6,0,70,1,4,Ohio,away,34,401119292,2019,9,regular
