tacklesForLoss,defensiveTDs,tackles,sacks,qbHurries,passesDeflected,fumblesRecovered,rushingTDs,passingTDs,kickReturnYards,kickReturnTDs,kickReturns,possessionTime,interceptions,fumblesLost,turnovers,totalPenaltiesYards,yardsPerRushAttempt,rushingAttempts,rushingYards,yardsPerPass,completionAttempts,netPassingYards,totalYards,fourthDownEff,thirdDownEff,firstDowns,kickingPoints,interceptionYards,interceptionTDs,passesIntercepted,puntReturnYards,puntReturnTDs,puntReturns,team,home_away,points,game_id,season,week,season_type,totalFumbles
5,0,27,0,4,7,1,1,4,,,,38:53,0,1,1,12-71,6.0,52,310,6.7,20-32,214,524,1-3,11-20,26,6,19,0,2,9,0,4,Toledo,home,38,401249858,2020,10,regular,
6,3,46,3,4,4,4,3,1,18,0,2,22:40,1,1,2,8-63,5.4,34,182,10.3,11-17,175,357,0-0,3-9,14,7,65,1,1,0,0,1,Buffalo,away,49,401249859,2020,10,regular,
3,0,25,0,1,2,1,3,1,151,0,5,37:20,1,4,5,7-65,3.3,47,156,7.3,19-33,241,397,1-2,5-14,26,4,0,0,1,,,,Northern Illinois,home,30,401249859,2020,10,regular,
14,1,45,7,5,3,0,4,0,19,0,1,30:56,0,0,0,7-85,4.0,37,148,7.8,21-27,210,358,0-0,7-15,16,11,53,1,3,33,0,4,Pittsburgh,away,41,401234634,2020,10,regular,
8,0,40,1,1,2,0,2,0,32,0,2,28:54,3,0,3,9-72,4.2,35,146,3.5,23-41,144,290,1-3,7-18,17,5,,,,,,,Florida State,home,17,401234634,2020,10,regular,
3,0,60,0,2,1,0,0,1,71,0,3,21:11,1,1,2,7-69,2.5,21,52,6.3,19-30,188,240,0-0,3-11,14,7,,,,24,0,1,Syracuse,home,13,401234631,2020,10,regular,
7,0,39,4,0,3,1,0,1,,,,38:43,0,0,0,7-65,4.1,47,191,7.2,20-29,208,399,0-0,10-19,20,10,2,0,1,15,0,3,Boston College,away,16,401234631,2020,10,regular,
6,0,28,2,3,4,0,0,5,124,0,6,33:00,0,0,0,11-101,4.6,41,189,10.3,32-42,431,620,1-1,7-16,30,14,6,0,1,-4,0,2,Miami,away,44,401234630,2020,10,regular,
5,1,41,3,2,5,0,1,3,105,1,2,27:00,1,0,1,9-78,3.9,34,131,9.6,20-29,279,410,0-0,7-12,24,11,,,,,,,NC State,home,41,401234630,2020,10,regular,
0,0,35,0,2,2,1,2,3,37,0,3,37:28,0,2,2,8-50,5.0,50,249,7.2,19-29,209,458,3-3,6-13,28,5,,,,-1,0,1,Liberty,away,38,401234636,2020,10,regular,
9,0,47,3,2,3,2,1,3,12,0,1,22:32,0,1,1,5-45,6.5,31,201,8.0,20-27,217,418,2-2,4-10,24,9,,,,17,0,2,Virginia Tech,home,35,401234636,2020,10,regular,
6,0,45,1,0,4,0,3,0,,,,29:04,1,1,2,7-63,4.4,42,185,7.1,18-32,226,411,2-4,6-15,26,6,0,0,1,20,0,2,Duke,home,24,401234633,2020,10,regular,
10,0,43,5,5,4,1,5,3,5,0,1,30:56,1,0,1,6-80,7.2,47,338,8.4,19-28,235,573,4-4,6-12,30,8,43,0,1,15,0,2,North Carolina,away,56,401234633,2020,10,regular,
8,0,42,3,4,2,0,1,1,24,0,1,31:51,1,1,2,6-50,5.2,44,227,6.5,10-22,143,370,0-0,8-18,15,6,,,,10,0,1,Kansas State,home,18,401236020,2020,10,regular,
5,1,45,0,3,1,1,1,0,6,0,2,28:09,0,0,0,6-65,3.7,40,148,4.7,14-23,108,256,0-0,4-15,14,8,13,0,1,3,0,1,Oklahoma State,away,20,401236020,2020,10,regular,
5,0,44,1,5,1,0,2,3,88,0,2,33:05,3,1,4,1-5,4.8,41,198,6.8,15-24,164,362,0-0,7-13,23,8,0,0,2,12,0,2,Iowa State,home,38,401236018,2020,10,regular,
6,1,43,0,1,3,1,0,3,98,0,5,26:55,2,0,2,7-65,2.6,27,71,8.9,22-33,295,366,1-1,4-11,17,7,86,1,3,2,0,1,Baylor,away,31,401236018,2020,10,regular,
4,0,30,2,2,6,1,0,1,154,0,7,32:47,2,0,2,9-55,2.3,42,95,4.3,14-35,151,246,2-4,3-19,16,3,0,0,1,,,,Kansas,away,9,401236019,2020,10,regular,
11,0,40,9,6,2,0,6,2,,,,27:13,1,1,2,5-45,6.5,31,200,9.4,22-36,340,540,1-1,3-8,31,14,37,0,2,6,0,2,Oklahoma,home,62,401236019,2020,10,regular,
5,0,31,1,0,7,0,1,0,,,,34:21,0,0,0,6-50,1.7,26,43,6.3,35-50,317,360,0-3,6-17,21,7,,,,27,0,3,West Virginia,away,13,401236022,2020,10,regular,
6,0,43,2,0,6,0,0,2,36,0,2,25:39,0,0,0,4-45,5.0,36,179,5.9,15-31,184,363,0-1,8-17,17,5,,,,-2,0,3,Texas,home,17,401236022,2020,10,regular,
6,0,35,2,4,7,0,4,0,38,0,2,34:32,1,0,1,7-75,5.5,49,270,3.2,11-23,73,343,1-2,7-17,14,10,0,0,1,107,0,5,TCU,home,34,401236021,2020,10,regular,
6,0,41,3,2,4,0,0,2,26,0,1,25:28,1,0,1,6-62,3.0,26,77,5.7,23-41,234,311,2-3,2-16,15,4,0,0,1,-12,0,2,Texas Tech,away,18,401236021,2020,10,regular,
2,0,30,1,0,3,0,1,3,47,0,2,36:12,0,0,0,10-74,4.3,28,121,7.8,37-54,421,542,4-5,6-16,27,10,,,,2,0,2,Nevada,home,34,401249009,2020,10,regular,
10,0,46,4,0,1,0,0,1,75,0,3,23:16,0,0,0,5-52,4.4,25,109,3.0,16-34,101,210,0-1,3-15,11,1,,,,1,0,1,Utah State,away,9,401249009,2020,10,regular,
4,0,28,3,0,4,1,5,2,17,0,1,26:47,0,0,0,4-33,5.6,38,214,13.3,21-27,359,573,2-3,2-8,25,7,6,0,1,30,0,5,BYU,away,51,401249005,2020,10,regular,
8,0,32,3,0,3,0,0,2,52,0,3,33:13,1,1,2,4-48,2.3,27,61,6.6,23-38,249,310,1-1,7-18,14,5,,,,,,,Boise State,home,17,401249005,2020,10,regular,
9,0,24,3,4,2,0,3,0,44,0,3,33:33,1,2,3,8-83,3.0,48,144,10.0,19-32,321,465,1-4,4-15,23,6,,,,9,0,3,Wyoming,away,24,401249010,2020,10,regular,
14,1,41,6,7,2,2,1,2,65,0,2,26:27,0,0,0,6-45,2.4,37,87,9.8,18-26,255,342,0-1,4-13,18,10,30,1,1,11,0,2,Colorado State,home,34,401249010,2020,10,regular,
7,0,45,2,7,5,0,1,4,78,0,4,27:38,2,1,3,3-30,3.3,28,93,9.3,33-44,410,503,1-1,5-13,23,7,0,0,1,9,0,1,Hawai'i,home,39,401249007,2020,10,regular,
3,0,48,1,0,2,1,1,2,97,0,5,32:22,1,0,1,7-57,7.3,38,279,5.9,19-37,220,499,1-1,5-15,24,15,28,0,2,8,0,2,New Mexico,away,33,401249007,2020,10,regular,
6,0,33,4,0,2,1,2,1,152,0,8,30:16,2,1,3,5-40,4.8,45,215,5.2,15-31,160,375,2-2,11-20,18,9,,,,18,0,2,UNLV,home,27,401249006,2020,10,regular,
10,0,49,6,0,3,1,4,1,98,0,5,29:35,0,1,1,8-65,6.8,36,243,7.0,20-35,244,487,1-1,4-12,22,10,18,0,2,,,,Fresno State,away,40,401249006,2020,10,regular,
8,0,46,3,0,1,2,2,2,59,0,2,23:52,1,0,1,2-15,4.0,29,116,6.5,18-28,182,298,0-0,4-11,16,4,0,0,1,19,0,1,San José State,away,28,401249008,2020,10,regular,
7,0,28,0,0,1,0,2,0,87,0,5,36:08,1,2,3,4-40,2.2,45,101,8.7,21-30,261,362,1-3,6-15,20,5,5,0,1,0,0,1,San Diego State,home,17,401249008,2020,10,regular,
8,1,45,2,0,1,1,2,1,85,0,5,28:51,0,2,2,9-80,4.4,32,141,4.8,33-48,229,370,3-4,7-17,22,3,,,,58,1,1,Rutgers,away,27,401247310,2020,10,regular,
5,0,41,1,1,4,2,2,5,43,0,3,30:55,0,1,1,9-75,5.5,36,198,11.2,24-28,314,512,1-1,7-12,26,7,,,,13,0,3,Ohio State,home,49,401247310,2020,10,regular,
7,2,29,2,5,3,0,4,1,,,,31:35,0,0,0,6-35,5.5,41,226,6.2,16-29,179,405,1-1,5-15,19,7,66,1,3,105,1,5,Iowa,home,49,401247313,2020,10,regular,
5,0,44,1,2,4,0,1,0,40,0,3,27:55,3,0,3,8-55,1.8,32,59,6.0,17-38,227,286,0-1,7-20,10,1,,,,,,,Michigan State,away,7,401247313,2020,10,regular,
7,0,27,3,1,4,0,0,3,66,0,3,33:38,2,1,3,4-25,2.6,36,94,6.0,27-57,340,434,2-4,9-20,30,1,,,,11,0,1,Penn State,home,19,401247312,2020,10,regular,
9,1,37,7,3,6,1,1,3,,,,26:22,0,0,0,8-55,3.5,35,123,10.8,18-26,282,405,0-0,9-16,16,5,0,0,2,,,,Maryland,away,35,401247312,2020,10,regular,
5,0,34,3,5,4,0,2,3,,,,38:20,0,0,0,4-50,3.1,38,118,6.8,30-50,342,460,2-2,9-18,28,8,60,0,2,5,0,1,Indiana,home,38,401247309,2020,10,regular,
3,0,53,0,6,5,0,0,3,59,0,3,21:10,2,0,2,8-89,0.7,18,13,10.1,18-34,344,357,0-0,3-11,17,3,,,,14,0,2,Michigan,away,21,401247309,2020,10,regular,
5,0,37,1,3,2,1,1,1,53,0,3,22:25,0,0,0,12-115,4.7,36,169,6.2,6-17,106,275,1-1,3-12,14,2,0,0,1,,,,Illinois,home,14,401247308,2020,10,regular,
4,0,31,4,3,4,0,5,1,27,0,1,37:35,1,1,2,2-22,6.9,47,325,8.0,17-27,216,541,0-0,8-10,30,5,,,,8,0,1,Minnesota,away,41,401247308,2020,10,regular,
8,0,46,1,2,9,0,1,2,36,0,1,27:32,2,0,2,8-64,4.1,37,152,6.3,16-27,169,321,1-1,7-16,14,3,5,0,2,44,0,2,Northwestern,home,21,401247307,2020,10,regular,
6,0,44,1,9,0,0,1,0,11,0,1,30:14,2,0,2,9-55,5.2,43,224,4.8,24-45,218,442,2-3,4-16,28,7,45,0,2,-3,0,2,Nebraska,away,13,401247307,2020,10,regular,
10,0,25,4,4,2,1,4,3,21,0,2,33:07,0,0,0,4-43,6.5,41,267,7.1,21-32,228,495,1-2,6-11,33,9,,,,7,0,1,Marshall,home,51,401251931,2020,10,regular,
7,0,39,2,4,2,0,0,1,37,0,4,26:53,0,1,1,5-68,1.4,29,41,5.7,17-26,149,190,1-2,4-14,12,4,,,,,,,UMass,away,10,401251931,2020,10,regular,
4,0,37,0,1,2,1,2,0,98,0,4,32:36,0,0,0,10-100,6.4,31,197,8.3,16-26,216,413,2-2,4-13,16,2,0,0,1,,,,Stanford,away,14,401249399,2020,10,regular,
3,0,34,0,1,3,0,4,1,35,0,2,27:24,1,1,2,6-43,6.7,40,269,8.7,17-26,227,496,0-0,9-11,29,5,,,,,,,Oregon,home,35,401249399,2020,10,regular,
5,0,52,4,0,4,0,3,2,27,0,2,29:41,1,0,1,5-44,7.6,30,229,6.9,18-33,227,456,1-1,4-10,21,8,,,,,,,Washington State,away,38,401249397,2020,10,regular,
3,0,31,1,0,2,0,3,1,107,0,5,30:19,0,0,0,4-45,3.9,31,122,6.7,34-49,329,451,1-1,8-16,29,2,0,0,1,2,0,1,Oregon State,home,28,401249397,2020,10,regular,
7,0,56,3,0,6,3,2,1,,,,25:19,0,2,2,4-34,6.8,38,258,5.8,11-23,134,392,0-1,6-14,20,9,0,0,1,2,0,1,Arizona State,away,27,401249400,2020,10,regular,
7,0,30,1,0,5,2,2,2,95,0,5,34:41,1,3,4,5-59,4.4,40,175,6.9,40-55,381,556,5-8,7-19,28,4,,,,15,0,2,USC,home,28,401249400,2020,10,regular,
5,0,27,1,8,5,3,5,1,68,0,4,39:31,0,0,0,9-90,4.5,59,264,7.9,22-33,261,525,0-1,9-19,26,12,14,0,1,6,0,1,Colorado,home,48,401249402,2020,10,regular,
6,0,59,1,2,2,0,2,4,9,0,1,20:29,1,3,4,9-69,7.0,25,175,7.6,20-40,303,478,0-2,7-12,23,6,,,,1,0,1,UCLA,away,42,401249402,2020,10,regular,
6,0,35,4,3,5,0,0,0,,,,33:49,0,0,0,6-50,3.5,27,94,4.1,19-40,163,257,1-2,7-17,16,6,24,0,1,0,0,1,Western Kentucky,away,6,401207169,2020,10,regular,
7,0,28,1,5,1,0,1,0,13,0,1,26:11,1,0,1,2-25,3.7,45,165,6.4,7-17,108,273,2-2,5-13,18,4,,,,17,0,1,Florida Atlantic,home,10,401207169,2020,10,regular,
6,0,41,1,0,6,0,2,4,12,0,1,24:55,0,0,0,2-20,6.1,32,194,10.1,24-35,355,549,1-2,6-12,24,11,,,,64,0,4,SMU,away,47,401212490,2020,10,regular,
5,0,44,2,1,3,0,1,2,,,,35:05,0,0,0,4-30,3.7,43,157,7.0,17-30,211,368,2-3,6-17,19,5,,,,12,0,1,Temple,home,23,401212490,2020,10,regular,
9,0,47,3,3,2,0,0,4,73,0,3,30:13,1,0,1,6-53,3.0,33,98,8.7,30-50,437,535,1-4,10-19,24,10,,,,3,0,3,Memphis,home,34,401212480,2020,10,regular,
5,1,50,2,1,5,0,0,2,47,0,4,29:25,0,0,0,4-38,3.4,33,113,7.5,20-29,217,330,0-1,2-12,16,15,51,1,1,9,0,2,South Florida,away,33,401212480,2020,10,regular,
2,0,36,0,1,1,0,1,0,67,0,3,27:31,1,1,2,5-37,3.3,28,93,5.6,20-34,189,282,2-2,5-15,15,4,0,0,1,13,0,1,Houston,away,10,401212544,2020,10,regular,
7,0,31,1,4,5,1,4,1,45,0,1,32:16,1,0,1,5-35,8.8,39,342,5.6,20-30,168,510,2-2,5-12,24,8,2,0,1,,,,Cincinnati,home,38,401212544,2020,10,regular,
10,0,35,5,4,8,1,2,3,17,0,1,30:59,1,0,1,8-65,8.1,34,277,6.4,22-34,216,493,0-1,5-12,24,8,,,,11,0,3,Tulane,away,38,401212525,2020,10,regular,
6,0,33,2,3,3,0,0,3,30,0,1,29:01,0,1,1,4-23,1.2,29,35,8.2,27-43,351,386,1-4,3-15,20,1,0,0,1,,,,East Carolina,home,21,401212525,2020,10,regular,
5,0,28,1,3,4,0,1,1,69,0,4,31:45,2,0,2,7-48,4.5,44,199,5.6,21-40,224,423,2-4,7-18,24,6,28,0,1,,,,Arkansas State,away,20,401253924,2020,10,regular,
5,0,49,2,2,5,0,2,1,31,0,2,28:15,1,0,1,5-72,5.2,38,196,8.4,17-29,244,440,1-4,3-13,19,9,16,0,2,-1,0,3,Louisiana,home,27,401253924,2020,10,regular,
9,0,39,6,0,4,2,4,3,45,0,2,30:22,0,1,1,5-55,5.5,47,259,7.5,20-32,241,500,2-2,10-17,23,10,2,0,1,,,,Georgia State,home,52,401215327,2020,10,regular,
4,0,51,0,2,3,1,2,3,15,0,1,29:38,1,2,3,1-17,2.9,29,85,8.1,26-42,339,424,3-4,4-12,24,4,,,,-1,0,2,Louisiana Monroe,away,34,401215327,2020,10,regular,
6,0,32,1,10,9,0,2,0,,,,42:47,1,0,1,6-60,5.3,61,326,6.5,12-13,85,411,0-1,5-15,20,8,15,0,2,9,0,1,Georgia Southern,home,20,401215326,2020,10,regular,
7,1,46,2,1,0,0,0,0,70,0,4,17:13,2,0,2,3-27,2.4,14,34,4.3,21-47,201,235,0-1,5-16,14,7,44,1,1,3,0,3,Troy,away,13,401215326,2020,10,regular,
8,0,41,5,4,4,2,1,1,54,0,2,29:45,0,2,2,2-20,7.2,33,236,8.4,17-25,209,445,1-2,3-11,18,11,,,,1,0,1,Coastal Carolina,home,23,401215325,2020,10,regular,
1,0,33,1,2,4,2,0,0,,,,30:15,0,2,2,5-45,2.4,38,93,7.8,23-31,243,336,3-7,2-14,16,6,,,,,,,South Alabama,away,6,401215325,2020,10,regular,
7,1,39,2,5,5,0,1,3,27,0,1,29:54,0,0,0,11-94,6.0,43,258,6.0,18-28,168,426,1-1,9-16,22,8,49,1,2,21,0,1,Appalachian State,away,38,401215324,2020,10,regular,
2,0,41,1,4,6,0,0,2,69,0,4,27:45,2,0,2,6-72,7.2,30,215,5.4,21-38,205,420,0-3,4-12,21,5,,,,-1,0,3,Texas State,home,17,401215324,2020,10,regular,
7,0,32,1,1,1,2,0,1,30,0,2,29:02,1,0,1,4-30,1.0,23,23,5.2,22-29,152,175,0-0,3-12,11,7,9,0,2,,,,North Alabama,away,13,401240035,2020,10,regular,
7,0,30,1,2,1,0,3,0,55,0,3,30:58,2,2,4,5-41,5.8,42,245,5.0,12-20,100,345,2-2,4-10,23,6,0,0,1,24,0,2,Southern Mississippi,home,24,401240035,2020,10,regular,
1,0,45,0,1,2,3,1,2,90,0,5,25:33,1,1,2,6-56,3.4,25,85,6.8,18-40,272,357,0-1,4-11,22,11,,,,,,,Boston College,home,31,401234637,2020,11,regular,
7,0,24,1,1,6,1,3,3,84,0,4,33:56,0,3,3,8-69,5.6,49,274,10.1,20-28,283,557,2-2,3-8,29,9,2,0,1,12,0,2,Notre Dame,away,45,401234637,2020,11,regular,
4,0,36,1,4,3,0,3,2,96,0,5,21:12,0,1,1,9-79,6.5,32,208,13.2,15-19,250,458,0-1,3-10,18,5,9,0,1,,,,Arkansas,away,35,401237129,2020,11,regular,
8,1,27,4,3,1,1,1,7,,,,38:48,1,0,1,3-35,4.6,45,208,10.1,27-38,385,593,1-2,9-12,36,9,,,,0,0,1,Florida,home,63,401237129,2020,11,regular,
5,0,27,2,5,8,0,4,4,30,0,2,30:41,0,1,1,6-45,4.1,48,195,16.0,28-32,513,708,4-4,7-13,31,11,0,0,1,,,,Ole Miss,home,59,401237133,2020,11,regular,
7,0,36,1,1,1,1,5,1,60,0,3,29:19,1,0,1,4-53,8.2,39,318,7.9,17-29,230,548,2-4,5-11,27,6,,,,,,,South Carolina,away,42,401237133,2020,11,regular,
0,0,30,0,0,3,0,2,3,39,0,2,32:26,0,0,0,6-50,4.0,45,180,6.5,22-35,227,407,2-2,11-17,29,5,,,,,,,Vanderbilt,away,35,401237132,2020,11,regular,
4,0,35,1,3,2,0,3,2,62,0,3,27:34,0,0,0,10-89,8.8,35,308,7.5,16-20,150,458,1-1,3-8,23,8,,,,38,0,2,Kentucky,home,38,401237132,2020,11,regular,
3,0,24,0,1,6,0,2,4,14,0,1,33:21,0,0,0,6-52,4.8,43,205,13.1,17-27,353,558,2-3,6-13,22,6,0,0,1,,,,Buffalo,home,42,401249890,2020,11,regular,
2,0,39,0,0,3,0,0,1,8,0,1,24:57,1,0,1,5-45,4.5,31,139,4.6,8-26,119,258,1-2,3-14,13,4,,,,,,,Miami (OH),away,10,401249890,2020,11,regular,
2.5,0,37,3,0,1,0,0,1,72,0,4,34:53,2,1,3,4-40,5.2,42,217,7.3,18-30,218,435,2-3,7-16,20,4,,,,,,,Akron,away,10,401249861,2020,11,regular,
3,0,51,3,4,0,1,3,0,40,0,3,25:07,0,0,0,4-30,5.6,33,185,7.2,10-17,122,307,0-0,2-10,15,6,43,0,2,17,0,3,Ohio,home,24,401249861,2020,11,regular,
11,0,47,2,1,3,0,3,0,138,0,4,27:46,0,1,1,12-81,6.0,43,260,5.3,6-20,105,365,1-3,2-13,16,6,,,,-1,0,1,Bowling Green,home,24,401249862,2020,11,regular,
7,0,31,2,0,4,1,3,5,,,,31:33,0,0,0,9-70,5.2,57,295,10.6,23-35,372,667,3-3,11-19,34,14,,,,16,0,1,Kent State,away,62,401249862,2020,11,regular,
10,0,36,2,2,1,0,2,3,116,0,5,21:14,0,0,0,9-102,5.5,28,153,9.8,20-29,284,437,2-3,2-10,24,5,4,0,1,,,,Western Michigan,home,41,401249866,2020,11,regular,
5,0,36,1,0,5,0,3,1,91,0,5,38:43,1,0,1,10-61,4.2,39,162,7.4,30-46,339,501,1-2,9-16,31,8,,,,12,0,3,Toledo,away,38,401249866,2020,11,regular,
5,0,52,3,1,3,1,3,1,36,0,4,29:43,0,1,1,5-48,5.5,41,227,8.6,17-29,250,477,1-3,3-11,22,7,54,0,1,11,0,1,Eastern Michigan,away,31,401249865,2020,11,regular,2
2,0,41,0,2,4,1,3,1,116,0,4,30:17,1,1,2,7-65,5.8,52,304,7.3,22-32,232,536,3-3,4-13,30,12,,,,,,,Ball State,home,38,401249865,2020,11,regular,1
4,0,25,3,0,2,0,0,1,142,0,6,32:53,0,2,2,5-45,2.2,33,74,5.0,17-34,170,244,1-4,2-16,15,4,0,0,1,,,,Northern Illinois,home,10,401249864,2020,11,regular,
8,0,40,1,2,3,2,2,1,49,0,3,27:07,1,0,1,6-75,5.6,42,237,9.8,13-20,196,433,3-5,1-11,17,8,,,,24,0,1,Central Michigan,away,40,401249864,2020,11,regular,
7,0,32,3,3,2,1,2,3,58,0,3,29:11,1,0,1,6-70,3.8,39,148,7.8,24-34,265,413,0-1,10-15,24,8,1,0,1,23,0,1,NC State,home,38,401234639,2020,11,regular,
6,0,36,1,2,1,0,1,2,108,0,5,30:49,1,1,2,6-66,4.3,34,147,7.1,18-28,200,347,5-7,3-14,16,4,0,0,1,4,0,1,Florida State,away,22,401234639,2020,11,regular,
7,0,53,4,2,3,0,2,6,21,0,1,31:12,1,0,1,6-58,5.1,38,192,12.2,32-45,550,742,1-2,7-14,30,11,,,,-4,0,1,North Carolina,home,59,401234642,2020,11,regular,
7,0,42,2,4,3,0,3,4,20,0,1,28:48,0,0,0,4-20,3.8,46,177,9.5,29-45,429,606,0-1,9-18,30,9,0,0,1,0,0,1,Wake Forest,away,53,401234642,2020,11,regular,
11,0,36,6,2,2,0,2,1,15,0,1,32:40,0,0,0,8-77,2.7,48,131,6.7,24-38,255,386,1-2,6-17,25,7,0,0,1,1,0,1,Miami,away,25,401234641,2020,11,regular,
8,0,50,6,7,4,0,3,0,13,0,1,27:19,1,0,1,2-10,3.9,41,160,7.1,18-29,207,367,0-0,7-16,23,6,,,,21,0,2,Virginia Tech,home,24,401234641,2020,11,regular,
4,0,39,1,0,2,1,2,0,63,0,3,29:28,1,2,3,7-64,8.1,39,317,7.7,13-21,161,478,0-2,5-13,18,5,-1,0,1,,,,Louisville,away,17,401257934,2020,11,regular,
6,1,32,4,0,1,2,2,1,75,0,4,30:32,1,1,2,3-25,3.9,42,165,8.8,15-23,203,368,0-1,6-13,21,7,85,1,1,4,0,1,Virginia,home,31,401257934,2020,11,regular,
6,1,55,1,1,1,1,2,2,14,0,1,27:33,0,0,0,2-20,5.3,32,171,7.3,19-27,197,368,1-1,6-13,17,8,0,0,2,7,0,1,Tulane,home,38,401207200,2020,11,regular,
9,0,41,1,0,1,0,1,1,45,0,3,32:27,2,1,3,1-5,4.7,57,270,2.5,5-13,33,303,2-5,6-17,17,0,,,,8,0,2,Army,away,12,401207200,2020,11,regular,
5,0,57,2,1,2,0,2,0,0,0,1,26:33,1,1,2,6-50,3.2,39,124,6.8,23-38,257,381,1-1,6-16,19,12,20,0,1,3,0,1,Texas Tech,home,24,401236023,2020,11,regular,
6,1,41,2,1,1,1,1,0,59,0,3,33:27,1,0,1,6-42,4.3,48,207,5.9,17-26,153,360,1-2,6-16,20,11,26,1,1,11,0,1,Baylor,away,23,401236023,2020,11,regular,
5,0,36,1,1,4,1,1,2,37,0,1,34:20,0,0,0,10-85,4.9,37,180,8.2,19-26,212,392,0-0,8-15,18,6,42,0,1,-1,0,1,West Virginia,home,24,401236024,2020,11,regular,
8,0,40,2,2,4,0,0,0,65,0,3,25:40,1,1,2,3-25,3.9,34,134,5.6,16-29,161,295,0-0,6-14,19,6,,,,6,0,1,TCU,away,6,401236024,2020,11,regular,
10,0,32,6,1,5,2,1,4,54,0,3,33:49,1,1,2,5-39,3.2,37,119,11.1,29-38,422,541,1-1,6-14,25,5,,,,-4,0,2,Fresno State,away,35,401249013,2020,11,regular,
7,1,43,3,2,2,1,1,0,189,1,5,26:11,0,2,2,6-40,5.7,35,199,6.0,9-24,144,343,1-2,3-15,12,4,11,0,1,5,0,1,Utah State,home,16,401249013,2020,11,regular,
8,0,34,3,0,3,2,2,1,99,0,6,27:35,1,0,1,6-48,3.4,41,139,6.1,11-29,176,315,1-2,1-15,15,3,,,,6,0,1,Colorado State,away,21,401249012,2020,11,regular,
9,3,29,3,0,3,0,3,1,61,0,3,32:25,0,2,2,6-45,2.4,37,89,6.7,16-30,202,291,1-1,9-18,15,10,21,0,1,134,1,7,Boise State,home,52,401249012,2020,11,regular,
8,0,35,2,0,3,0,0,3,53,0,3,27:45,1,0,1,7-65,2.3,23,52,8.7,25-39,340,392,0-1,5-12,19,9,0,0,1,33,0,3,Nevada,away,27,401249015,2020,11,regular,
9,0,30,2,0,3,0,1,1,83,0,4,32:15,1,0,1,2-30,3.2,44,141,6.4,18-33,211,352,0-2,7-17,21,8,25,0,1,14,0,1,New Mexico,home,20,401249015,2020,11,regular,
15,0,37,1,3,1,1,0,1,,,,28:34,1,2,3,4-35,1.9,35,66,6.0,17-35,209,275,1-2,3-17,14,4,6,0,2,18,0,2,Hawai'i,away,10,401249014,2020,11,regular,
11,1,38,7,3,4,2,3,0,21,0,1,31:26,2,1,3,4-48,6.4,51,326,2.3,4-13,30,356,0-0,4-14,15,10,71,1,1,60,0,5,San Diego State,home,34,401249014,2020,11,regular,
11,0,50,7,1,3,0,2,2,98,0,3,27:30,1,0,1,5-50,6.1,29,176,9.7,18-29,281,457,0-0,5-10,23,10,,,,16,0,2,San José State,home,34,401249016,2020,11,regular,
2,0,35,1,1,4,0,1,1,35,0,3,32:30,0,0,0,8-84,1.9,36,70,8.0,19-28,224,294,0-0,8-16,16,5,23,0,1,,,,UNLV,away,17,401249016,2020,11,regular,
7,0,31,4,1,4,1,1,2,,,,37:56,2,0,2,4-38,3.0,38,114,8.4,25-38,320,434,1-3,8-17,21,6,55,0,3,18,0,1,Indiana,away,24,401247316,2020,11,regular,
3,0,42,1,4,1,0,0,0,89,0,4,21:13,3,1,4,6-61,2.5,24,60,4.9,13-27,131,191,1-3,3-12,9,,30,0,2,,,,Michigan State,home,0,401247316,2020,11,regular,
5,0,38,1,2,5,0,2,0,57,0,4,34:38,0,1,1,4-40,5.7,59,337,5.8,7-18,104,441,1-1,7-16,24,11,30,0,3,,,,Illinois,away,23,401247314,2020,11,regular,
5,0,45,1,3,1,1,0,2,40,0,2,25:22,3,0,3,7-56,5.1,33,167,7.3,21-34,248,415,1-1,4-14,18,8,,,,-1,0,1,Rutgers,home,20,401247314,2020,11,regular,
5,0,23,1,1,4,0,5,2,33,0,1,40:15,0,0,0,1-5,6.7,51,341,5.8,12-22,127,468,0-0,8-13,26,7,31,0,2,9,0,3,Wisconsin,away,49,401247319,2020,11,regular,
2,0,42,1,0,5,0,0,1,115,0,4,19:45,2,0,2,4-40,2.5,19,47,6.6,13-26,172,219,0-1,3-11,10,3,,,,,,,Michigan,home,11,401247319,2020,11,regular,
6,1,39,2,5,5,1,1,1,,,,23:36,1,0,1,5-39,3.7,39,146,7.2,13-21,152,298,1-1,4-12,17,12,55,0,1,25,0,1,Nebraska,home,30,401247320,2020,11,regular,
5,0,31,1,1,2,0,2,0,51,0,4,36:24,1,1,2,4-50,4.7,52,245,6.6,19-39,256,501,3-5,8-17,30,11,0,0,1,21,0,1,Penn State,away,23,401247320,2020,11,regular,
5,0,52,4,1,5,0,4,1,0,0,1,23:37,1,0,1,2-25,6.7,35,236,6.2,9-18,111,347,0-0,3-7,20,3,76,0,2,,,,Iowa,away,35,401247317,2020,11,regular,
0,0,31,0,1,3,0,0,1,46,0,3,36:10,2,0,2,8-80,3.6,40,145,5.1,16-33,167,312,1-2,7-16,19,1,4,0,1,0,0,1,Minnesota,home,7,401247317,2020,11,regular,
11,0,48,0,0,5,0,0,2,74,0,4,24:58,0,1,1,6-24,0.1,17,2,5.2,28-51,263,265,2-3,4-17,15,8,0,0,1,4,0,1,Purdue,home,20,401247315,2020,11,regular,
