tacklesForLoss,defensiveTDs,tackles,sacks,qbHurries,passesDeflected,fumblesRecovered,rushingTDs,passingTDs,kickReturnYards,kickReturnTDs,kickReturns,possessionTime,interceptions,fumblesLost,turnovers,totalPenaltiesYards,yardsPerRushAttempt,rushingAttempts,rushingYards,yardsPerPass,completionAttempts,netPassingYards,totalYards,fourthDownEff,thirdDownEff,firstDowns,kickingPoints,interceptionYards,interceptionTDs,passesIntercepted,puntReturnYards,puntReturnTDs,puntReturns,team,home_away,points,game_id,season,week,season_type,totalFumbles
2,0,38,0,1,1,0,0,0,82,0,5,24:31,2,2,4,5-53,3.1,24,75,4.5,16-24,109,184,2-2,3-9,13,,,,,,,,Middle Tennessee,away,0,401235700,2020,1,regular,
6,1,31,1,3,2,2,5,0,15,0,1,35:29,0,0,0,7-74,5.5,62,340,7.0,2-4,28,368,1-1,13-15,24,6,43,1,2,,,,Army,home,42,401235700,2020,1,regular,
5,0,38,1,2,3,1,1,1,39,0,3,23:13,1,1,2,5-45,4.2,23,97,6.3,14-21,133,230,1-1,3-8,14,2,0,0,1,,,,Stephen F. Austin,away,14,401239884,2020,1,regular,
5,0,25,1,3,0,1,2,1,19,0,2,36:47,1,1,2,4-40,4.1,37,152,7.6,17-28,212,364,1-2,8-13,19,6,0,0,1,,,,UTEP,home,24,401239884,2020,1,regular,
4,0,33,0,1,1,0,0,0,20,0,1,22:40,0,1,1,6-54,3.1,39,119,3.8,4-8,30,149,0-2,2-12,7,3,9,0,1,12,0,1,Navy,home,3,401234576,2020,1,regular,
8,0,32,5,3,2,1,5,2,38,0,2,37:20,1,0,1,1-5,6.1,49,301,12.7,16-22,279,580,1-2,6-11,28,13,,,,-2,0,1,BYU,away,55,401234576,2020,1,regular,
1,0,41,0,1,4,0,1,3,63,0,5,31:41,0,0,0,9-78,3.7,24,89,7.7,39-62,480,569,1-2,8-18,28,7,0,0,1,0,0,1,Houston Christian,away,31,401207098,2020,1,regular,
5,0,38,1,4,2,0,4,4,,,,22:43,1,0,1,6-48,6.9,52,360,10.6,21-34,361,721,3-3,11-17,33,9,,,,5,0,2,North Texas,home,57,401207098,2020,1,regular,
5,0,49,0,0,1,0,2,1,38,0,2,25:27,2,1,3,5-50,3.6,35,125,6.8,28-44,299,424,2-3,6-15,25,6,0,0,1,,,,Arkansas State,away,24,401212553,2020,1,regular,
5,0,49,3,4,5,1,1,4,24,0,2,33:48,1,0,1,12-102,4.7,47,223,7.6,26-36,275,498,1-1,9-17,29,7,0,0,2,,,,Memphis,home,37,401212553,2020,1,regular,
5,0,43,1,2,2,1,1,2,19,0,1,27:57,1,1,2,4-43,5.0,38,189,5.8,21-39,227,416,2-3,6-16,22,6,45,0,2,,,,Texas State,home,24,401212484,2020,1,regular,
7,0,42,2,4,6,1,3,1,43,0,2,31:23,2,1,3,7-63,4.0,44,177,10.2,26-36,367,544,0-1,6-14,26,7,2,0,1,30,0,1,SMU,away,31,401212484,2020,1,regular,
8,1,61,0,1,0,2,1,3,116,0,4,,1,2,3,0-0,4.8,21,100,4.2,25-46,193,293,0-0,0-0,0,5,34,0,1,2,0,2,Central Arkansas,away,35,401238035,2020,1,regular,
5,0,39,2,5,5,2,3,3,49,0,3,,1,2,3,0-0,4.8,49,233,6.6,24-34,226,459,0-0,0-0,0,9,19,0,1,-2,0,1,UAB,home,45,401238035,2020,1,regular,
2,0,23,0,1,1,0,2,0,61,0,2,30:52,0,0,0,7-49,2.6,37,95,9.8,22-32,314,409,1-2,5-14,20,7,23,0,2,,,,Southern Mississippi,home,21,401207101,2020,1,regular,
5,0,23,2,3,2,0,1,3,27,0,2,29:08,2,0,2,4-38,4.3,38,163,12.1,18-30,363,526,2-2,7-12,23,8,,,,,,,South Alabama,away,32,401207101,2020,1,regular,
4,0,18,2,3,0,0,3,5,24,0,1,34:03,0,0,0,2-15,5.2,54,282,11.9,22-29,345,627,2-2,7-10,34,11,-7,0,1,12,0,3,Marshall,home,59,401237353,2020,1,regular,
3,0,40,2,1,2,0,0,0,65,0,4,25:37,1,0,1,6-40,2.8,31,86,5.0,10-16,80,166,0-2,3-12,7,0,,,,,,,Eastern Kentucky,away,0,401237353,2020,1,regular,
5,0,47,3,2,0,0,1,0,41,0,2,25:57,0,2,2,4-31,2.5,30,75,7.0,20-37,259,334,0-1,4-15,18,7,0,0,1,23,0,4,Duke,away,13,401234574,2020,2,regular,
7,0,38,3,8,6,2,2,1,90,0,4,33:38,1,0,1,4-39,4.2,42,178,8.5,19-31,263,441,2-2,7-16,24,9,,,,3,0,1,Notre Dame,home,27,401234574,2020,2,regular,
6,0,46,3,3,7,2,1,1,60,0,4,29:59,2,0,2,10-80,4.0,40,161,8.1,23-34,277,438,1-1,8-16,24,4,11,0,1,21,0,2,Georgia Tech,away,16,401234563,2020,2,regular,
6,0,48,1,2,5,0,0,1,75,0,3,30:01,1,2,3,8-55,2.6,35,90,4.4,23-45,198,288,3-5,6-17,21,7,74,0,2,15,0,1,Florida State,home,13,401234563,2020,2,regular,
5,0,49,2,0,3,0,0,1,27,0,1,24:22,0,0,0,1-6,1.0,33,34,7.7,19-38,293,327,0-1,5-18,15,7,5,0,1,38,0,3,Wake Forest,home,13,401234562,2020,2,regular,
11,0,43,6,3,5,0,3,1,15,0,1,34:44,1,0,1,5-55,4.0,46,185,10.4,26-36,376,561,0-0,8-15,27,13,,,,,,,Clemson,away,37,401234562,2020,2,regular,
8,0,50,2,2,1,1,1,1,,,,29:04,0,0,0,11-74,3.1,26,80,5.9,19-35,205,285,0-0,3-15,14,2,,,,,,,UAB,away,14,401234559,2020,2,regular,
6,0,22,1,6,7,0,3,1,41,0,2,30:09,0,1,1,3-30,6.8,51,345,5.9,18-27,158,503,2-2,7-17,25,7,,,,20,0,3,Miami,home,31,401234559,2020,2,regular,
8,0,48,2,2,4,1,0,0,,,,27:50,1,0,1,8-60,1.9,35,68,3.5,16-38,134,202,0-1,4-19,15,6,29,0,2,33,0,2,Syracuse,away,6,401234565,2020,2,regular,
11,0,41,7,9,5,0,3,1,59,0,3,32:09,2,1,3,9-91,4.6,35,160,8.7,26-35,303,463,1-1,5-13,23,7,26,0,1,93,0,6,North Carolina,home,31,401234565,2020,2,regular,
2,0,37,4,3,0,1,0,1,122,0,6,23:13,1,1,2,4-30,1.9,20,37,6.8,16-24,163,200,0-0,4-12,9,1,,,,4,0,1,Louisiana Monroe,away,7,401240113,2020,2,regular,
5,0,20,2,0,4,1,5,0,8,0,1,36:47,0,1,1,4-37,6.7,65,436,5.8,1-5,29,465,3-4,7-13,24,7,0,0,1,,,,Army,home,37,401240113,2020,2,regular,
8,0,44,2,4,3,0,0,5,78,0,2,25:44,1,1,2,4-58,4.8,33,159,8.7,25-38,330,489,0-0,6-13,26,5,,,,,,,Arkansas State,away,35,401236053,2020,2,regular,
5,0,50,3,2,5,1,2,2,60,0,5,34:16,0,0,0,8-85,2.3,39,91,9.4,18-30,283,374,2-2,1-11,21,7,0,0,1,26,0,3,Kansas State,home,31,401236053,2020,2,regular,
11,0,39,4,0,1,0,0,0,15,0,1,22:49,1,0,1,9-74,2.4,23,55,3.5,10-23,81,136,0-1,0-11,7,0,2,0,1,,,,Missouri State,away,0,401236054,2020,2,regular,
9,0,22,4,3,3,0,1,5,,,,37:11,1,0,1,9-75,3.5,35,124,13.4,30-36,484,608,0-1,6-12,27,12,42,0,1,79,0,4,Oklahoma,home,48,401236054,2020,2,regular,
2,0,33,0,1,2,0,0,0,13,0,1,34:17,1,0,1,7-44,1.7,32,53,4.9,19-39,190,243,1-3,3-16,14,3,,,,-1,0,1,UTEP,away,3,401236222,2020,2,regular,
8,0,36,2,2,5,0,1,7,22,0,1,24:33,0,0,0,6-60,6.7,31,209,11.7,29-41,481,690,0-1,5-10,28,11,0,0,1,18,0,4,Texas,home,59,401236222,2020,2,regular,
4,2,46,1,3,5,1,1,1,137,1,3,27:41,0,0,0,2-20,3.4,35,118,7.3,13-21,154,272,1-1,6-14,14,7,0,0,1,89,1,3,Louisiana,away,31,401236221,2020,2,regular,
7,0,32,3,1,2,0,2,0,77,0,4,32:19,1,1,2,3-24,4.4,36,158,4.1,16-35,145,303,1-3,7-16,18,2,,,,-3,0,4,Iowa State,home,14,401236221,2020,2,regular,
3,0,56,0,2,4,0,0,4,37,0,2,26:56,1,0,1,10-60,1.2,24,28,11.2,31-51,572,600,1-2,7-15,28,9,15,0,1,,,,Houston Christian,away,33,401236039,2020,2,regular,
6,0,37,3,8,7,0,3,2,,,,33:04,1,0,1,13-104,4.5,43,194,8.3,38-52,430,624,0-1,10-15,35,5,1,0,1,,,,Texas Tech,home,35,401236039,2020,2,regular,
12,0,53,3,1,3,1,2,3,17,0,1,30:25,0,0,0,4-48,4.4,42,185,7.4,11-18,133,318,1-1,8-14,19,8,11,0,2,,,,Coastal Carolina,away,38,401236658,2020,2,regular,
2,0,45,0,0,3,0,1,2,95,0,4,29:35,2,1,3,5-35,4.7,38,178,5.4,21-35,189,367,2-3,4-11,23,3,,,,,,,Kansas,home,23,401236658,2020,2,regular,
5,0,63,0,0,2,0,0,1,101,0,6,24:17,1,0,1,8-65,2.3,32,75,7.7,9-17,131,206,0-0,1-11,9,4,,,,,,,Eastern Kentucky,away,10,401236038,2020,2,regular,
9,0,33,4,0,1,0,5,3,45,0,2,35:43,0,0,0,8-85,6.5,51,329,8.4,25-35,295,624,1-2,8-13,31,8,0,0,1,21,0,6,West Virginia,home,56,401236038,2020,2,regular,
6,0,37,1,1,2,0,0,0,93,0,5,29:47,2,0,2,5-28,0.5,21,10,4.1,16-33,136,146,1-1,4-16,7,0,,,,8,0,1,Austin Peay,away,0,401240233,2020,2,regular,
8,1,33,3,3,5,0,6,1,9,0,1,34:45,0,0,0,4-30,4.2,35,147,11.0,19-28,309,456,0-1,6-10,20,7,0,0,2,39,1,2,Pittsburgh,home,55,401240233,2020,2,regular,
10,0,45,1,2,2,1,2,1,39,0,2,27:27,0,1,1,4-23,3.4,35,119,5.6,10-23,129,248,1-3,4-12,12,3,0,0,1,23,0,1,Western Kentucky,away,21,401234564,2020,2,regular,
10,0,32,3,3,2,1,2,3,17,0,2,32:33,1,1,2,3-30,3.8,38,144,10.1,19-34,343,487,1-3,9-16,22,5,,,,7,0,1,Louisville,home,35,401234564,2020,2,regular,
8,1,43,1,0,2,0,2,4,115,0,5,28:28,2,0,2,6-55,3.4,37,125,8.7,27-40,349,474,1-2,5-15,26,6,,,,149,1,4,Texas State,home,48,401207113,2020,2,regular,
14,1,40,5,3,1,0,4,1,30,0,2,30:16,0,0,0,11-126,6.5,51,330,5.5,23-31,169,499,0-0,7-17,24,15,84,1,2,16,0,3,UT San Antonio,away,51,401207113,2020,2,regular,
11,0,52,3,0,1,0,0,0,60,0,3,32:17,1,2,3,7-63,3.7,54,200,4.7,4-18,84,284,2-2,8-18,16,6,,,,8,0,2,The Citadel,away,6,401240039,2020,2,regular,
7,1,45,1,1,1,2,2,1,12,0,1,27:43,0,0,0,5-50,7.7,39,302,4.1,18-25,102,404,0-2,5-12,20,3,18,0,1,0,1,3,South Florida,home,27,401240039,2020,2,regular,
4,0,34,0,2,5,1,1,2,,,,33:58,0,1,1,8-65,2.2,35,78,8.7,22-37,323,401,0-1,9-18,20,6,,,,-1,0,1,South Alabama,home,24,401239973,2020,2,regular,
12,0,38,5,3,3,1,4,0,65,0,2,25:17,0,1,1,4-45,5.2,39,201,6.3,14-30,190,391,1-3,2-11,22,1,,,,23,0,2,Tulane,away,27,401239973,2020,2,regular,
6,0,28,1,5,7,0,4,1,,,,31:23,1,2,3,7-65,6.2,50,308,9.7,14-21,204,512,0-1,6-10,29,5,44,0,2,1,0,2,Appalachian State,home,35,401236081,2020,2,regular,
5,1,32,0,0,0,2,1,0,147,1,5,28:37,2,0,2,5-63,4.9,30,146,4.7,11-30,140,286,0-1,4-14,16,8,-2,0,1,7,0,1,Charlotte,away,20,401236081,2020,2,regular,
4,0,34,0,2,4,1,2,2,42,0,3,26:04,0,0,0,12-138,4.3,31,132,8.8,17-27,237,369,1-2,5-13,17,2,,,,,,,Campbell,away,26,401215298,2020,2,regular,
5,0,30,2,2,1,0,2,1,43,0,2,33:49,0,1,1,5-27,5.8,49,284,4.1,8-15,62,346,1-2,4-11,20,9,,,,0,0,1,Georgia Southern,home,27,401215298,2020,2,regular,
3,0,45,0,1,2,0,0,0,129,0,8,27:33,0,0,0,4-40,3.2,33,106,4.5,12-28,125,231,1-5,2-15,11,,,,,,,,South Florida,away,0,401241282,2020,3,regular,
11,1,43,2,8,6,0,6,0,14,0,1,32:27,0,0,0,2-24,6.2,45,280,7.0,13-21,148,428,2-2,8-14,21,10,,,,62,1,2,Notre Dame,home,52,401241282,2020,3,regular,
3,0,30,6,2,2,0,1,0,51,0,3,23:42,2,3,5,4-56,4.6,29,134,5.2,23-42,217,351,1-1,9-16,19,0,0,0,1,8,0,1,Duke,home,6,401234567,2020,3,regular,3
3,0,42,2,3,3,3,1,2,10,0,1,36:18,1,0,1,3-32,2.0,42,84,13.0,17-23,300,384,1-2,4-12,20,8,61,0,2,-6,0,2,Boston College,away,26,401234567,2020,3,regular,1
3,0,37,1,0,1,1,0,0,16,0,1,34:17,0,1,1,11-75,1.8,48,87,6.9,3-11,76,163,1-2,3-16,8,0,,,,,,,The Citadel,away,0,401237492,2020,3,regular,
12,1,37,4,3,2,1,3,3,,,,25:42,0,1,1,5-35,4.9,33,162,9.0,19-27,243,405,0-2,8-14,16,7,,,,89,0,5,Clemson,home,49,401237492,2020,3,regular,
11,1,28,1,4,0,0,4,1,,,,29:01,0,1,1,3-15,3.0,49,149,6.6,23-36,236,385,2-4,7-15,32,6,45,1,1,38,0,2,Wake Forest,away,42,401234570,2020,3,regular,
12,0,46,6,2,7,1,4,2,24,0,1,30:59,1,0,1,6-65,5.5,49,270,8.0,17-24,193,463,0-0,6-13,24,9,,,,,,,NC State,home,45,401234570,2020,3,regular,
6,0,31,1,3,4,0,1,3,67,0,4,38:01,1,2,3,7-70,4.3,49,209,8.5,26-36,307,516,3-4,4-14,29,10,,,,,,,Louisville,home,34,401234569,2020,3,regular,
10,0,63,3,4,1,2,2,3,,,,20:59,0,0,0,11-89,5.6,29,163,10.8,18-30,325,488,0-0,6-13,19,17,0,0,1,10,0,1,Miami,away,47,401234569,2020,3,regular,
6,0,45,0,4,2,3,3,4,,,,31:52,1,1,2,8-51,4.8,51,243,10.2,27-41,417,660,1-3,10-16,31,7,9,0,2,,,,UCF,away,49,401234568,2020,3,regular,
7,0,49,2,2,3,1,2,1,93,0,2,28:08,2,3,5,7-49,5.2,44,227,6.6,18-37,244,471,1-3,7-15,23,3,3,0,1,,,,Georgia Tech,home,21,401234568,2020,3,regular,
14,0,56,6,2,1,1,0,1,40,0,2,29:27,1,0,1,15-120,3.5,32,111,5.9,18-28,164,275,1-4,0-12,15,1,7,0,1,2,0,2,Tulsa,away,7,401236041,2020,3,regular,
7,0,40,1,5,3,0,1,0,26,0,2,30:26,1,1,2,8-68,2.9,49,144,6.9,14-20,138,282,0-1,6-15,19,10,26,0,1,40,0,2,Oklahoma State,home,16,401236041,2020,3,regular,
13,0,36,7,1,1,1,1,2,,,,34:30,1,1,2,7-70,2.9,44,127,6.0,25-36,215,342,1-2,6-15,23,3,0,0,1,-6,0,1,Pittsburgh,home,21,401234571,2020,3,regular,
8,0,48,3,4,1,1,0,1,52,0,3,25:30,1,1,2,5-53,1.5,34,51,5.0,13-24,120,171,0-2,2-14,10,4,12,0,1,25,0,2,Syracuse,away,10,401234571,2020,3,regular,
4,0,36,2,2,3,0,1,0,33,0,2,30:02,0,2,2,6-56,2.9,36,104,9.3,14-22,204,308,2-3,2-12,15,7,,,,27,0,1,Abilene Christian,away,13,401239885,2020,3,regular,
7,0,35,1,1,3,2,2,0,25,0,1,29:58,0,0,0,4-58,2.9,34,98,7.8,15-25,195,293,1-2,4-12,17,5,,,,-1,0,1,UTEP,home,17,401239885,2020,3,regular,
4,0,38,1,1,7,0,0,3,73,0,5,25:01,0,0,0,2-19,3.5,28,98,7.7,18-25,193,291,1-1,3-10,18,6,,,,-1,0,1,Western Kentucky,home,24,401207124,2020,3,regular,
5,0,35,0,0,1,0,4,0,68,0,3,34:59,0,0,0,8-89,6.1,58,354,6.3,13-21,133,487,3-4,5-14,27,6,,,,23,0,2,Liberty,away,30,401207124,2020,3,regular,
5,0,45,1,0,6,0,3,3,82,0,4,35:45,1,1,2,4-45,4.4,55,240,6.7,27-38,256,496,1-1,13-19,30,9,20,0,3,,,,Troy,away,47,401240640,2020,3,regular,
9,0,60,4,3,3,1,1,1,63,0,3,24:15,3,0,3,5-35,3.1,28,87,4.5,21-34,154,241,1-3,6-14,15,2,0,0,1,10,0,1,Middle Tennessee,home,14,401240640,2020,3,regular,
5,0,44,1,2,4,1,4,4,100,0,4,34:31,0,0,0,4-37,7.2,51,366,10.4,24-33,344,710,1-2,6-14,33,17,0,0,1,1,0,2,SMU,away,65,401207120,2020,3,regular,
6,0,48,1,0,2,0,2,3,101,0,5,25:29,1,1,2,13-97,4.0,53,212,9.0,17-34,305,517,1-3,8-17,25,5,,,,0,0,2,North Texas,home,35,401207120,2020,3,regular,
2,0,53,1,3,3,1,0,1,49,0,2,27:34,0,1,1,5-45,2.1,28,59,8.6,21-33,285,344,1-1,2-12,15,4,0,0,1,,,,Stephen F. Austin,away,10,401240041,2020,3,regular,
10,0,31,3,3,6,1,2,1,16,0,2,32:26,1,1,2,7-65,4.8,48,229,7.5,23-36,269,498,0-0,13-19,25,6,,,,0,0,1,UT San Antonio,home,24,401240041,2020,3,regular,
6,0,35,3,2,4,0,1,3,149,0,5,27:02,1,0,1,5-45,4.7,29,137,7.7,23-31,240,377,1-2,7-12,20,6,15,0,1,,,,Southern Mississippi,home,30,401207106,2020,3,regular,
6,0,22,2,0,0,0,0,4,66,0,3,27:52,1,0,1,7-48,3.9,42,163,6.2,24-35,218,381,2-3,10-16,26,7,23,0,1,,,,Louisiana Tech,away,31,401207106,2020,3,regular,
5,0,41,2,0,4,1,2,0,46,0,3,33:06,1,0,1,7-53,3.8,37,140,5.5,22-39,213,353,4-5,7-19,18,8,,,,0,0,1,Austin Peay,away,20,401212541,2020,3,regular,
9,0,38,1,1,4,0,5,3,31,0,2,26:54,0,1,1,5-45,6.7,41,276,9.6,17-26,249,525,2-2,6-10,24,7,31,0,1,7,0,2,Cincinnati,home,55,401212541,2020,3,regular,
7,0,54,0,0,1,0,3,0,,,,27:25,1,0,1,5-50,6.0,44,265,4.3,10-25,108,373,2-4,2-12,18,6,,,,0,0,1,Tulane,home,24,401212522,2020,3,regular,
6,0,46,1,1,4,0,2,1,36,0,2,31:32,0,0,0,3-45,3.6,56,204,12.2,7-12,146,350,1-2,5-16,17,2,4,0,1,2,0,1,Navy,away,27,401212522,2020,3,regular,
8,0,54,1,1,7,0,3,1,22,0,1,30:51,1,1,2,6-38,4.3,52,223,5.0,22-39,196,419,0-0,8-20,26,7,22,0,2,14,0,3,Georgia State,home,31,401215301,2020,3,regular,
6,0,65,2,0,4,1,3,2,83,0,4,28:03,2,0,2,4-54,6.2,39,240,7.5,21-37,279,519,1-2,3-14,23,4,0,0,1,9,0,6,Louisiana,away,34,401215301,2020,3,regular,
6,1,38,2,6,5,1,2,2,25,0,2,26:47,0,1,1,6-70,3.7,38,142,12.2,14-21,256,398,0-0,6-12,20,8,100,1,1,1,0,1,Texas State,away,38,401215302,2020,3,regular,
9,0,32,2,3,2,1,0,2,33,0,2,33:13,1,1,2,5-47,2.6,26,67,7.1,35-53,377,444,3-5,4-15,25,5,,,,17,0,2,Louisiana Monroe,home,17,401215302,2020,3,regular,
3,0,28,3,8,5,1,2,0,42,0,2,31:59,1,0,1,11-117,4.8,45,216,6.5,11-25,163,379,1-2,7-15,22,5,0,0,1,14,0,3,Marshall,home,17,401236939,2020,3,regular,
0,0,18,0,5,8,0,0,1,67,0,4,28:01,1,1,2,8-82,2.9,33,96,6.9,22-39,268,364,0-1,4-13,26,1,0,0,1,7,0,1,Appalachian State,away,7,401236939,2020,3,regular,
0,0,28,0,0,0,0,3,0,57,0,3,34:19,1,0,1,5-33,4.1,50,205,5.5,12-25,137,342,1-2,12-19,22,3,,,,,,,Campbell,away,21,401240126,2020,3,regular,
8,0,37,5,3,2,0,4,2,40,0,3,25:41,0,0,0,4-49,5.4,36,195,16.1,11-17,273,468,0-0,5-6,22,5,39,0,1,16,0,3,Coastal Carolina,home,43,401240126,2020,3,regular,
4,0,43,3,4,6,1,0,1,10,0,1,24:14,3,0,3,10-53,2.8,28,77,5.2,20-39,203,280,0-1,3-14,15,4,0,0,1,,,,Arkansas,home,10,401237033,2020,4,regular,
4,1,35,2,3,5,0,1,2,91,0,2,35:46,1,1,2,12-108,2.9,42,121,5.7,28-47,266,387,2-3,6-20,19,9,68,1,3,57,0,3,Georgia,away,37,401237033,2020,4,regular,
5,0,37,1,6,6,0,2,3,38,0,2,26:31,1,0,1,4-45,3.8,45,170,13.4,24-33,443,613,0-1,9-14,29,3,0,0,1,,,,Ole Miss,home,35,401236952,2020,4,regular,
11,0,52,4,3,2,0,0,6,40,0,2,33:29,1,0,1,4-40,6.8,29,196,9.9,31-45,446,642,0-0,6-10,32,15,4,0,1,,,,Florida,away,51,401236952,2020,4,regular,
5,0,42,2,1,2,0,2,1,,,,34:50,1,1,2,4-40,2.5,35,89,7.4,25-39,290,379,0-0,6-15,22,9,,,,-1,0,1,South Carolina,home,27,401237036,2020,4,regular,
9,1,46,4,4,3,1,2,1,66,0,2,25:10,0,0,0,6-50,4.0,33,133,8.2,20-32,261,394,0-1,1-11,21,7,32,1,1,20,0,1,Tennessee,away,31,401237036,2020,4,regular,
8,0,49,2,5,4,2,1,3,64,0,2,23:31,0,0,0,7-55,3.0,30,91,8.6,16-27,233,324,0-1,4-10,16,3,30,0,1,,,,Auburn,home,29,401237034,2020,4,regular,
4,0,32,1,4,1,0,1,1,72,0,3,36:29,1,2,3,4-40,3.6,40,145,6.3,24-38,239,384,0-2,12-19,21,1,,,,6,0,1,Kentucky,away,13,401237034,2020,4,regular,
10,0,32,2,3,4,0,1,1,7,0,1,26:01,0,3,3,8-50,6.8,27,183,6.8,17-28,189,372,0-1,4-10,17,5,35,0,2,2,0,2,Texas A&M,home,17,401237037,2020,4,regular,
3,0,26,1,2,3,3,0,1,36,0,2,33:59,2,0,2,3-35,2.8,38,105,5.2,20-29,150,255,1-1,7-17,17,4,,,,,,,Vanderbilt,away,12,401237037,2020,4,regular,
9,0,41,2,0,2,1,1,1,38,0,2,28:12,0,2,2,3-20,2.0,34,69,6.5,26-39,253,322,2-3,8-16,20,7,,,,2,0,2,Missouri,home,19,401236951,2020,4,regular,
8,0,55,3,1,1,2,3,2,,,,31:48,0,1,1,7-49,3.1,36,111,9.5,23-32,303,414,0-0,9-14,22,8,,,,,,,Alabama,away,38,401236951,2020,4,regular,
7,1,33,5,1,8,2,0,3,16,0,1,29:32,2,0,2,7-31,2.1,38,80,7.5,27-46,345,425,1-1,5-17,25,10,14,1,2,-2,0,1,LSU,home,34,401237035,2020,4,regular,
7,0,37,7,0,4,0,0,5,,,,30:28,2,2,4,7-40,0.6,16,9,10.4,36-60,623,632,0-0,8-16,24,14,20,0,2,,,,Mississippi State,away,44,401237035,2020,4,regular,
13,0,36,6,7,3,0,4,3,52,0,2,31:55,0,2,2,8-80,5.4,37,200,6.6,33-48,317,517,3-4,11-18,32,10,8,0,3,10,0,3,Miami,home,52,401234593,2020,4,regular,
5,0,50,0,0,5,2,0,1,21,0,1,28:05,3,0,3,12-113,4.2,36,151,4.8,22-37,179,330,0-2,6-14,23,4,,,,,,,Florida State,away,10,401234593,2020,4,regular,
6,0,42,2,0,2,0,1,2,34,0,3,30:57,1,0,1,7-61,3.2,40,128,7.9,19-29,229,357,1-1,7-15,21,3,0,0,1,,,,Texas State,away,21,401241303,2020,4,regular,
11,0,44,5,1,3,0,2,1,25,0,1,28:16,1,0,1,7-56,3.2,27,87,5.5,26-38,210,297,0-0,5-11,23,6,70,0,1,0,0,2,Boston College,home,24,401241303,2020,4,regular,
7,0,28,6,5,1,0,3,2,43,0,3,25:02,0,0,0,5-40,8.0,40,320,10.6,11-17,181,501,0-0,2-9,22,13,47,0,2,20,0,4,Virginia Tech,home,45,401234566,2020,4,regular,
5,0,36,2,0,1,0,2,1,25,0,2,30:55,2,0,2,8-65,3.3,42,139,7.5,19-33,247,386,2-3,5-16,19,6,,,,21,0,1,NC State,away,24,401234566,2020,4,regular,
4,1,55,1,8,4,1,2,2,86,0,4,22:27,1,0,1,6-70,4.1,39,158,8.1,13-24,194,352,1-2,5-15,14,7,114,1,4,13,0,1,Syracuse,home,37,401234594,2020,4,regular,
6,0,49,1,2,1,0,2,1,44,0,3,33:35,4,1,5,15-104,5.3,51,271,5.6,15-32,178,449,1-2,6-18,23,2,5,0,1,42,0,5,Georgia Tech,away,20,401234594,2020,4,regular,
3,0,30,1,0,5,1,0,2,31,0,2,25:25,5,2,7,3-25,1.5,38,56,7.2,18-40,286,342,0-3,6-18,17,8,3,0,2,70,0,2,Duke,away,20,401234638,2020,4,regular,
11,0,31,5,0,5,2,3,2,19,0,1,34:35,2,1,3,5-35,5.1,37,190,5.6,25-47,262,452,0-1,6-17,25,8,0,0,5,,,,Virginia,home,38,401234638,2020,4,regular,
10,0,38,1,2,4,1,1,2,27,0,1,29:03,1,1,2,7-79,1.9,36,69,7.7,19-34,262,331,0-2,8-18,14,6,19,0,1,48,0,4,Cincinnati,home,24,401240996,2020,4,regular,
5,1,35,1,0,7,1,0,0,,,,30:32,1,1,2,11-114,4.2,43,182,4.5,9-21,94,276,0-2,3-13,18,4,0,0,1,44,0,4,Army,away,10,401240996,2020,4,regular,
6,0,39,1,1,1,0,0,1,20,0,1,32:13,0,2,2,12-106,1.6,42,67,7.7,20-37,285,352,0-1,6-17,22,7,22,0,1,0,0,1,West Virginia,away,13,401235997,2020,4,regular,
11,1,49,5,9,6,2,2,0,22,0,2,27:47,1,0,1,7-65,5.0,41,203,6.3,15-22,139,342,0-0,7-14,20,9,,,,,,,Oklahoma State,home,27,401235997,2020,4,regular,
5,0,32,1,6,5,0,1,4,22,0,1,32:08,3,1,4,10-75,3.7,35,130,9.4,30-41,387,517,1-2,7-12,28,5,,,,-3,0,2,Oklahoma,home,35,401235996,2020,4,regular,
6,0,39,3,3,2,1,4,1,71,0,4,27:52,0,0,0,13-108,2.5,26,66,13.4,18-25,334,400,2-2,2-11,10,8,4,0,3,7,0,1,Kansas State,away,38,401235996,2020,4,regular,
6,0,35,1,1,2,0,2,0,108,0,5,31:30,0,0,0,10-80,3.9,43,169,4.8,19-33,159,328,2-4,4-14,20,2,,,,,,,Kansas,away,14,401235993,2020,4,regular,
10,2,41,4,3,6,0,3,1,208,2,3,28:30,0,0,0,8-95,4.7,43,203,6.2,16-24,149,352,1-1,8-15,24,9,,,,0,0,1,Baylor,home,47,401235993,2020,4,regular,
6,2,55,2,1,8,1,2,5,,,,25:20,3,0,3,4-15,4.8,24,116,6.4,31-51,325,441,0-1,7-15,24,8,24,0,1,0,1,2,Texas Tech,home,56,401235995,2020,4,regular,
6,1,39,0,0,8,0,2,5,63,0,2,34:39,1,1,2,10-100,4.5,48,214,6.4,27-41,262,476,1-1,4-15,27,13,93,0,3,23,1,2,Texas,away,63,401235995,2020,4,regular,
5,0,29,2,1,3,1,0,3,60,0,4,32:24,1,1,2,9-61,2.5,43,106,9.5,26-39,369,475,0-1,7-15,26,4,,,,27,0,2,TCU,home,34,401235994,2020,4,regular,
