rushingTDs,passingTDs,kickReturnYards,kickReturnTDs,kickReturns,kickingPoints,interceptionYards,interceptionTDs,passesIntercepted,fumblesRecovered,totalFumbles,possessionTime,interceptions,fumblesLost,turnovers,totalPenaltiesYards,yardsPerRushAttempt,rushingAttempts,rushingYards,yardsPerPass,completionAttempts,netPassingYards,totalYards,fourthDownEff,thirdDownEff,firstDowns,puntReturnYards,puntReturnTDs,puntReturns,tacklesForLoss,defensiveTDs,tackles,sacks,qbHurries,passesDeflected,team,home_away,points,game_id,season,week,season_type
2,1,20,0,1,6,29,0,2,0,2,24:44,1,0,1,1-15,6.2,29,181,8.7,15-20,174,355,1-1,4-8,19,,,,5,0,33,1,3,1,San José State,home,24,401532623,2023,12,regular
1,0,34,0,2,7,44,0,1,0,,35:16,2,0,2,1-10,4.5,41,183,4.9,15-24,117,300,3-4,7-16,18,,,,3,0,31,0,3,2,San Diego State,away,13,401532623,2023,12,regular
0,0,,,,3,,,,0,1,28:38,1,1,2,1-15,2.4,29,70,4.7,11-19,89,159,0-0,3-12,10,,,,2,0,42,1,1,2,Minnesota,away,3,401520415,2023,12,regular
2,2,,,,13,40,0,1,1,0,31:22,0,0,0,5-43,6.1,35,215,6.8,22-32,219,434,0-0,10-16,23,,,,7,0,28,2,1,1,Ohio State,home,37,401520415,2023,12,regular
1,2,26,0,1,3,14,0,2,0,2,28:56,0,1,1,6-60,4.6,46,210,5.6,19-34,192,402,2-3,8-17,23,15,0,1,6,0,39,0,1,1,Indiana,home,21,401520405,2023,12,regular
0,3,37,0,2,6,,,,1,1,31:04,2,0,2,3-30,2.1,34,72,6.0,26-41,245,317,1-2,4-13,22,1,0,1,4,0,48,3,2,3,Michigan State,away,24,401520405,2023,12,regular
3,0,13,0,3,3,1,0,2,1,1,30:56,1,0,1,2-25,3.3,45,150,6.1,12-23,141,291,3-3,4-13,20,18,0,1,7,0,45,4,0,0,Michigan,away,31,401520410,2023,12,regular
3,0,35,0,2,6,11,0,1,0,1,29:04,2,1,3,5-35,0.5,33,15,8.0,21-31,247,262,2-2,5-12,17,10,0,1,2,0,43,1,0,4,Maryland,home,24,401520410,2023,12,regular
3,0,24,0,1,9,0,0,1,2,2,28:00,0,1,1,1-2,6.0,39,234,6.3,7-14,88,322,0-1,4-9,16,,,,7,0,37,3,4,0,Penn State,home,27,401520417,2023,12,regular
0,0,29,0,1,6,,,,1,3,32:00,1,2,3,6-48,2.4,42,99,8.1,10-16,130,229,1-1,4-13,13,,,,1,0,30,0,1,2,Rutgers,away,6,401520417,2023,12,regular
1,1,23,0,1,5,,,,0,1,31:20,1,0,1,7-54,4.9,40,195,7.0,15-24,169,364,1-3,5-13,19,6,0,2,5,0,47,2,1,2,Nebraska,away,17,401520422,2023,12,regular
2,1,81,0,4,6,0,0,1,0,,28:40,0,0,0,4-45,3.9,40,156,5.7,18-28,160,316,1-3,7-15,19,29,0,2,8,0,39,2,1,1,Wisconsin,home,24,401520422,2023,12,regular
1,0,,,,7,,,,0,,26:02,0,0,0,6-53,2.8,23,65,4.6,22-47,215,280,0-1,5-15,18,5,0,1,5,0,43,4,0,1,Illinois,away,13,401520406,2023,12,regular
1,1,23,0,2,1,,,,0,2,33:58,0,0,0,6-70,3.2,36,114,5.8,19-29,167,281,0-0,6-16,18,19,0,2,3,0,29,1,3,13,Iowa,home,15,401520406,2023,12,regular
2,0,78,0,4,1,0,0,1,0,4,34:43,2,2,4,5-40,5.6,54,303,6.1,17-23,140,443,2-5,6-16,21,0,0,1,6,0,32,5,1,3,Purdue,away,15,401520414,2023,12,regular
2,1,29,0,2,5,5,0,2,2,1,25:17,1,0,1,4-30,2.9,34,99,9.2,13-25,230,329,0-0,5-15,12,,,,8,0,49,3,0,2,Northwestern,home,23,401520414,2023,12,regular
4,2,81,0,3,7,71,1,2,0,2,34:01,1,1,2,3-15,6.4,51,324,10.2,11-22,225,549,1-3,6-11,27,16,0,1,4,1,27,0,7,4,Liberty,home,49,401520408,2023,12,regular
1,2,44,0,2,5,0,0,1,0,1,25:59,2,1,3,7-43,4.7,21,98,7.1,25-41,293,391,1-1,4-12,20,,,,3,0,42,0,3,2,UMass,away,25,401520408,2023,12,regular
1,4,59,0,3,9,34,1,1,1,3,26:42,0,2,2,7-63,5.9,32,190,14.5,10-18,261,451,0-2,4-10,17,22,0,4,,,,,,,Elon,home,51,401540416,2023,12,regular
1,1,90,0,5,2,,,,2,1,33:18,1,1,2,3-29,1.6,40,63,5.0,12-26,129,192,0-0,6-17,14,,,,,,,,,,Hampton,away,14,401540416,2023,12,regular
1,5,,,,5,46,0,1,1,0,32:47,1,0,1,4-55,3.1,36,111,8.5,20-30,256,367,4-4,7-15,19,,,,,,,,,,Albany,home,41,401540507,2023,12,regular
0,0,49,0,3,,4,0,1,0,1,27:13,1,1,2,6-45,2.2,33,71,5.0,15-21,105,176,1-4,3-12,11,,,,,,,,,,Monmouth,away,0,401540507,2023,12,regular
3,1,69,0,2,10,,,,0,,30:51,1,0,1,6-50,6.3,49,308,7.0,8-20,140,448,0-0,6-15,19,59,0,3,,,,,,,Gardner-Webb,home,34,401540478,2023,12,regular
1,0,17,0,1,4,5,0,1,0,1,29:09,0,0,0,3-44,3.4,27,92,4.0,18-39,156,248,1-3,3-15,14,5,0,2,,,,,,,Charleston Southern,away,10,401540478,2023,12,regular
1,1,94,0,3,2,,,,0,,24:57,0,0,0,10-72,2.7,21,57,5.1,17-34,173,230,2-4,4-14,11,31,0,2,,,,,,,Robert Morris,home,14,401540483,2023,12,regular
1,3,32,0,3,4,,,,1,1,35:03,0,0,0,4-20,5.1,37,190,6.8,23-33,226,416,0-1,8-14,26,,,,,,,,,,Eastern Illinois,away,28,401540483,2023,12,regular
0,6,55,0,2,9,,,,2,0,25:42,1,0,1,6-38,2.3,25,57,13.4,24-30,403,460,0-1,4-8,23,,,,,,,,,,Bryant,home,45,401540429,2023,12,regular
3,0,71,0,4,3,0,0,1,0,2,34:18,0,2,2,9-100,4.6,51,237,6.8,14-22,150,387,1-4,5-13,22,,,,,,,,,,Southeast Missouri State,away,21,401540429,2023,12,regular
1,1,,,,9,28,0,2,2,2,29:20,0,0,0,7-77,5.9,36,214,5.5,22-37,205,419,0-1,4-15,25,21,0,3,,,,,,,Samford,home,27,401540543,2023,12,regular
1,1,36,0,3,5,,,,0,2,30:40,2,2,4,11-104,5.9,31,184,6.9,23-38,261,445,3-4,2-13,21,-1,0,2,,,,,,,UT Martin,away,17,401540543,2023,12,regular
2,2,,,,4,20,0,1,0,,28:58,0,0,0,4-30,6.5,32,207,5.2,15-32,167,374,0-1,6-14,18,13,0,1,,,,,,,Tennessee Tech,away,28,401540537,2023,12,regular
0,0,-2,0,1,0,,,,0,1,21:31,2,0,2,5-44,2.8,26,73,2.7,12-29,77,150,0-1,3-14,9,0,0,1,,,,,,,Tennessee State,home,0,401540537,2023,12,regular
1,1,32,0,2,2,,,,0,1,30:53,0,1,1,10-75,4.1,35,142,6.3,16-28,175,317,1-3,5-14,18,,,,,,,,,,North Carolina A&T,home,14,401540319,2023,12,regular
1,3,26,0,1,4,,,,1,0,29:07,0,0,0,9-92,4.3,44,187,10.1,16-21,212,399,1-2,5-11,25,11,0,2,,,,,,,Campbell,away,28,401540319,2023,12,regular
1,4,32,0,3,4,23,0,1,0,1,39:37,0,0,0,1-15,4.8,43,206,6.0,23-26,156,362,2-3,7-14,22,27,0,1,,,,,,,Youngstown State,away,34,401540368,2023,12,regular
0,2,60,0,3,5,,,,0,1,20:23,1,0,1,3-33,2.7,18,49,8.0,14-32,257,306,1-3,2-9,14,,,,,,,,,,Murray State,home,17,401540368,2023,12,regular
2,0,,,,4,,,,0,2,28:52,1,2,3,2-15,5.6,32,178,6.1,18-37,227,405,1-2,6-14,20,,,,,,,,,,Utah Tech,home,16,401540212,2023,12,regular
2,1,,,,6,0,0,1,2,0,31:08,0,0,0,5-50,7.6,36,274,5.9,16-28,165,439,0-1,6-13,20,6,0,1,,,,,,,Southern Utah,away,24,401540212,2023,12,regular
0,0,,,,3,,,,1,0,15:42,1,0,1,5-60,1.1,12,13,3.3,13-20,66,79,0-0,0-9,3,,,,,,,,,,Central Arkansas,away,3,401540182,2023,12,regular
1,0,,,,1,8,0,1,0,1,14:18,0,1,1,3-31,0.6,16,9,8.3,12-17,141,150,0-0,2-7,11,14,0,1,,,,,,,Austin Peay,home,7,401540182,2023,12,regular
0,2,139,0,6,10,,,,1,2,29:04,1,1,2,6-50,2.1,23,48,6.2,30-53,328,376,3-4,5-15,26,17,0,1,,,,,,,Stephen F. Austin,away,24,401540198,2023,12,regular
2,1,63,0,4,12,0,0,1,1,2,30:56,0,1,1,7-56,6.8,30,204,6.8,25-38,257,461,1-1,7-12,27,,,,,,,,,,Eastern Kentucky,home,36,401540198,2023,12,regular
4,3,0,0,1,7,21,0,2,0,,33:41,0,0,0,7-66,5.3,42,224,8.9,32-47,419,643,0-2,9-15,31,-7,0,1,5,0,50,1,7,7,UT San Antonio,home,49,401531401,2023,12,regular
2,1,12,0,1,3,,,,0,,26:19,2,0,2,6-65,3.6,39,140,7.4,23-39,287,427,1-4,7-18,19,,,,6,0,52,1,7,7,South Florida,away,21,401531401,2023,12,regular
1,0,,,,4,10,0,2,2,2,34:04,0,2,2,7-35,3.5,50,174,9.3,10-11,102,276,0-0,6-16,13,12,0,2,10,0,26,3,3,3,Navy,home,10,401531417,2023,12,regular
0,0,25,0,2,0,,,,2,2,25:56,2,2,4,4-45,1.5,22,34,4.1,24-38,155,189,1-4,2-13,9,0,0,1,10,0,49,2,0,0,East Carolina,away,0,401531417,2023,12,regular
2,3,76,0,4,5,0,0,1,0,3,32:04,0,2,2,5-55,6.4,47,299,9.5,19-31,294,593,2-3,7-17,22,9,0,1,7,0,36,3,1,5,North Texas,away,35,401531345,2023,12,regular
1,3,,,,4,,,,2,0,27:56,1,0,1,4-25,4.3,43,183,7.4,17-34,251,434,0-0,9-18,22,,,,8,0,37,5,1,1,Tulsa,home,28,401531345,2023,12,regular
3,1,,,,10,0,0,1,1,0,32:33,0,0,0,9-95,5.6,46,259,8.8,20-28,246,505,0-0,7-14,27,21,0,1,3,0,29,2,10,9,UAB,home,34,401531385,2023,12,regular
1,2,111,0,6,6,,,,0,2,27:27,1,1,2,3-35,2.6,21,55,7.0,25-46,323,378,3-3,5-15,20,,,,6,0,40,2,3,3,Temple,away,24,401531385,2023,12,regular
3,2,35,0,2,8,,,,1,0,28:10,0,0,0,3-40,3.8,42,158,12.4,15-23,286,444,1-1,4-10,23,15,0,1,4,0,45,1,2,7,SMU,away,38,401531431,2023,12,regular
2,2,30,0,2,8,,,,0,2,31:50,0,1,1,6-50,2.8,22,62,7.9,35-51,402,464,2-2,6-13,24,9,0,1,2,0,45,1,2,4,Memphis,home,34,401531431,2023,12,regular
0,1,35,0,2,,,,,1,0,27:52,1,0,1,2-10,1.1,30,32,6.5,24-31,202,234,3-7,3-14,14,10,0,1,3,0,29,2,3,2,Florida Atlantic,home,8,401531375,2023,12,regular
0,3,,,,6,8,0,1,0,1,32:08,0,1,1,2-10,2.6,32,84,8.7,21-29,252,336,3-4,3-11,17,18,0,1,8,0,40,5,1,1,Tulane,away,24,401531375,2023,12,regular
2,1,53,0,3,5,46,0,4,1,0,29:43,2,1,3,5-50,2.8,31,86,6.0,25-45,271,357,3-4,4-16,18,25,0,1,1,0,2,1,0,3,Sam Houston State,away,23,401520423,2023,12,regular
1,3,89,0,3,4,0,0,2,1,0,30:17,4,1,5,5-45,2.4,31,73,9.6,28-41,392,465,0-2,9-17,21,21,0,4,1,0,1,2,0,3,Western Kentucky,home,28,401520423,2023,12,regular
7,0,,,,8,22,0,2,0,2,30:48,0,1,1,3-35,8.7,60,522,5.9,6-18,106,628,2-4,3-12,29,51,1,4,4,1,33,1,5,3,Jacksonville State,home,56,401520407,2023,12,regular
0,1,49,0,3,5,,,,1,0,29:12,2,0,2,2-20,1.8,25,44,4.9,27-46,225,269,1-4,2-15,17,38,1,4,5,1,45,0,0,4,Louisiana Tech,away,17,401520407,2023,12,regular
1,2,6,0,2,6,29,0,1,1,3,31:48,1,3,4,7-70,2.9,31,89,8.9,24-41,364,453,1-3,9-16,20,54,1,1,6,1,40,2,2,8,UTEP,away,30,401520411,2023,12,regular
1,3,35,0,2,10,0,0,1,3,2,28:12,1,1,2,5-41,5.3,35,185,6.9,18-35,242,427,1-2,5-15,19,12,0,1,8,0,37,3,8,5,Middle Tennessee,home,34,401520411,2023,12,regular
0,7,,,,7,0,0,1,0,,32:58,2,0,2,5-45,4.2,33,140,12.9,28-36,463,603,3-4,3-9,31,,,,2,0,36,0,1,8,Oregon,away,49,401524059,2023,12,regular
1,0,44,0,3,7,15,0,2,0,,27:02,1,0,1,4-37,6.2,18,111,4.4,25-47,205,316,4-5,3-14,20,,,,4,0,39,1,1,2,Arizona State,home,13,401524059,2023,12,regular
0,2,,,,4,,,,0,,35:34,2,0,2,7-55,3.2,37,118,6.0,31-53,320,438,2-4,11-21,26,,,,7,0,35,1,0,4,Utah,away,18,401524058,2023,12,regular
1,4,,,,6,36,0,2,0,,24:26,0,0,0,5-22,4.9,24,118,9.8,25-33,325,443,0-0,7-11,21,27,1,3,7,1,39,3,9,6,Arizona,home,42,401524058,2023,12,regular
1,3,,,,3,,,,0,1,35:36,1,0,1,4-30,3.4,47,161,7.9,24-37,294,455,4-5,8-18,29,-2,0,3,3,0,27,1,6,6,California,away,27,401524061,2023,12,regular
0,1,,,,9,25,0,1,0,2,24:24,0,0,0,9-100,4.2,24,101,5.4,18-35,188,289,1-2,5-16,12,16,0,2,6,0,37,2,3,5,Stanford,home,15,401524061,2023,12,regular
1,1,58,0,2,8,,,,0,3,27:26,1,2,3,6-52,0.1,22,3,8.7,31-44,384,387,2-4,4-13,17,,,,6,0,51,3,1,3,USC,home,20,401524062,2023,12,regular
1,3,43,0,3,8,0,0,1,2,1,32:34,0,0,0,6-50,4.4,45,199,5.0,18-31,155,354,1-1,13-20,19,,,,9,0,45,4,2,1,UCLA,away,38,401524062,2023,12,regular
3,2,114,1,3,8,10,0,1,2,3,30:22,0,2,2,6-51,3.3,32,105,10.4,20-33,342,447,0-0,6-11,22,-2,0,1,9,1,27,5,6,0,Washington State,home,56,401524057,2023,12,regular
1,1,130,0,6,2,,,,3,3,29:38,1,2,3,5-50,2.2,41,91,6.1,12-27,164,255,1-2,4-17,15,10,0,1,7,0,30,3,1,4,Colorado,away,14,401524057,2023,12,regular
1,2,88,0,4,2,11,0,2,1,1,22:33,0,1,1,10-64,4.4,25,110,5.8,13-28,162,272,0-0,6-13,14,11,0,1,8,0,32,1,5,8,Washington,away,22,401524060,2023,12,regular
2,0,57,0,3,8,,,,1,3,37:27,2,1,3,8-65,3.7,40,148,5.1,16-33,169,317,2-5,3-12,22,11,0,1,2,0,25,0,3,5,Oregon State,home,20,401524060,2023,12,regular
0,3,55,0,3,8,0,0,1,1,1,27:23,1,1,2,5-50,1.8,27,48,6.9,28-46,318,366,0-0,7-16,24,,,,11,0,44,5,2,6,Appalachian State,away,26,401531918,2023,12,regular
1,1,37,0,3,7,0,0,1,1,3,32:37,1,1,2,8-65,1.8,33,61,6.3,27-46,289,350,1-1,6-15,25,,,,4,0,37,1,4,6,James Madison,home,23,401531918,2023,12,regular
1,2,,,,8,0,0,3,0,1,36:27,0,1,1,5-37,4.3,46,197,7.5,19-26,196,393,3-4,7-17,20,72,0,4,1,0,27,0,7,2,South Alabama,home,28,401531920,2023,12,regular
0,0,32,0,3,,,,,1,2,23:33,3,0,3,7-41,2.1,20,42,4.4,22-36,159,201,0-2,3-14,10,,,,10,0,41,3,0,4,Marshall,away,0,401531920,2023,12,regular
0,2,21,0,1,8,,,,1,0,29:05,0,0,0,9-96,3.8,35,134,7.6,18-28,212,346,0-0,6-14,20,12,0,1,5,0,40,2,1,4,Old Dominion,away,20,401531917,2023,12,regular
1,1,13,0,1,5,,,,0,3,30:55,0,1,1,5-50,3.5,34,119,6.7,20-35,235,354,1-3,7-15,22,18,0,6,11,0,32,1,1,3,Georgia Southern,home,17,401531917,2023,12,regular
1,3,24,0,2,7,0,0,1,0,1,28:14,0,0,0,6-50,4.1,36,148,6.8,18-32,219,367,0-0,8-14,23,1,0,1,8,0,41,5,2,2,Troy,home,31,401531921,2023,12,regular
0,3,67,0,3,6,,,,0,,31:46,1,0,1,8-75,2.6,25,66,7.2,29-39,282,348,1-1,4-12,22,9,0,2,1,0,38,0,2,9,Louisiana,away,24,401531921,2023,12,regular
7,0,190,1,4,11,137,2,2,2,0,26:06,0,0,0,9-87,7.3,40,291,11.5,14-17,196,487,2-2,4-8,23,27,0,2,8,3,51,2,3,8,Arkansas State,home,77,401531919,2023,12,regular
1,3,93,0,4,7,,,,0,2,33:54,2,2,4,6-56,4.6,38,173,6.7,37-55,366,539,3-4,7-16,32,31,0,1,6,0,40,2,1,0,Texas State,away,31,401531919,2023,12,regular
0,3,112,0,7,3,,,,1,1,29:12,0,0,0,7-61,5.0,22,109,6.4,31-51,328,437,0-2,9-16,22,1,0,1,,,,,,,Marist,home,21,401540056,2023,12,regular
2,3,,,,8,,,,1,1,30:48,0,0,0,3-15,4.6,33,151,9.0,28-34,307,458,0-0,8-12,27,14,0,2,,,,,,,Bucknell,away,38,401540056,2023,12,regular
1,1,78,0,3,2,0,0,2,1,2,25:16,0,2,2,7-80,2.7,26,71,5.7,22-39,221,292,0-3,3-11,19,-5,0,2,,,,,,,Fordham,away,14,401541635,2023,12,regular
3,0,15,0,2,3,,,,2,4,34:44,2,1,3,6-64,4.0,47,189,5.7,13-24,136,325,2-3,3-13,20,4,0,2,,,,,,,Colgate,home,21,401541635,2023,12,regular
0,1,67,0,4,4,,,,0,,30:47,0,0,0,6-42,3.9,25,98,5.6,21-33,184,282,0-2,6-12,19,,,,,,,,,,Georgetown,away,10,401540064,2023,12,regular
3,1,49,0,3,7,,,,0,,29:13,0,0,0,3-37,7.1,48,340,8.8,7-14,123,463,0-1,7-10,26,,,,,,,,,,Holy Cross,home,31,401540064,2023,12,regular
1,2,110,0,6,3,,,,0,2,26:17,1,2,3,3-27,4.4,28,123,4.0,18-31,125,248,2-3,5-12,16,5,0,1,,,,,,,Lehigh,home,21,401540077,2023,12,regular
4,3,20,0,1,7,0,0,1,2,0,33:43,0,0,0,4-39,5.4,40,214,9.1,19-27,245,459,1-1,7-11,24,,,,,,,,,,Lafayette,away,49,401540077,2023,12,regular
0,1,32,0,2,1,0,0,1,0,1,12:28,0,0,0,8-68,3.3,15,50,5.3,7-14,74,124,1-1,2-8,6,47,2,2,,,,,,,Morehead State,away,13,401540552,2023,12,regular
0,0,,,,3,,,,0,,17:32,1,0,1,5-35,3.8,17,65,3.7,8-19,70,135,0-0,3-8,8,-3,0,2,,,,,,,Presbyterian College,home,3,401540552,2023,12,regular
0,1,32,0,2,4,30,0,1,0,2,29:40,0,1,1,6-56,2.6,31,82,5.9,14-26,154,236,1-3,3-12,16,4,0,2,,,,,,,Valparaiso,away,10,401540462,2023,12,regular
1,1,23,0,1,4,,,,1,1,30:20,1,0,1,6-41,3.1,38,117,9.9,9-18,179,296,0-1,4-13,16,0,0,2,,,,,,,St. Thomas (MN),home,16,401540462,2023,12,regular
1,3,71,0,3,3,,,,0,1,23:09,2,1,3,6-67,5.9,31,183,7.6,16-27,206,389,1-2,5-9,18,0,0,1,,,,,,,McNeese,away,27,401540382,2023,12,regular
3,3,38,0,4,9,41,0,2,1,0,26:06,0,0,0,1-5,4.6,42,195,7.8,12-17,132,327,0-0,8-12,21,,,,,,,,,,Lamar,home,45,401540382,2023,12,regular
1,0,22,0,1,1,,,,0,2,30:32,2,1,3,7-39,3.1,39,122,3.9,11-29,112,234,1-1,5-15,17,0,0,1,,,,,,,Bethune-Cookman,away,7,401540147,2023,12,regular
3,0,43,0,2,6,0,0,2,1,2,29:28,0,0,0,10-65,6.0,29,175,6.8,14-22,150,325,0-0,3-8,17,11,0,2,,,,,,,Florida A&M,home,24,401540147,2023,12,regular
1,2,73,0,3,3,29,0,2,0,4,21:04,1,4,5,4-21,1.6,29,45,12.4,10-18,223,268,0-1,2-10,8,48,0,3,,,,,,,Mississippi Valley State,away,21,401540114,2023,12,regular
2,1,77,0,4,6,22,0,1,4,1,38:56,2,0,2,6-45,5.1,52,264,7.7,12-22,170,434,1-1,8-17,19,10,0,2,,,,,,,Alabama A&M,home,30,401540114,2023,12,regular
2,1,-1,0,2,3,,,,0,2,26:02,1,0,1,1-5,4.0,42,170,9.9,5-11,109,279,0-0,4-9,17,19,0,2,,,,,,,Prairie View,home,21,401540123,2023,12,regular
0,2,68,0,3,2,0,0,1,0,2,33:58,0,0,0,2-10,0.7,24,16,9.8,28-39,383,399,1-3,2-11,19,-10,0,1,,,,,,,Alabama State,away,14,401540123,2023,12,regular
1,3,25,0,1,4,0,0,1,0,1,26:48,1,0,1,7-55,2.7,26,71,9.4,16-24,225,296,1-1,3-11,14,5,0,1,,,,,,,Alcorn State,away,28,401540132,2023,12,regular
0,3,87,0,5,6,0,0,1,0,2,33:12,1,0,1,15-125,6.1,32,194,7.0,22-34,237,431,1-2,7-16,18,1,0,2,,,,,,,Jackson State,home,24,401540132,2023,12,regular
3,0,78,0,5,10,,,,1,2,29:57,0,2,2,6-54,4.7,41,194,4.5,18-32,143,337,0-1,6-16,18,60,0,2,,,,,,,Texas Southern,home,34,401540140,2023,12,regular
3,1,63,0,3,3,,,,4,3,30:03,0,1,1,3-35,5.2,38,198,5.2,15-37,193,391,1-1,4-15,20,74,0,2,,,,,,,Arkansas-Pine Bluff,away,35,401540140,2023,12,regular
0,0,26,0,2,3,,,,0,,27:36,0,0,0,4-25,2.7,29,78,5.6,17-26,146,224,1-1,2-12,13,,,,4,0,34,0,2,4,Sacred Heart,away,3,401520421,2023,12,regular
0,4,19,0,1,7,,,,0,,32:24,0,0,0,5-35,5.9,35,206,5.7,22-35,201,407,2-2,6-14,24,6,0,1,8,0,30,2,1,4,Connecticut,home,31,401520421,2023,12,regular
5,2,34,0,1,6,10,0,1,2,2,27:30,0,1,1,7-74,6.0,40,238,10.1,12-16,161,399,1-1,2-8,18,-3,0,1,,,,,,,Wagner,home,48,401540046,2023,12,regular
0,3,88,0,7,3,,,,2,2,32:30,1,1,2,4-30,2.1,32,67,9.2,20-26,238,305,0-4,3-11,15,24,0,1,,,,,,,Post University,away,21,401540046,2023,12,regular
1,1,112,0,4,1,,,,2,2,22:43,0,0,0,7-60,2.5,22,56,4.3,16-28,120,176,1-1,3-10,15,30,0,3,,,,,,,Drake,away,13,401540520,2023,12,regular
0,0,53,0,3,9,,,,1,1,37:17,0,0,0,5-65,3.5,36,125,4.1,21-34,140,265,0-2,8-17,19,,,,,,,,,,Butler,home,9,401540520,2023,12,regular
0,4,45,0,2,5,,,,1,0,20:19,0,0,0,1-5,6.2,25,155,8.1,16-19,154,309,1-1,5-8,19,,,,,,,,,,Dayton,away,35,401540406,2023,12,regular
0,1,90,0,5,1,,,,0,1,24:10,1,1,2,5-60,5.8,32,185,3.9,12-18,71,256,2-4,4-10,13,,,,,,,,,,Davidson,home,7,401540406,2023,12,regular
0,3,111,0,7,2,,,,1,1,23:40,3,1,4,4-26,2.0,25,50,8.4,22-35,293,343,0-2,4-10,22,,,,,,,,,,Stetson,home,20,401540561,2023,12,regular
2,2,120,0,5,9,30,1,3,1,1,36:20,0,1,1,8-90,5.4,40,216,7.8,21-28,219,435,1-2,3-8,25,,,,,,,,,,San Diego,away,47,401540561,2023,12,regular
1,2,64,0,3,0,1,0,1,1,1,24:33,1,1,2,0-0,2.4,30,73,7.4,20-33,245,318,0-3,4-14,16,20,0,3,,,,,,,Harvard,away,18,401540345,2023,12,regular
1,2,30,0,2,5,17,0,1,1,2,35:27,1,0,1,3-29,3.1,55,170,3.9,10-23,90,260,0-0,9-18,20,28,0,4,,,,,,,Yale,home,23,401540345,2023,12,regular
0,2,,,,5,,,,0,3,24:15,3,1,4,4-30,4.9,28,137,8.2,20-33,271,408,1-1,5-10,21,,,,,,,,,,Pennsylvania,home,17,401552541,2023,12,regular
1,2,,,,6,37,0,3,1,1,20:45,0,0,0,1-5,3.6,20,71,4.7,16-30,142,213,1-1,4-12,14,,,,,,,,,,Princeton,away,24,401552541,2023,12,regular
1,1,,,,1,0,0,1,0,,24:52,2,0,2,1-10,2.9,34,98,5.9,24-42,249,347,2-4,5-17,20,15,0,2,,,,,,,Brown,home,13,401540298,2023,12,regular
4,1,17,0,1,8,22,0,2,0,,35:08,1,0,1,4-45,7.9,49,386,3.8,6-11,42,428,0-0,7-13,18,6,0,1,,,,,,,Dartmouth,away,38,401540298,2023,12,regular
2,0,59,0,2,10,32,0,2,1,0,27:17,0,0,0,7-74,6.7,37,247,3.6,12-25,89,336,0-1,5-13,17,1,0,1,,,,,,,Columbia,away,22,401540333,2023,12,regular
1,1,,,,2,,,,0,2,24:14,2,1,3,5-39,1.5,20,29,8.6,20-28,241,270,2-2,0-10,15,,,,,,,,,,Cornell,home,14,401540333,2023,12,regular
2,2,,,,5,69,1,3,0,1,25:49,0,1,1,6-59,6.9,33,227,8.6,16-26,223,450,0-0,3-9,25,4,0,1,,,,,,,Villanova,away,35,401540329,2023,12,regular
0,1,15,0,1,1,,,,1,0,24:50,3,0,3,7-104,4.9,34,167,4.2,14-31,129,296,1-5,7-17,15,,,,,,,,,,Delaware,home,7,401540329,2023,12,regular
2,3,23,0,2,8,0,0,1,1,0,26:50,0,0,0,9-81,2.8,36,102,10.4,16-26,271,373,1-1,8-13,20,108,1,2,,,,,,,New Hampshire,home,44,401540493,2023,12,regular
0,3,28,0,2,5,,,,0,1,33:10,1,0,1,4-40,1.4,22,31,6.2,32-51,315,346,2-4,7-15,22,,,,,,,,,,Maine,away,25,401540493,2023,12,regular
3,1,53,0,3,1,19,0,1,1,1,22:17,0,0,0,10-70,4.6,27,124,8.4,15-27,226,350,2-2,4-13,15,,,,,,,,,,Towson,home,31,401540572,2023,12,regular
2,1,43,0,3,12,,,,0,2,37:43,1,1,2,5-40,3.4,45,154,10.0,23-36,359,513,1-1,8-17,24,21,0,4,,,,,,,Rhode Island,away,30,401540572,2023,12,regular
1,2,66,0,4,8,,,,0,3,27:32,0,0,0,5-63,4.9,35,170,11.3,14-24,270,440,1-1,2-11,16,-9,0,1,,,,,,,William & Mary,home,26,401540574,2023,12,regular
1,2,12,0,1,9,,,,0,,32:28,0,0,0,7-53,4.9,40,196,7.6,16-23,175,371,1-1,2-10,22,,,,,,,,,,Richmond,away,27,401540574,2023,12,regular
1,5,,,,12,12,0,2,1,0,32:05,0,0,0,8-80,3.3,36,120,12.2,21-27,329,449,1-2,7-13,21,,,,,,,,,,Weber State,away,48,401540234,2023,12,regular
0,3,109,0,4,3,,,,0,1,27:55,2,1,3,4-32,1.5,26,38,6.8,21-42,286,324,1-3,5-14,21,,,,,,,,,,Cal Poly,home,21,401540234,2023,12,regular
0,1,,,,1,,,,0,2,21:50,2,0,2,4-24,1.5,18,27,6.2,22-37,230,257,1-5,1-10,15,-11,0,1,,,,,,,Sacramento State,away,7,401540287,2023,12,regular
2,0,,,,5,0,0,2,0,,25:18,0,0,0,5-45,3.1,28,87,5.6,15-23,128,215,0-1,5-12,13,47,0,3,,,,,,,UC Davis,home,17,401540287,2023,12,regular
3,1,,,,3,,,,0,1,32:47,2,1,3,8-82,6.6,46,302,7.3,13-24,175,477,1-1,5-10,30,,,,,,,,,,Portland State,away,27,401540282,2023,12,regular
2,0,,,,11,0,0,2,1,1,27:13,0,0,0,9-80,4.6,33,151,8.5,17-26,222,373,0-0,8-14,21,12,0,1,,,,,,,Northern Colorado,home,23,401540282,2023,12,regular
