rushingTDs,puntReturnYards,puntReturnTDs,puntReturns,passingTDs,kickReturnYards,kickReturnTDs,kickReturns,kickingPoints,fumblesRecovered,totalFumbles,tacklesForLoss,defensiveTDs,tackles,sacks,qbHurries,passesDeflected,firstDowns,thirdDownEff,fourthDownEff,totalYards,netPassingYards,completionAttempts,yardsPerPass,rushingYards,rushingAttempts,yardsPerRushAttempt,totalPenaltiesYards,turnovers,fumblesLost,interceptions,possessionTime,interceptionYards,interceptionTDs,passesIntercepted,team,home_away,points,game_id,season,week,season_type
3,-2,0,2,1,110,0,5,4,0,4,11,0,63,4,4,6,15,6-13,1-1,399,268,16-26,10.3,131,30,4.4,2-10,1,1,0,19:38,4,0,2,Missouri,home,28,400869073,2016,13,regular
2,18,0,2,1,139,0,5,6,1,0,2,0,37,2,0,4,27,9-17,1-3,503,348,24-39,8.9,155,46,3.4,8-55,2,0,2,40:22,,,,Arkansas,away,24,400869073,2016,13,regular
2,,,,3,193,0,7,5,0,3,5,0,29,0,3,3,19,7-16,1-2,472,284,17-38,7.5,188,33,5.7,6-55,1,1,0,24:34,,,,Texas A&M,home,39,400869067,2016,13,regular
5,,,,2,22,0,1,12,1,2,5,0,37,2,6,7,28,7-13,0-0,622,324,20-28,11.6,298,46,6.5,5-29,0,0,0,35:26,,,,LSU,away,54,400869067,2016,13,regular
1,0,0,1,1,70,0,3,8,0,,9,0,37,7,2,1,26,8-15,0-0,435,188,22-34,5.5,247,40,6.2,4-34,1,0,1,29:01,,,,Ball State,away,20,400869336,2016,13,regular
0,,,,3,81,0,4,3,0,2,5,0,36,1,1,6,20,8-14,0-1,442,380,26-35,10.9,62,25,2.5,4-25,0,0,0,30:59,0,0,1,Miami (OH),home,21,400869336,2016,13,regular
0,,,,0,62,0,4,3,0,1,2,0,40,1,1,5,14,5-15,1-2,226,131,12-27,4.9,95,32,3.0,7-67,0,0,0,27:27,,,,Akron,away,3,400869335,2016,13,regular
0,11,0,1,0,20,0,1,9,0,2,8,0,34,4,6,7,17,6-14,0-2,299,169,14-25,6.8,130,36,3.6,8-66,1,1,0,32:33,,,,Ohio,home,9,400869335,2016,13,regular
4,21,0,4,0,69,0,3,7,0,,10,0,33,2,3,8,27,7-17,1-1,473,258,13-23,11.2,215,71,3.0,4-45,2,1,1,35:22,0,0,1,Northern Illinois,away,31,400869339,2016,13,regular
1,2,0,3,2,90,0,5,3,1,0,6,0,59,1,5,2,15,4-16,0-0,391,203,14-37,5.5,188,29,6.5,6-57,1,0,1,24:38,24,0,1,Kent State,home,21,400869339,2016,13,regular
3,13,0,2,3,91,0,5,13,1,0,5,1,35,2,3,3,25,10-15,0-0,445,196,19-25,7.8,249,48,5.2,7-80,0,0,0,39:27,54,1,2,Western Michigan,home,55,400869340,2016,13,regular
2,,,,3,110,0,7,5,0,2,3,0,55,0,1,3,20,3-9,0-1,456,229,13-24,9.5,227,30,7.6,9-71,3,1,2,20:33,,,,Toledo,away,35,400869340,2016,13,regular
3,9,0,1,0,96,0,7,3,0,4,3,0,32,1,5,5,19,6-14,1-1,383,256,21-35,7.3,127,26,4.9,2-10,1,0,1,27:29,17,0,1,Central Michigan,away,21,400869337,2016,13,regular
1,-1,0,2,2,100,0,4,8,0,1,1,0,24,1,9,4,23,4-14,2-2,538,355,26-37,9.6,183,32,5.7,7-75,1,0,1,32:31,3,0,1,Eastern Michigan,home,26,400869337,2016,13,regular
3,24,0,5,0,83,0,4,9,2,5,9,0,32,6,1,6,27,8-15,1-4,492,146,12-21,7.0,346,67,5.2,0-0,2,2,0,35:57,,,,Bowling Green,home,27,400869338,2016,13,regular
1,,,,2,40,0,4,1,2,2,7,0,62,3,2,4,20,7-14,0-1,401,334,20-36,9.3,67,32,2.1,3-16,2,2,0,24:03,,,,Buffalo,away,19,400869338,2016,13,regular
0,-4,0,3,2,,,,2,1,1,8,0,40,5,0,5,15,2-15,1-4,287,137,16-33,4.2,150,35,4.3,3-35,3,1,2,29:15,,,,Wake Forest,home,14,400869498,2016,13,regular
1,39,0,3,1,28,0,1,5,1,3,8,0,35,4,2,6,10,4-17,1-1,167,74,10-23,3.2,93,39,2.4,8-55,1,1,0,30:45,6,0,2,Boston College,away,17,400869498,2016,13,regular
0,13,0,1,3,90,0,4,3,1,1,2,0,51,1,1,4,20,6-14,1-3,413,280,23-39,7.2,133,26,5.1,7-50,1,1,0,24:59,,,,North Carolina,home,21,400869497,2016,13,regular
3,3,0,1,1,23,0,1,4,1,1,6,0,34,2,4,3,24,8-16,1-1,492,233,14-24,9.7,259,53,4.9,5-59,1,1,0,35:01,,,,NC State,away,28,400869497,2016,13,regular
0,,,,1,28,0,1,4,0,2,5,0,39,1,3,4,14,3-16,1-1,247,139,13-36,3.9,108,31,3.5,4-31,3,1,2,27:18,,,,Virginia,away,10,400869501,2016,13,regular
3,39,0,3,3,56,0,2,10,0,3,9,0,28,1,8,5,29,8-15,1-1,579,290,18-30,9.7,289,51,5.7,3-35,2,2,0,32:42,-1,0,2,Virginia Tech,home,52,400869501,2016,13,regular
0,-1,0,1,3,74,0,4,3,0,,6,0,25,0,3,2,22,7-15,0-1,395,316,34-50,6.3,79,26,3.0,7-51,0,0,0,31:00,,,,Duke,away,21,400869499,2016,13,regular
0,,,,4,42,0,2,16,0,1,4,0,34,3,5,8,24,4-12,1-1,568,396,22-35,11.3,172,30,5.7,8-69,0,0,0,29:00,,,,Miami,home,40,400869499,2016,13,regular
0,,,,2,43,0,3,7,1,2,7,0,60,1,0,2,18,4-14,1-2,403,302,24-44,6.9,101,27,3.7,9-85,3,1,2,23:37,,,,Kansas,away,19,400869604,2016,13,regular
4,34,0,2,0,24,0,2,4,1,2,6,1,47,4,0,7,25,6-14,0-1,441,99,6-11,9.0,342,58,5.9,5-60,1,1,0,36:23,42,1,2,Kansas State,home,34,400869604,2016,13,regular
1,,,,6,42,0,3,12,3,0,3,0,64,1,6,5,24,8-17,0-1,666,586,30-47,12.5,80,32,2.5,15-107,0,0,0,30:03,15,0,1,Texas Tech,home,54,400868885,2016,13,regular
2,24,0,2,3,75,0,3,5,0,6,5,0,46,2,1,4,33,5-17,4-9,634,377,30-47,8.0,257,53,4.8,11-78,4,3,1,29:57,,,,Baylor,away,35,400868885,2016,13,regular
4,0,0,1,0,117,0,4,7,0,1,8,0,59,4,3,6,25,1-11,0-0,487,178,16-30,5.9,309,46,6.7,7-68,1,0,1,29:46,0,0,1,TCU,away,31,400869632,2016,13,regular
0,4,0,3,0,37,0,2,9,0,,7,0,53,3,1,3,19,4-19,0-3,407,218,16-39,5.6,189,46,4.1,6-42,1,0,1,30:14,24,0,1,Texas,home,9,400869632,2016,13,regular
2,,,,5,11,0,1,7,3,0,5,0,45,1,2,10,25,3-10,1-1,613,341,13-23,14.8,272,51,5.3,8-70,0,0,0,28:16,7,0,1,West Virginia,away,49,400869596,2016,13,regular
0,25,0,2,0,195,1,8,13,0,4,10,1,38,2,2,1,21,4-15,1-2,561,371,23-44,8.4,190,34,5.6,7-85,4,3,1,31:44,,,,Iowa State,home,19,400869596,2016,13,regular
6,56,0,3,4,98,0,4,10,0,1,7,1,64,3,11,3,20,7-11,0-0,644,251,9-19,13.2,393,40,9.8,7-64,2,1,1,24:18,20,1,1,Pittsburgh,home,76,400869500,2016,13,regular
4,11,0,2,5,191,0,11,7,1,0,4,0,33,0,1,1,38,9-20,4-4,668,440,43-61,7.2,228,45,5.1,7-50,1,0,1,35:42,0,0,1,Syracuse,away,61,400869500,2016,13,regular
1,34,0,4,2,43,0,3,4,1,2,2,0,34,2,4,5,26,6-14,2-2,355,106,11-22,4.8,249,54,4.6,8-68,2,0,2,36:48,2,0,1,BYU,home,28,400868933,2016,13,regular
1,,,,0,44,0,2,4,0,4,4,0,61,3,1,1,11,3-13,0-1,200,103,12-23,4.5,97,28,3.5,11-94,2,1,1,23:12,44,0,2,Utah State,away,10,400868933,2016,13,regular
2,52,1,3,0,40,0,2,9,1,1,3,1,24,0,0,1,25,8-18,1-1,359,45,3-6,7.5,314,77,4.1,3-30,1,0,1,41:27,,,,Air Force,home,27,400869252,2016,13,regular
1,12,0,2,1,50,0,3,8,0,1,4,0,63,1,0,0,12,1-12,1-2,400,316,9-26,12.2,84,25,3.4,3-27,1,1,0,18:33,0,0,1,Boise State,away,20,400869252,2016,13,regular
2,6,0,1,2,169,0,9,7,0,1,2,0,38,0,0,1,16,5-12,0-1,377,183,11-19,9.6,194,39,5.0,6-50,2,1,1,27:51,,,,San Diego State,home,31,400869253,2016,13,regular
3,91,1,2,5,87,0,4,9,1,0,7,1,47,1,0,1,23,8-12,0-0,507,216,11-16,13.5,291,46,6.3,6-65,0,0,0,32:09,0,0,1,Colorado State,away,63,400869253,2016,13,regular
7,3,0,1,1,74,0,5,8,0,3,4,0,38,3,1,3,21,7-9,0-0,690,122,4-5,24.4,568,46,12.3,6-52,1,1,0,26:27,,,,New Mexico,home,56,400869254,2016,13,regular
5,-4,0,3,0,56,0,2,5,0,1,6,0,40,0,0,0,25,7-13,0-0,449,248,18-28,8.9,201,45,4.5,4-44,1,1,0,33:33,,,,Wyoming,away,35,400869254,2016,13,regular
0,30,0,2,1,63,0,3,10,1,2,14,0,33,4,0,3,20,6-15,0-1,322,111,15-25,4.4,211,48,4.4,3-12,2,1,1,33:19,,,,San José State,away,16,400869255,2016,13,regular
2,17,0,2,0,19,0,1,2,1,1,5,0,41,2,0,3,12,5-14,0-2,245,149,11-19,7.8,96,41,2.3,2-30,1,1,0,26:41,0,0,1,Fresno State,home,14,400869255,2016,13,regular
4,65,0,3,1,29,0,1,13,0,1,5,0,38,1,0,2,27,8-13,0-0,511,193,15-23,8.4,318,49,6.5,1-14,0,0,0,37:42,23,0,1,Nevada,away,45,400869256,2016,13,regular
1,,,,0,95,0,9,4,0,1,4,0,34,1,0,1,14,1-12,1-2,303,121,9-22,5.5,182,34,5.4,1-3,1,0,1,22:18,,,,UNLV,home,10,400869256,2016,13,regular
2,,,,3,127,0,4,10,1,2,5,0,49,4,0,4,25,3-13,2-3,459,342,24-38,9.0,117,34,3.4,9-85,1,1,0,29:06,,,,UMass,away,40,400868967,2016,13,regular
1,27,0,3,5,153,0,8,8,1,2,8,0,53,6,3,5,23,3-13,4-4,479,311,22-31,10.0,168,33,5.1,12-101,1,1,0,30:54,,,,Hawai'i,home,46,400868967,2016,13,regular
1,5,0,1,2,100,0,4,9,0,1,13,0,46,8,2,5,17,9-19,1-1,310,219,23-36,6.1,91,43,2.1,7-59,3,1,2,31:13,11,0,1,Michigan,away,27,400869650,2016,13,regular
3,2,0,1,0,,,,6,1,0,5,1,40,2,2,3,24,3-16,2-3,330,124,15-32,3.9,206,50,4.1,2-6,1,0,1,28:47,38,1,2,Ohio State,home,30,400869650,2016,13,regular
2,,,,4,63,0,3,9,1,0,10,0,31,4,1,5,18,4-10,0-0,463,386,18-24,16.1,77,33,2.3,1-15,0,0,0,25:36,,,,Penn State,home,45,400869702,2016,13,regular
0,,,,0,53,0,3,12,0,1,5,0,30,1,0,1,26,9-20,0-2,343,234,25-46,5.1,109,42,2.6,4-23,1,1,0,34:24,,,,Michigan State,away,12,400869702,2016,13,regular
2,3,0,1,0,55,0,4,1,0,1,9,0,29,4,1,1,22,7-18,1-3,350,203,22-40,5.1,147,40,3.7,3-25,1,1,0,29:49,,,,Rutgers,away,13,400869642,2016,13,regular
3,113,1,3,0,73,0,3,7,1,0,12,1,47,7,1,4,17,4-13,1-2,414,96,9-16,6.0,318,45,7.1,9-60,0,0,0,30:11,,,,Maryland,home,31,400869642,2016,13,regular
1,,,,2,91,0,5,4,0,2,8,0,65,3,1,2,20,9-19,1-3,267,225,24-45,5.0,42,34,1.2,5-51,3,1,2,31:41,66,0,4,Purdue,away,24,400869700,2016,13,regular
2,9,0,1,1,57,0,5,8,1,1,11,0,53,4,3,3,17,8-16,1-3,269,117,11-22,5.3,152,54,2.8,9-70,4,0,4,28:19,12,0,2,Indiana,home,26,400869700,2016,13,regular
1,21,0,4,1,69,0,1,5,1,0,10,0,42,1,1,0,18,3-14,0-0,286,158,9-26,6.1,128,38,3.4,3-26,4,0,4,27:01,,,,Minnesota,away,17,400869703,2016,13,regular
4,8,0,2,0,23,0,1,7,0,1,7,0,35,5,4,6,19,4-12,0-0,362,152,13-22,6.9,210,47,4.5,3-35,1,1,0,32:59,65,0,4,Wisconsin,home,31,400869703,2016,13,regular
3,82,0,6,3,80,0,3,4,0,,2,0,36,1,3,8,13,3-13,3-3,408,144,10-15,9.6,264,47,5.6,7-70,0,0,0,33:08,,,,Iowa,home,40,400869699,2016,13,regular
0,8,0,3,1,81,0,4,4,0,,4,0,41,2,3,0,17,5-18,2-2,217,127,14-37,3.4,90,31,2.9,8-57,0,0,0,26:52,,,,Nebraska,away,10,400869699,2016,13,regular
5,9,0,2,1,,,,6,3,1,6,0,51,3,2,9,22,6-14,0-1,399,121,13-20,6.1,278,49,5.7,5-50,1,1,0,29:32,66,0,1,Northwestern,home,42,400869701,2016,13,regular
1,20,0,4,2,90,0,4,3,1,3,9,0,50,5,2,1,25,4-15,2-3,434,377,28-54,7.0,57,26,2.2,6-60,4,3,1,30:28,,,,Illinois,away,21,400869701,2016,13,regular
1,,,,2,70,0,3,6,1,0,4,0,24,1,3,1,21,4-15,2-3,304,197,23-42,4.7,107,27,4.0,3-35,0,0,0,27:57,,,,North Texas,away,24,400869420,2016,13,regular
4,15,1,6,2,17,0,1,9,0,,3,1,27,1,1,7,19,10-13,0-0,555,171,12-18,9.5,384,40,9.6,3-36,1,1,0,32:03,,,,UTEP,home,52,400869420,2016,13,regular
3,44,0,3,2,28,0,3,11,0,2,6,0,30,3,7,9,19,6-13,1-1,534,161,12-18,8.9,373,43,8.7,8-59,0,0,0,32:20,,,,Stanford,home,41,400869172,2016,13,regular
2,,,,0,44,0,2,5,0,,5,0,34,3,3,0,21,5-20,4-5,291,124,15-48,2.6,167,39,4.3,5-35,0,0,0,27:40,,,,Rice,away,17,400869172,2016,13,regular
4,7,0,3,1,22,0,1,4,1,2,3,0,28,2,3,5,25,7-12,0-0,411,101,13-20,5.1,310,53,5.8,7-65,1,1,0,39:55,,,,Oregon State,home,34,400869171,2016,13,regular
1,4,0,2,2,21,0,1,6,1,1,2,0,44,1,1,3,21,3-10,1-2,384,213,17-29,7.3,171,30,5.7,6-75,1,1,0,20:05,,,,Oregon,away,24,400869171,2016,13,regular
1,64,0,2,1,123,0,6,5,1,1,2,0,38,0,1,3,18,7-15,1-4,334,269,33-50,5.4,65,24,2.7,5-44,4,1,3,27:48,,,,Washington State,home,17,400869168,2016,13,regular
3,16,0,1,3,35,0,2,9,1,1,6,0,41,2,2,2,22,6-11,0-0,510,342,22-31,11.0,168,35,4.8,9-75,1,1,0,32:12,3,0,3,Washington,away,45,400869168,2016,13,regular
0,9,0,1,1,65,0,5,4,0,1,2,0,53,0,2,8,11,3-13,0-0,260,176,12-30,5.9,84,24,3.5,11-95,2,1,1,17:51,,,,UCLA,away,10,400869169,2016,13,regular
1,2,0,4,2,50,0,1,18,1,2,4,0,24,3,1,5,34,6-19,3-3,496,301,32-48,6.3,195,54,3.6,2-25,0,0,0,42:09,12,0,1,California,home,36,400869169,2016,13,regular
5,25,0,3,0,,,,8,2,1,6,0,29,3,3,3,17,7-17,2-2,421,166,11-19,8.7,255,56,4.6,5-40,1,0,1,39:20,38,0,2,Tulane,away,38,400869570,2016,13,regular
1,,,,1,74,0,4,1,0,2,5,0,36,0,0,0,13,4-13,0-1,308,124,15-31,4.0,184,24,7.7,1-3,4,2,2,20:40,0,0,1,Connecticut,home,13,400869570,2016,13,regular
1,1,0,2,1,38,0,2,9,2,2,8,0,58,3,3,10,18,9-22,0-0,378,270,23-44,6.1,108,38,2.8,0-0,2,2,0,30:52,51,0,2,Colorado,home,27,400869170,2016,13,regular
0,72,1,5,1,130,0,3,10,2,2,6,1,55,2,5,7,15,6-21,2-4,339,160,13-40,4.0,179,41,4.4,3-36,4,2,2,29:08,,,,Utah,away,22,400869170,2016,13,regular
7,,,,1,30,0,3,8,1,3,7,0,72,2,0,6,19,2-8,0-1,588,77,3-8,9.6,511,48,10.6,8-101,1,1,0,24:04,0,0,1,Arizona,home,56,400869167,2016,13,regular
1,7,0,1,3,145,0,7,5,1,2,4,0,39,0,0,2,31,11-21,1-6,492,372,43-60,6.2,120,38,3.2,8-61,2,1,1,35:56,,,,Arizona State,away,35,400869167,2016,13,regular
6,,,,2,291,0,11,8,0,1,3,0,53,0,2,0,35,8-14,2-2,589,290,26-35,8.3,299,53,5.6,1-10,4,0,4,33:17,,,,Florida Atlantic,away,56,400869417,2016,13,regular
9,,,,1,61,0,2,11,0,,8,1,60,3,1,0,28,6-10,0-1,757,262,11-16,16.4,495,57,8.7,3-22,0,0,0,26:43,78,1,4,Middle Tennessee,home,77,400869417,2016,13,regular
4,1,0,2,2,81,0,3,6,0,3,7,0,25,4,4,5,27,7-13,3-3,521,209,15-25,8.4,312,51,6.1,3-24,3,2,1,30:32,1,0,1,Old Dominion,home,42,400869416,2016,13,regular
1,6,0,1,2,34,0,2,4,2,1,1,1,32,0,1,1,16,3-13,2-2,270,135,11-23,5.9,135,36,3.8,3-42,1,0,1,29:28,45,1,1,Florida International,away,28,400869416,2016,13,regular
0,,,,1,49,0,2,2,1,0,5,0,57,3,2,6,10,6-18,0-3,237,229,15-44,5.2,8,19,0.4,13-116,0,0,0,21:39,,,,Charlotte,away,14,400869415,2016,13,regular
1,16,0,3,3,68,0,2,9,0,2,8,0,21,2,6,7,25,7-18,1-3,520,414,23-40,10.4,106,45,2.4,10-95,1,1,0,38:21,,,,UT San Antonio,home,33,400869415,2016,13,regular
2,15,0,2,3,85,0,3,9,0,1,4,0,31,1,0,3,26,6-14,2-3,426,342,29-33,10.4,84,44,1.9,9-85,1,1,0,38:22,15,0,3,Southern Mississippi,home,39,400869418,2016,13,regular
2,,,,0,82,0,3,6,1,3,8,0,44,3,0,2,16,2-8,0-1,254,246,22-39,6.3,8,16,0.5,7-50,3,0,3,21:38,,,,Louisiana Tech,away,24,400869418,2016,13,regular
0,0,0,1,1,182,0,9,0,0,1,1,0,22,0,8,5,18,8-19,1-3,230,143,19-35,4.1,87,39,2.2,11-90,2,0,2,39:20,,,,Marshall,home,6,400869419,2016,13,regular
3,32,0,1,3,103,1,2,16,0,,9,1,22,2,7,6,27,3-9,1-1,462,233,16-31,7.5,229,30,7.6,6-80,0,0,0,20:40,53,0,2,Western Kentucky,away,60,400869419,2016,13,regular
0,0,0,1,1,165,0,6,4,0,2,2,0,49,0,0,2,13,10-18,0-0,225,183,21-34,5.4,42,27,1.6,4-33,1,1,0,27:05,,,,East Carolina,away,10,400869571,2016,13,regular
5,3,0,1,0,90,0,3,7,1,0,9,0,46,2,0,3,23,6-11,1-1,414,158,12-20,7.9,256,46,5.6,0-0,0,0,0,32:55,,,,Temple,home,37,400869571,2016,13,regular
2,23,0,4,2,114,0,5,7,1,1,5,0,48,2,0,1,22,5-17,1-3,402,338,28-47,7.2,64,35,1.8,5-30,3,1,2,27:43,,,,UCF,away,31,400869569,2016,13,regular
5,0,0,1,0,22,0,2,12,1,1,7,0,44,3,0,4,20,4-16,1-1,503,152,17-26,5.8,351,48,7.3,6-50,1,1,0,32:17,19,0,2,South Florida,home,48,400869569,2016,13,regular
2,3,0,2,3,96,0,5,10,0,2,6,0,33,1,2,3,35,6-14,0-1,611,305,25-39,7.8,306,65,4.7,3-37,3,1,2,34:36,,,,Tulsa,home,40,400869567,2016,13,regular
0,4,0,1,4,48,0,3,13,1,1,3,0,57,1,0,2,18,4-16,1-2,534,400,21-38,10.5,134,33,4.1,5-43,0,0,0,25:24,4,0,2,Cincinnati,away,37,400869567,2016,13,regular
2,1,0,1,4,108,0,5,12,1,1,8,0,58,3,1,8,28,8-16,2-2,555,409,30-45,9.1,146,34,4.3,10-94,0,0,0,26:59,12,0,1,Memphis,home,48,400869568,2016,13,regular
1,,,,4,44,0,2,14,0,1,2,0,53,1,2,5,33,11-21,3-3,624,487,47-69,7.1,137,32,4.3,9-69,2,1,1,33:01,,,,Houston,away,44,400869568,2016,13,regular
2,,,,2,141,0,8,7,1,0,3,0,33,0,0,0,27,12-19,0-2,427,331,31-46,7.2,96,37,2.6,5-40,2,0,2,34:45,,,,SMU,home,31,400869572,2016,13,regular
9,,,,1,103,0,3,9,0,1,7,1,61,3,3,7,23,7-8,0-0,600,104,5-9,11.6,496,48,10.3,4-50,1,1,0,25:15,26,1,2,Navy,away,75,400869572,2016,13,regular
1,24,0,2,1,20,0,2,7,0,1,11,0,26,5,1,4,28,6-17,1-4,521,393,35-57,6.9,128,33,3.9,6-58,1,0,1,33:23,,,,Arkansas State,away,19,400869852,2016,13,regular
0,,,,2,64,0,5,6,0,,4,1,38,1,1,4,15,2-11,0-1,292,242,13-24,10.1,50,33,1.5,5-50,0,0,0,26:37,17,1,1,Louisiana,home,24,400869852,2016,13,regular
1,0,0,1,0,137,0,5,1,0,2,6,0,63,1.5,2,1,15,6-16,0-2,256,147,12-29,5.1,109,39,2.8,8-82,2,0,2,27:16,,,,Texas State,home,7,400869854,2016,13,regular
3,0,0,1,2,38,0,2,10,0,2,7,0,54,0,9,3,25,5-16,3-3,391,237,24-37,6.4,154,42,3.7,2-15,0,0,0,32:44,32,0,2,Troy,away,40,400869854,2016,13,regular
1,3,0,1,0,143,0,5,4,0,3,6,0,29,2,3,6,9,4-15,0-1,163,81,8-25,3.2,82,29,2.8,3-35,3,0,3,21:26,,,,Colorado,away,10,400926942,2016,14,regular
2,18,0,1,2,43,0,2,11,0,,7,1,20,1,6,5,22,8-17,0-1,383,118,9-24,4.9,265,54,4.9,3-35,0,0,0,38:34,58,1,3,Washington,home,41,400926942,2016,14,regular
0,53,0,2,2,100,0,5,17,2,0,5,0,25,1,10,2,20,4-15,1-1,404,290,19-31,9.4,114,44,2.6,10-76,2,0,2,37:52,0,0,1,Western Michigan,away,29,400926941,2016,14,regular
0,,,,3,115,0,5,5,0,2,8,0,35,2,1,3,14,5-12,0-0,251,214,14-31,6.9,37,22,1.7,2-16,3,2,1,22:08,32,0,2,Ohio,home,23,400926941,2016,14,regular
4,117,1,5,1,,,,12,0,1,9,2,39,4,8,3,18,5-11,0-0,372,138,11-20,6.9,234,38,6.2,2-14,0,0,0,24:52,84,1,3,Alabama,away,54,400926943,2016,14,regular
0,,,,2,145,0,6,2,0,1,7,0,38,2,2,2,16,7-16,0-2,261,261,26-39,6.7,0,30,0.0,7-53,3,0,3,35:08,,,,Florida,home,16,400926943,2016,14,regular
3,-5,0,2,3,,,,6,0,,8,0,37,4,2,3,30,6-11,0-0,470,288,23-34,8.5,182,41,4.4,8-65,1,0,1,31:52,0,0,2,Clemson,away,42,400926944,2016,14,regular
4,2,0,1,1,108,0,5,5,0,1,5,0,41,0,4,5,19,7-15,1-2,386,284,22-36,7.9,102,35,2.9,8-89,2,0,2,28:08,0,0,1,Virginia Tech,home,35,400926944,2016,14,regular
3,0,0,1,0,62,0,3,7,2,2,4,0,39,1,4,1,22,5-12,0-1,415,174,16-21,8.3,241,49,4.9,4-40,0,0,0,36:57,,,,Wisconsin,away,31,400926946,2016,14,regular
1,5,0,1,4,83,0,4,8,0,2,8,0,49,2,1,1,21,3-10,0-3,435,384,22-31,12.4,51,29,1.8,3-25,2,2,0,23:03,,,,Penn State,home,38,400926946,2016,14,regular
2,,,,0,162,0,5,8,1,2,3,0,33,1,0,3,17,4-15,1-2,403,186,11-25,7.4,217,37,5.9,3-22,0,0,0,24:53,,,,Oklahoma State,away,20,400869618,2016,14,regular
2,,,,3,83,0,5,8,0,3,3,0,36,2,2,3,25,6-13,1-1,629,288,13-19,15.2,341,52,6.6,4-54,1,1,0,35:07,,,,Oklahoma,home,38,400869618,2016,14,regular
1,5,0,3,2,65,0,3,3,0,2,3,0,53,2,1,4,19,4-13,0-2,440,244,15-31,7.9,196,41,4.8,12-100,4,2,2,26:16,,,,Baylor,away,21,400868886,2016,14,regular
1,,,,2,49,0,3,6,2,1,4,0,43,4,0,3,25,4-18,3-4,422,111,10-26,4.3,311,62,5.0,6-62,0,0,0,33:44,18,0,2,West Virginia,home,24,400868886,2016,14,regular
1,0,0,1,0,53,0,4,4,0,1,7,0,41,1,2,3,13,6-14,1-4,306,138,8-15,9.2,168,44,3.8,0-0,3,1,2,29:22,,,,Navy,home,10,400926947,2016,14,regular
2,,,,2,14,0,1,10,1,0,4,0,34,3,1,2,18,7-15,1-1,388,199,16-25,8.0,189,36,5.3,4-30,0,0,0,30:38,13,0,2,Temple,away,34,400926947,2016,14,regular
0,18,0,4,0,81,0,4,6,1,1,2,0,44,0,1,4,15,7-20,1-1,280,138,17-36,3.8,142,37,3.8,4-45,1,0,1,25:26,,,,TCU,home,6,400869611,2016,14,regular
3,3,0,3,1,70,0,3,6,0,1,11,0,47,3,0,4,21,10-17,0-0,495,159,9-21,7.6,336,51,6.6,6-61,1,1,0,34:34,11,0,1,Kansas State,away,30,400869611,2016,14,regular
2,-2,0,1,1,43,0,2,6,1,1,8,0,41,1,1,1,20,5-14,1-3,344,218,27-34,6.4,126,32,3.9,3-25,0,0,0,30:00,,,,Troy,away,24,400869856,2016,14,regular
2,15,0,2,2,36,0,2,4,0,1,8,0,47,1,1,2,20,6-13,1-2,393,175,16-21,8.3,218,42,5.2,5-45,1,1,0,30:00,,,,Georgia Southern,home,28,400869856,2016,14,regular
1,,,,3,140,0,9,14,2,1,2,1,42,0,2,1,26,5-14,1-1,507,502,35-57,8.8,5,22,0.2,8-64,1,0,1,28:24,48,1,1,Louisiana Tech,away,44,400926948,2016,14,regular
4,,,,3,182,0,13,16,0,2,8,0,43,5,4,10,31,6-11,0-0,656,421,21-31,13.6,235,41,5.7,7-75,3,2,1,31:36,0,0,1,Western Kentucky,home,58,400926948,2016,14,regular
4,6,0,2,1,93,0,4,5,1,2,10,0,38,4,4,6,22,10-15,0-0,521,239,16-28,8.5,282,49,5.8,4-50,3,1,2,34:03,23,0,2,South Alabama,home,35,400869859,2016,14,regular
3,6,0,1,1,122,0,6,4,1,2,4,0,43,1,0,3,21,3-13,3-3,463,110,11-25,4.4,353,48,7.4,5-57,3,1,2,25:57,23,0,2,New Mexico State,away,28,400869859,2016,14,regular
0,0,0,1,2,79,0,4,0,0,2,6,0,62,2.5,1,1,19,6-13,1-1,358,266,22-37,7.2,92,24,3.8,4-30,6,2,4,35:05,,,,Georgia State,away,12,400869857,2016,14,regular
0,73,1,4,3,43,0,2,13,2,0,1,1,41,0,0,1,16,8-16,0-1,287,138,16-20,6.9,149,45,3.3,5-45,0,0,0,35:24,18,0,4,Idaho,home,37,400869857,2016,14,regular
3,50,0,5,2,39,0,2,6,0,2,20,0,59,8,3,1,18,6-14,0-0,357,179,13-21,8.5,178,44,4.0,10-65,0,0,0,25:20,25,0,2,Arkansas State,away,36,400869855,2016,14,regular
1,9,0,3,1,31,0,4,2,0,1,7,0,60,0,2,1,15,7-19,1-1,237,120,14-27,4.4,117,46,2.5,9-61,2,0,2,34:40,,,,Texas State,home,14,400869855,2016,14,regular
3,5,0,3,0,113,0,2,9,1,3,6,0,28,4,0,6,16,5-15,1-2,327,85,6-13,6.5,242,53,4.6,7-62,3,2,1,33:55,44,0,2,San Diego State,away,27,400926949,2016,14,regular
0,10,0,2,3,16,0,1,6,2,2,7,0,47,2,0,2,13,2-14,0-3,343,248,14-31,8.0,95,31,3.1,6-45,3,1,2,26:05,2,0,1,Wyoming,home,24,400926949,2016,14,regular
1,,,,0,29,0,2,12,2,1,3,0,39,1,0,3,17,5-14,1-2,240,0,2-5,0.0,240,61,3.9,6-43,2,0,2,38:21,2,0,2,Louisiana,away,30,400869858,2016,14,regular
