rushingTDs,puntReturnYards,puntReturnTDs,puntReturns,passingTDs,kickReturnYards,kickReturnTDs,kickReturns,kickingPoints,fumblesRecovered,totalFumbles,tacklesForLoss,defensiveTDs,tackles,sacks,qbHurries,passesDeflected,firstDowns,thirdDownEff,fourthDownEff,totalYards,netPassingYards,completionAttempts,yardsPerPass,rushingYards,rushingAttempts,yardsPerRushAttempt,totalPenaltiesYards,turnovers,fumblesLost,interceptions,possessionTime,interceptionYards,interceptionTDs,passesIntercepted,team,home_away,points,game_id,season,week,season_type
2,-4,0,2,3,111,0,3,14,0,,6,0,30,0,1,7,23,3-10,0-1,649,552,26-35,15.8,97,30,3.2,8-74,0,0,0,32:15,0,0,2,Western Kentucky,home,46,400869347,2016,1,regular
2,2,0,1,0,89,0,6,2,0,2,3,0,33,0,0,3,21,7-14,0-1,291,186,23-38,4.9,105,33,3.2,10-62,2,0,2,27:45,,,,Rice,away,14,400869347,2016,1,regular
4,0,0,1,0,19,0,2,4,2,0,3,0,42,3,1,3,20,7-17,0-1,392,303,27-47,6.4,89,33,2.7,7-45,1,0,1,37:17,,,,UC Davis,away,28,400869096,2016,1,regular
4,98,0,5,3,153,0,5,5,0,3,8,0,43,2,3,5,21,7-13,0-1,522,271,21-30,9.0,251,37,6.8,8-71,2,2,0,22:43,1,0,1,Oregon,home,53,400869096,2016,1,regular
0,,,,2,34,0,2,3,1,1,10,0,46,2,0,3,16,4-11,0-0,309,269,19-33,8.2,40,19,2.1,4-46,0,0,0,23:44,,,,Maine,away,21,400869503,2016,1,regular
3,,,,0,52,0,3,6,0,2,4,0,23,0,3,2,23,8-15,1-1,362,162,16-23,7.0,200,50,4.0,3-30,1,1,0,36:16,,,,Connecticut,home,24,400869503,2016,1,regular
1,55,0,5,2,,,,6,1,2,9,0,28,3,0,2,19,8-17,1-1,436,298,23-39,7.6,138,37,3.7,6-40,1,1,0,38:50,0,0,1,Utah,home,24,400869091,2016,1,regular
0,12,0,2,0,36,0,2,,1,1,8,0,46,2,0,5,7,2-12,0-0,158,42,6-18,2.3,116,32,3.6,3-20,2,1,1,21:10,,,,Southern Utah,away,0,400869091,2016,1,regular
1,,,,5,44,0,3,9,0,,4,0,48,3,0,0,28,6-11,1-1,606,496,35-41,12.1,110,25,4.4,12-118,1,0,1,27:51,-3,0,1,Eastern Washington,away,45,400869098,2016,1,regular
2,14,0,1,4,122,0,6,6,0,,1,0,41,2,0,1,32,7-12,0-0,515,418,41-52,8.0,97,25,3.9,12-101,1,0,1,32:17,0,0,1,Washington State,home,42,400869098,2016,1,regular
2,6,0,1,0,65,0,3,4,0,,7,0,58,1,0,3,17,5-13,0-0,328,213,20-30,7.1,115,26,4.4,4-20,2,0,2,22:23,,,,Arizona,home,16,400868922,2016,1,regular
1,27,0,1,1,42,0,2,6,1,0,8,0,44,4,0,2,24,7-15,1-1,415,202,21-29,7.0,213,47,4.5,8-65,0,0,0,37:37,1,0,2,BYU,away,18,400868922,2016,1,regular
0,,,,1,20,0,1,7,1,1,5,0,62,3,0,0,16,5-16,0-2,425,369,23-33,11.2,56,34,1.6,11-81,0,0,0,33:34,0,0,1,Northern Arizona,away,13,400869095,2016,1,regular
5,43,0,3,0,84,0,3,12,0,,10,0,49,1,1,2,27,8-14,0-1,456,180,20-27,6.7,276,46,6.0,5-40,2,1,1,26:26,,,,Arizona State,home,44,400869095,2016,1,regular
0,,,,0,112,0,6,,0,,6,0,70,0,1,2,6,1-15,0-0,146,54,9-24,2.3,92,27,3.4,6-30,1,0,1,21:09,1,0,2,Alabama A&M,away,0,400869344,2016,1,regular
1,33,0,4,6,24,0,1,13,0,,3,0,32,7,6,5,35,8-16,1-1,681,435,40-53,8.2,246,40,6.2,9-87,2,0,2,38:51,5,0,1,Middle Tennessee,home,55,400869344,2016,1,regular
2,8,0,1,2,145,0,6,6,0,2,7,0,48,2,0,1,26,7-17,0-1,530,387,37-52,7.4,143,34,4.2,5-50,1,1,0,30:56,,,,Southern Illinois,away,30,400869343,2016,1,regular
3,16,0,2,2,61,0,4,8,1,1,10,0,51,3,2,5,19,8-19,1-1,452,282,23-31,9.1,170,45,3.8,5-45,0,0,0,29:04,,,,Florida Atlantic,home,38,400869343,2016,1,regular
1,5,0,1,3,68,0,3,10,0,1,6,0,37,5,0,1,23,8-14,0-1,572,300,13-27,11.1,272,46,5.9,7-60,1,0,1,31:05,15,0,3,SMU,away,34,400869345,2016,1,regular
1,,,,2,66,0,3,3,0,1,6,0,38,2,0,2,26,6-15,1-3,394,311,32-50,6.2,83,29,2.9,6-68,3,0,3,28:55,37,0,1,North Texas,home,21,400869345,2016,1,regular
1,29,0,4,1,16,0,2,1,3,2,6,0,33,2,0,5,14,2-14,2-2,287,142,13-23,6.2,145,37,3.9,13-79,1,1,0,30:29,0,0,1,Alabama State,away,13,400869349,2016,1,regular
2,20,0,7,2,49,0,2,0,1,4,9,0,40,6,3,2,20,6-13,1-1,449,287,22-33,8.7,162,34,4.8,8-80,4,3,1,29:31,,,,UT San Antonio,home,26,400869349,2016,1,regular
2,,,,0,240,0,9,8,1,3,5,0,39,2,0,1,20,6-22,5-6,292,165,16-41,4.0,127,49,2.6,5-62,4,3,1,37:40,1,0,1,Towson,away,20,400869506,2016,1,regular
4,38,0,5,4,69,0,2,8,3,2,7,0,52,3,0,5,22,6-12,0-0,444,230,13-25,9.2,214,41,5.2,4-42,2,1,1,22:20,49,0,1,South Florida,home,56,400869506,2016,1,regular
0,5,0,1,1,67,0,4,1,2,1,6,0,27,1,1,5,20,9-16,0-1,323,146,12-26,5.6,177,49,3.6,8-67,3,1,2,37:06,0,0,1,UT Martin,away,7,400869502,2016,1,regular
1,,,,2,27,0,2,2,1,2,8,1,29,3,2,5,22,5-13,2-2,400,260,21-34,7.6,140,34,4.1,5-60,3,2,1,22:54,51,1,2,Cincinnati,home,28,400869502,2016,1,regular
1,,,,0,114,0,5,1,1,0,4,0,41,0,2,0,15,7-18,0-0,320,172,13-27,6.4,148,38,3.9,5-31,1,0,1,28:11,,,,Western Carolina,away,7,400869505,2016,1,regular
2,2,0,2,5,44,0,2,10,0,1,6,0,35,0,2,3,28,10-14,0-0,688,413,29-33,12.5,275,38,7.2,3-25,1,1,0,31:49,7,0,1,East Carolina,home,52,400869505,2016,1,regular
0,,,,0,103,0,5,0,2,2,7,0,53,3,3,4,12,4-18,0-0,223,138,16-38,3.6,85,32,2.7,13-138,3,2,1,27:38,,,,South Carolina State,away,0,400869504,2016,1,regular
2,46,0,4,2,47,0,1,14,2,2,3,0,30,0,7,3,27,6-17,3-4,466,265,20-36,7.4,201,54,3.7,5-40,2,2,0,32:22,0,0,1,UCF,home,38,400869504,2016,1,regular
0,26,0,2,1,38,0,4,10,0,1,5,0,44,3,0,0,24,8-18,1-4,464,302,26-45,6.7,162,36,4.5,5-35,1,1,0,30:17,,,,Fordham,away,16,400869509,2016,1,regular
6,18,0,1,1,101,0,4,10,1,2,7,0,49,3,2,2,18,5-10,1-2,550,123,4-4,30.8,427,53,8.1,2-16,0,0,0,29:43,,,,Navy,home,52,400869509,2016,1,regular
1,0,0,1,1,46,0,3,5,1,0,6,0,53,3,1,4,17,4-15,0-0,253,143,19-34,4.2,110,29,3.8,8-80,1,0,1,32:01,7,0,2,Southeast Missouri State,away,17,400869508,2016,1,regular
1,46,0,5,3,63,0,2,9,0,1,8,0,41,2,3,6,27,7-16,0-0,405,295,26-40,7.4,110,33,3.3,4-40,3,1,2,27:59,18,0,1,Memphis,home,35,400869508,2016,1,regular
1,,,,1,156,0,5,9,0,1,3,0,32,1,2,3,25,5-14,0-0,376,137,17-32,4.3,239,46,5.2,4-40,1,0,1,31:27,20,0,2,Southern,away,21,400869809,2016,1,regular
3,0,0,1,2,68,0,4,8,0,2,7,0,44,4,5,6,26,11-17,1-1,533,208,20-33,6.3,325,46,7.1,7-73,2,0,2,28:33,0,0,1,Louisiana Monroe,home,38,400869809,2016,1,regular
0,5,0,1,2,131,0,7,5,1,1,2,0,55,0,0,1,13,4-15,1-2,254,161,14-22,7.3,93,41,2.3,3-23,1,0,1,32:34,,,,Austin Peay,away,17,400869810,2016,1,regular
5,30,0,3,3,78,0,3,9,0,2,9,0,47,1,4,1,29,7-11,0-1,706,323,29-36,9.0,383,43,8.9,14-153,1,1,0,27:26,0,0,1,Troy,home,57,400869810,2016,1,regular
0,,,,0,25,0,3,,1,2,6,0,52,2,0,1,8,1-9,0-0,114,80,10-19,4.2,34,27,1.3,6-68,3,2,1,21:54,0,0,1,Savannah State,away,0,400869808,2016,1,regular
6,19,0,4,2,27,0,1,6,2,3,11,0,28,5,4,2,34,8-12,1-2,605,185,12-15,12.3,420,69,6.1,8-58,2,1,1,38:06,0,0,1,Georgia Southern,home,54,400869808,2016,1,regular
2,101,0,4,4,109,0,4,10,3,1,11,1,47,4,7,4,20,4-13,1-2,464,253,14-29,8.7,211,38,5.6,9-66,1,1,0,23:30,15,1,1,Old Dominion,home,54,400869346,2016,1,regular
2,,,,1,112,0,8,3,1,4,3,0,35,1,1,5,19,6-20,1-3,308,218,20-44,5.0,90,41,2.2,3-38,3,2,1,36:30,,,,Hampton,away,21,400869346,2016,1,regular
4,9,0,1,0,101,0,3,7,0,1,9,0,29,5,0,4,23,3-10,2-3,336,115,12-23,5.0,221,45,4.9,5-55,2,1,1,32:20,,,,New Mexico,away,31,400869186,2016,2,regular
1,4,0,1,2,50,0,2,14,1,0,2,0,19,1,2,4,22,9-17,1-1,307,205,21-35,5.9,102,35,2.9,7-75,0,0,0,27:40,8,0,1,New Mexico State,home,32,400869186,2016,2,regular
1,7,0,2,6,65,0,2,11,2,1,9,1,52,4,0,2,27,5-10,0-0,482,356,27-33,10.8,126,30,4.2,4-30,1,1,0,26:45,46,1,1,Washington,home,59,400869105,2016,2,regular
1,,,,1,73,0,4,2,1,2,4,0,38,2,0,3,17,7-17,3-5,322,218,23-38,5.7,104,38,2.7,4-35,3,2,1,33:15,,,,Idaho,away,14,400869105,2016,2,regular
1,7,0,2,0,41,0,3,4,0,,6,0,56,0,1,1,16,3-12,0-1,300,201,12-26,7.7,99,30,3.3,11-88,1,0,1,26:28,0,0,1,Nevada,away,10,400868947,2016,2,regular
3,39,0,2,2,44,0,2,7,0,1,4,0,36,0,6,3,21,7-15,2-2,444,205,19-27,7.6,239,46,5.2,9-94,1,0,1,33:32,5,0,1,Notre Dame,home,39,400868947,2016,2,regular
1,1,0,1,2,35,0,2,6,2,1,7,0,28,1,0,2,12,6-16,1-1,236,111,11-21,5.3,125,40,3.1,4-18,3,1,2,31:26,91,0,1,Nicholls,away,24,400868984,2016,2,regular
1,48,0,4,1,58,0,4,8,1,2,5,0,25,2,0,2,17,5-13,0-0,373,206,13-23,9.0,167,39,4.3,3-34,3,2,1,28:34,0,0,2,Georgia,home,26,400868984,2016,2,regular
1,,,,0,48,0,2,1,0,1,3,0,40,0,2,3,9,4-12,0-0,149,55,3-14,3.9,94,34,2.8,2-25,4,1,3,22:34,10,0,1,Kentucky,away,7,400868983,2016,2,regular
2,4,0,3,4,32,0,2,9,1,0,7,0,28,4,1,0,28,14-20,1-1,564,320,19-33,9.7,244,50,4.9,6-75,1,0,1,37:26,8,0,4,Florida,home,45,400868983,2016,2,regular
2,,,,1,106,0,5,6,0,5,7,0,34,2,0,3,21,6-13,0-0,400,214,20-28,7.6,186,45,4.1,8-101,5,5,0,31:44,3,0,1,Virginia Tech,away,24,400868989,2016,2,regular
3,14,0,1,3,,,,9,6,1,8,0,50,3,2,2,16,3-13,0-0,330,91,10-19,4.8,239,46,5.2,6-60,1,0,1,28:16,,,,Tennessee,home,45,400868989,2016,2,regular
0,37,0,4,3,14,0,1,9,0,1,11,0,25,4,6,3,24,6-14,0-2,485,195,20-30,6.5,290,45,6.4,6-60,1,0,1,29:55,0,0,1,Mississippi State,home,27,400868987,2016,2,regular
0,,,,2,62,0,3,2,0,1,7,0,34,0,2,3,18,6-17,3-3,243,209,20-39,5.4,34,31,1.1,6-70,2,1,1,30:05,16,0,1,South Carolina,away,14,400868987,2016,2,regular
0,15,0,4,3,81,0,4,6,1,2,8,0,42,2,1,2,25,10-19,0-2,495,399,38-65,6.1,96,21,4.6,9-92,2,1,1,28:58,,,,Middle Tennessee,away,24,400868991,2016,2,regular
5,11,0,2,1,115,0,4,9,1,2,7,0,38,1,7,7,20,4-12,1-2,344,113,15-28,4.0,231,45,5.1,4-40,1,1,0,31:02,59,0,1,Vanderbilt,home,47,400868991,2016,2,regular
0,13,0,2,1,61,0,4,4,3,2,2,0,47,2,5,3,12,6-16,0-1,239,216,19-38,5.7,23,22,1.0,2-16,2,0,2,24:16,,,,Western Kentucky,away,10,400868980,2016,2,regular
2,15,0,2,2,63,0,3,8,0,1,5,1,32,4,5,5,23,9-18,2-2,475,351,25-42,8.4,124,39,3.2,12-84,1,1,0,35:44,61,1,2,Alabama,home,38,400868980,2016,2,regular
1,,,,0,64,0,4,7,0,2,2,0,41,0,1,1,18,6-16,2-3,305,72,5-9,8.0,233,57,4.1,2-25,1,1,0,35:26,0,0,1,Wofford,away,13,400868986,2016,2,regular
1,6,0,1,4,88,0,2,8,1,1,6,0,33,0,2,0,22,10-13,0-0,416,242,22-30,8.1,174,34,5.1,2-25,1,0,1,24:34,,,,Ole Miss,home,38,400868986,2016,2,regular
4,33,0,2,1,155,0,5,8,0,1,5,0,38,1,4,7,25,12-19,1-1,572,377,36-58,6.5,195,32,6.1,9-95,2,1,1,26:53,,,,TCU,home,38,400868981,2016,2,regular
1,35,0,2,3,77,0,4,9,1,0,6,1,45,3,1,5,20,7-16,0-0,403,223,17-29,7.7,180,43,4.2,5-45,0,0,0,33:07,47,1,1,Arkansas,away,41,400868981,2016,2,regular
2,,,,0,25,0,1,2,1,0,5,0,53,1,3,1,14,5-16,2-4,326,260,19-30,8.7,66,35,1.9,10-71,0,0,0,24:18,,,,Arkansas State,away,14,400868982,2016,2,regular
3,8,0,1,3,26,0,2,15,0,2,8,0,35,4,5,3,32,11-15,1-2,706,244,17-23,10.6,462,62,7.5,5-40,1,1,0,35:42,,,,Auburn,home,51,400868982,2016,2,regular
0,5,0,1,1,64,0,5,7,1,0,6,0,18,1,0,4,17,7-17,1-2,368,248,17-35,7.1,120,34,3.5,7-61,1,0,1,33:09,0,0,1,Jacksonville State,away,13,400868985,2016,2,regular
3,59,1,3,1,64,0,4,4,0,1,5,1,27,3,2,4,18,7-11,0-0,371,127,8-19,6.7,244,37,6.6,5-35,2,1,1,26:51,40,0,1,LSU,home,34,400868985,2016,2,regular
0,0,0,1,3,56,0,3,3,0,2,4,0,38,1,0,1,22,9-15,1-2,316,174,21-36,4.8,142,35,4.1,3-39,2,1,1,24:23,17,0,1,Eastern Illinois,away,21,400869271,2016,2,regular
0,,,,2,35,0,3,5,1,0,6,0,38,1,1,4,22,5-12,0-1,397,250,13-22,11.4,147,43,3.4,12-84,1,0,1,35:37,0,0,1,Miami (OH),home,17,400869271,2016,2,regular
0,-19,0,4,2,242,1,8,3,0,2,14,1,58,0,1,8,9,0-9,0-2,232,206,18-29,7.1,26,15,1.7,4-50,3,2,1,16:22,0,0,1,Kansas,home,21,400869277,2016,2,regular
2,0,0,1,1,55,0,3,17,2,0,3,0,31,1,3,2,27,9-22,1-2,496,167,19-36,4.6,329,57,5.8,6-57,1,0,1,43:38,0,0,1,Ohio,away,37,400869277,2016,2,regular
2,10,0,1,3,83,0,4,9,1,3,10,0,48,3,2,5,28,5-16,0-0,407,240,22-42,5.7,167,49,3.4,10-70,4,2,2,31:07,0,0,1,North Carolina A&T,away,39,400869274,2016,2,regular
1,26,0,1,3,95,0,4,12,1,3,8,0,52,3,5,1,15,5-20,0-0,275,182,17-32,5.7,93,46,2.0,10-82,2,1,1,28:53,0,0,2,Kent State,home,36,400869274,2016,2,regular
4,19,0,3,3,62,0,3,10,1,0,6,0,30,4,0,5,32,10-15,0-1,586,292,20-27,10.8,294,55,5.3,3-40,0,0,0,40:52,0,0,1,Wisconsin,home,54,400869268,2016,2,regular
0,54,1,2,0,30,0,3,4,0,2,5,1,52,1,1,3,10,1-10,0-1,224,136,14-25,5.4,88,21,4.2,8-66,2,1,1,19:08,,,,Akron,away,10,400869268,2016,2,regular
0,3,0,3,0,149,0,7,3,1,1,0,0,26,0,1,5,12,5-19,0-1,235,65,9-25,2.6,170,42,4.0,8-65,0,0,0,35:30,0,0,1,Maine,away,3,400869272,2016,2,regular
1,60,1,9,4,50,0,2,9,0,1,13,1,44,1,4,7,17,8-15,1-1,516,329,13-27,12.2,187,33,5.7,8-68,2,1,1,24:30,,,,Toledo,home,45,400869272,2016,2,regular
1,25,0,1,2,74,0,3,3,0,,4,0,51,1,0,1,11,4-15,0-0,315,209,15-29,7.2,106,30,3.5,11-96,0,0,0,25:10,,,,North Carolina Central,away,21,400869275,2016,2,regular
5,115,1,7,4,58,0,3,10,0,2,4,1,42,1,0,3,31,10-14,1-1,614,255,15-23,11.1,359,61,5.9,7-82,0,0,0,34:50,,,,Western Michigan,home,70,400869275,2016,2,regular
0,18,0,3,3,87,0,4,12,2,1,7,0,49,2,0,5,19,2-13,0-2,453,266,17-27,9.9,187,45,4.2,8-69,0,0,0,31:19,0,0,1,Indiana,home,30,400869269,2016,2,regular
0,25,1,5,1,34,0,2,8,0,3,7,1,53,4,0,2,18,6-16,1-2,371,231,15-30,7.7,140,38,3.7,4-25,3,2,1,28:41,,,,Ball State,away,20,400869269,2016,2,regular
2,73,1,3,5,64,0,3,7,0,2,4,2,44,1,3,15,30,9-15,1-1,647,477,27-40,11.9,170,38,4.5,8-75,2,2,0,21:16,64,1,2,Missouri,home,61,400868988,2016,2,regular
2,,,,1,,,,3,2,0,2,0,46,0,1,1,21,11-21,0-1,428,287,23-45,6.4,141,46,3.1,8-61,2,0,2,38:44,,,,Eastern Michigan,away,21,400868988,2016,2,regular
0,36,0,2,3,9,0,1,9,1,0,7,0,50,3,4,5,23,1-11,1-2,338,288,28-44,6.5,50,26,1.9,4-40,1,0,1,24:33,-1,0,1,Oklahoma State,home,27,400869270,2016,2,regular
0,-6,0,1,4,57,0,3,6,0,3,8,0,51,4,2,4,23,8-15,0-0,418,368,31-43,8.6,50,26,1.9,5-60,2,1,1,35:27,0,0,1,Central Michigan,away,30,400869270,2016,2,regular
2,7,0,3,4,58,0,2,12,0,1,8,0,51,2,0,3,34,11-20,0-0,658,365,25-39,9.4,293,50,5.9,8-77,1,1,0,31:08,,,,South Florida,home,48,400869273,2016,2,regular
1,11,0,1,1,92,0,5,5,1,1,6,0,61,0,0,0,19,5-18,1-1,318,161,22-35,4.6,157,41,3.8,4-50,0,0,0,28:52,,,,Northern Illinois,away,17,400869273,2016,2,regular
0,-6,0,1,1,73,0,4,0,0,6,7,0,46,3,0,4,15,2-12,0-1,294,142,7-20,7.1,152,39,3.9,8-51,3,3,0,29:41,4,0,1,Charleston Southern,away,8,400869432,2016,2,regular
3,89,1,1,3,17,0,2,10,3,1,8,1,39,3,3,2,26,8-11,0-0,438,269,26-35,7.7,169,36,4.7,6-60,1,0,1,30:19,,,,Florida State,home,52,400869432,2016,2,regular
0,14,0,3,1,101,0,6,1,0,3,8,0,26,1,0,3,8,2-16,0-0,122,145,11-28,5.2,-23,33,-0.7,5-37,3,2,1,25:59,27,0,1,UMass,home,7,400868958,2016,2,regular
1,56,0,5,2,66,0,2,8,2,1,13,0,32,8,0,5,14,3-15,0-1,344,191,12-22,8.7,153,41,3.7,5-45,1,0,1,34:01,0,0,1,Boston College,away,26,400868958,2016,2,regular
1,4,0,1,2,14,0,1,6,1,2,5,0,39,1,2,6,21,2-15,2-3,386,245,26-45,5.4,141,33,4.3,11-95,3,0,3,33:20,56,0,2,Troy,away,24,400869430,2016,2,regular
0,96,0,4,3,22,0,1,12,0,2,7,0,31,1,2,6,24,8-20,0-1,414,292,27-53,5.5,122,32,3.8,7-71,3,1,2,26:40,13,0,3,Clemson,home,30,400869430,2016,2,regular
3,,,,1,49,0,3,9,1,2,5,0,44,1,1,3,23,7-17,3-3,445,297,33-43,6.9,148,33,4.5,4-36,2,1,1,31:51,,,,East Carolina,home,33,400869435,2016,2,regular
3,2,0,1,1,95,0,6,6,1,2,13,0,48,1,6,3,19,4-11,0-1,502,287,21-32,9.0,215,31,6.9,8-54,1,1,0,28:09,0,0,1,NC State,away,30,400869435,2016,2,regular
2,43,0,3,0,20,0,1,2,1,2,6,0,37,4,2,1,21,5-16,1-1,369,332,31-48,6.9,37,30,1.2,5-22,3,2,1,27:28,3,0,1,Duke,home,14,400869431,2016,2,regular
3,1,0,1,0,8,0,2,6,2,2,10,0,53,5,5,5,13,6-17,0-1,389,150,9-16,9.4,239,49,4.9,4-24,2,1,1,32:32,7,0,1,Wake Forest,away,24,400869431,2016,2,regular
1,,,,0,149,0,5,4,0,,2,0,48,0,1,2,13,4-20,1-3,214,167,18-37,4.5,47,34,1.4,6-45,1,0,1,29:58,6,0,2,Florida Atlantic,away,10,400869719,2016,2,regular
5,23,0,4,0,,,,8,0,1,13,0,48,7,2,4,21,4-11,0-0,470,191,17-31,6.2,279,39,7.2,9-90,2,0,2,30:02,0,0,1,Miami,home,38,400869719,2016,2,regular
0,,,,1,,,,4,2,0,1,0,44,0,0,1,19,10-18,1-2,320,235,25-40,5.9,85,28,3.0,5-45,0,0,0,29:42,,,,Mercer,away,10,400869433,2016,2,regular
5,23,0,2,0,40,0,2,5,0,3,4,0,43,2,0,0,25,6-8,1-1,444,80,5-10,8.0,364,52,7.0,1-10,2,2,0,30:18,,,,Georgia Tech,home,35,400869433,2016,2,regular
1,3,0,1,2,70,0,4,3,1,5,12,0,35,2,0,3,15,7-18,1-2,309,127,17-35,3.6,182,36,5.1,13-99,1,1,0,34:19,,,,Illinois,home,23,400869434,2016,2,regular
4,33,0,3,2,93,0,3,12,1,1,8,0,25,2,2,4,21,5-12,0-0,462,265,19-25,10.6,197,37,5.3,6-46,1,1,0,25:41,,,,North Carolina,away,48,400869434,2016,2,regular
3,3,0,1,3,84,0,3,8,0,1,7,0,50,6,2,4,25,9-15,0-1,632,331,21-31,10.7,301,45,6.7,12-117,0,0,0,28:28,16,0,2,Oregon,home,44,400869104,2016,2,regular
2,14,0,2,2,42,0,1,2,0,,6,0,48,0,2,2,28,6-13,0-1,388,195,21-40,4.9,193,40,4.8,10-102,2,0,2,31:32,,,,Virginia,away,26,400869104,2016,2,regular
1,,,,1,22,0,2,2,1,2,8,0,56,1,0,1,12,1-10,1-2,289,197,16-30,6.6,92,21,4.4,6-55,2,1,1,19:48,,,,Rice,away,14,400868911,2016,2,regular
4,22,0,3,0,25,0,1,7,2,1,5,0,25,3,0,4,23,6-15,2-2,414,66,4-6,11.0,348,69,5.0,5-50,0,0,0,40:12,0,0,1,Army,home,31,400868911,2016,2,regular
1,12,0,3,1,113,0,5,8,0,1,5,1,35,3,0,6,19,4-17,1-1,383,219,21-36,6.1,164,43,3.8,8-79,0,0,0,36:21,61,1,3,North Dakota,away,26,400869276,2016,2,regular
1,8,0,3,3,71,0,5,3,0,,6,0,45,4,3,1,22,5-15,2-3,415,327,24-42,7.8,88,34,2.6,5-40,3,0,3,23:52,,,,Bowling Green,home,27,400869276,2016,2,regular
0,4,0,2,1,77,0,5,7,1,2,4,0,73,0,5,4,21,5-17,0-0,405,229,17-44,5.2,176,38,4.6,4-40,4,1,3,27:42,54,0,2,SMU,away,13,400868877,2016,2,regular
2,8,0,3,2,86,0,4,10,1,4,4,1,45,1,7,7,29,8-22,4-5,536,261,26-48,5.4,275,55,5.0,14-101,3,1,2,32:18,95,1,3,Baylor,home,40,400868877,2016,2,regular
0,25,0,1,2,77,0,4,5,1,1,7,0,52,3,0,1,15,2-14,0-2,350,272,23-37,7.4,78,29,2.7,4-36,1,1,0,29:17,,,,Louisiana Monroe,away,17,400869612,2016,2,regular
3,28,0,4,5,48,0,2,11,1,1,8,0,33,2,2,4,30,4-9,0-0,640,352,26-35,10.1,288,46,6.3,4-30,1,1,0,30:43,,,,Oklahoma,home,59,400869612,2016,2,regular
1,-7,0,1,0,128,0,7,1,1,3,6,0,50,3,1,0,10,3-17,0-0,208,73,14-21,3.5,135,40,3.4,8-78,1,1,0,33:59,,,,UTEP,away,7,400869357,2016,2,regular
1,32,0,4,4,,,,11,1,1,11,0,50,5,1,4,23,3-12,1-1,416,245,23-28,8.8,171,47,3.6,10-115,1,1,0,26:01,,,,Texas,home,41,400869357,2016,2,regular
3,20,0,3,3,34,0,1,6,0,,5,0,35,3,1,7,25,4-10,1-1,435,237,20-30,7.9,198,36,5.5,5-35,0,0,0,32:08,3,0,1,Iowa,home,42,400868888,2016,2,regular
0,,,,0,42,0,2,3,0,,6,0,41,2,2,2,16,3-15,1-2,291,165,14-35,4.7,126,35,3.6,10-73,1,0,1,27:52,,,,Iowa State,away,3,400868888,2016,2,regular
7,14,0,2,2,179,0,8,12,0,1,4,0,44,2,0,1,34,9-16,2-2,652,351,28-37,9.5,301,53,5.7,6-60,0,0,0,36:14,19,0,2,Arizona State,home,68,400869100,2016,2,regular
3,0,0,1,5,,,,7,2,1,5,0,79,0,0,3,28,6-13,1-1,612,540,38-53,10.2,72,22,3.3,9-94,2,0,2,23:46,,,,Texas Tech,away,55,400869100,2016,2,regular
3,21,0,2,1,107,0,4,3,0,1,1,0,61,0,3,4,21,5-14,1-1,405,220,15-32,6.9,185,41,4.5,5-64,1,0,1,31:49,2,0,1,Youngstown State,away,21,400869626,2016,2,regular
0,17,0,2,5,38,0,2,8,0,,4,0,52,0,1,6,30,10-15,0-0,624,389,20-33,11.8,235,46,5.1,6-49,1,0,1,28:11,13,0,1,West Virginia,home,38,400869626,2016,2,regular
0,4,0,1,0,40,0,3,0,1,2,6,0,41,2,1,7,10,5-18,0-1,205,173,14-40,4.3,32,28,1.1,11-95,1,0,1,31:42,0,0,1,Prairie View,away,0,400868990,2016,2,regular
4,76,1,2,3,20,0,1,17,0,2,7,1,30,3,6,11,35,8-16,2-2,672,395,27-49,8.1,277,38,7.3,4-35,2,1,1,28:18,0,0,1,Texas A&M,home,67,400868990,2016,2,regular
7,13,0,5,1,73,0,4,14,1,6,15,0,68,4,1,5,30,7-16,0-0,845,431,21-40,10.8,414,41,10.1,9-100,3,2,1,31:28,0,0,1,Louisville,away,62,400869429,2016,2,regular
1,4,0,2,3,189,0,11,4,2,3,1,0,42,1,1,1,24,10-23,0-1,414,293,27-53,5.5,121,40,3.0,8-55,2,1,1,28:24,50,0,1,Syracuse,home,28,400869429,2016,2,regular
4,61,0,4,1,110,0,5,7,1,5,9,0,47,0,3,1,20,2-10,1-1,406,332,24-35,9.5,74,31,2.4,4-35,4,3,1,24:31,8,0,1,Penn State,away,39,400869436,2016,2,regular
3,1,0,2,3,98,0,3,6,3,2,7,0,54,4,4,2,19,4-12,0-0,432,91,11-15,6.1,341,56,6.1,10-79,2,1,1,35:29,0,0,1,Pittsburgh,home,42,400869436,2016,2,regular
1,121,1,3,4,13,0,1,9,0,1,6,1,38,2,0,7,29,7-13,2-2,422,244,28-37,6.6,178,44,4.0,5-51,1,0,1,32:36,0,0,1,USC,home,45,400869101,2016,2,regular
0,0,0,1,1,43,0,2,1,0,1,9,0,52,2,1,3,13,6-16,1-3,253,204,25-39,5.2,49,26,1.9,5-38,1,0,1,27:24,0,0,1,Utah State,away,7,400869101,2016,2,regular
0,35,0,3,4,48,0,3,4,0,1,5,0,38,0,0,4,26,11-22,2-5,520,480,55-71,6.8,40,20,2.0,10-79,1,0,1,37:58,45,0,3,Washington State,away,28,400869106,2016,2,regular
