fumblesRecovered,rushingTDs,puntReturnYards,puntReturnTDs,puntReturns,passingTDs,kickReturnYards,kickReturnTDs,kickReturns,kickingPoints,interceptionYards,interceptionTDs,passesIntercepted,firstDowns,thirdDownEff,fourthDownEff,totalYards,netPassingYards,completionAttempts,yardsPerPass,rushingYards,rushingAttempts,yardsPerRushAttempt,totalPenaltiesYards,turnovers,fumblesLost,interceptions,possessionTime,team,home_away,points,game_id,season,week,season_type
0,0,22,0,3,3,66,0,3,8,,,,17,2-11,0-1,492,419,20-39,10.7,73,19,3.8,7-65,2,0,2,20:58,Arkansas,home,26,322660008,2012,4,regular
0,0,24,0,2,5,35,0,1,5,11,0,2,26,5-15,1-1,525,397,25-35,11.3,128,39,3.3,10-64,0,0,0,35:39,Rutgers,away,35,322660008,2012,4,regular
0,3,9,0,3,1,55,0,1,7,,,,24,10-17,1-1,440,178,23-30,5.9,262,41,6.4,5-68,3,1,2,30:54,Utah State,away,31,322660036,2012,4,regular
1,0,1,0,2,2,18,0,1,7,0,0,2,18,8-19,2-2,331,224,22-40,5.6,107,34,3.1,4-37,0,0,0,28:50,Colorado State,home,19,322660036,2012,4,regular
0,1,41,0,4,3,63,0,3,13,,,,26,9-17,2-2,509,306,34-48,6.4,203,39,5.2,5-47,3,3,0,34:58,Idaho,home,37,322660070,2012,4,regular
3,1,15,0,1,5,40,0,2,4,,,,22,4-11,1-1,445,365,23-36,10.1,80,30,2.7,3-20,0,0,0,24:28,Wyoming,away,40,322660070,2012,4,regular
2,0,,,,4,253,1,7,8,,,,21,4-10,0-0,367,290,22-32,9.1,77,23,3.3,9-86,2,1,1,21:50,San José State,away,38,322660021,2012,4,regular
1,2,12,0,2,2,113,0,6,10,0,0,1,29,8-17,1-2,484,213,17-29,7.3,271,55,4.9,5-40,2,2,0,47:52,San Diego State,home,34,322660021,2012,4,regular
1,1,6,0,3,1,,,,2,,,,18,4-10,0-1,334,256,22-34,7.5,78,20,3.9,8-60,2,2,0,21:45,New Mexico State,home,14,322660166,2012,4,regular
2,3,9,0,4,0,47,0,2,9,,,,24,5-12,1-1,394,92,11-18,5.1,302,54,5.6,2-15,1,1,0,38:06,New Mexico,away,27,322660166,2012,4,regular
1,4,0,0,1,1,77,0,4,8,,,,21,13-18,1-1,449,250,23-32,7.8,199,40,5.0,6-62,1,0,1,31:41,UNLV,home,38,322662439,2012,4,regular
0,5,,,,0,109,0,4,5,21,0,1,24,7-13,2-4,442,90,3-9,10.0,352,65,5.4,4-24,1,1,0,27:03,Air Force,away,35,322662439,2012,4,regular
0,0,,,,2,,,,2,,,,19,8-18,0-0,382,274,29-44,6.2,108,30,3.6,6-52,1,0,1,26:23,Troy,away,14,322660249,2012,4,regular
0,0,,,,1,,,,1,0,0,1,20,2-14,1-3,422,236,12-29,8.1,186,43,4.3,4-40,0,0,0,33:37,North Texas,home,7,322660249,2012,4,regular
1,2,24,0,3,1,19,0,2,6,2,0,1,19,6-15,0-0,330,253,21-40,6.3,77,30,2.6,6-53,0,0,0,26:42,Western Michigan,home,30,322662711,2012,4,regular
0,0,32,0,3,3,106,0,6,6,,,,24,7-17,0-1,425,333,28-44,7.6,92,34,2.7,7-53,2,1,1,33:18,Connecticut,away,24,322662711,2012,4,regular
2,0,22,0,3,3,37,0,2,7,1,0,1,19,7-15,0-0,363,338,30-43,7.9,25,25,1.0,6-59,0,0,0,28:35,West Virginia,home,31,322660277,2012,4,regular
0,0,25,0,4,3,91,0,4,3,,,,18,7-14,0-1,351,305,20-30,10.2,46,35,1.3,5-31,3,2,1,30:44,Maryland,away,21,322660277,2012,4,regular
0,2,7,0,2,1,155,0,5,3,0,0,2,17,5-10,0-2,326,198,19-26,7.6,128,34,3.8,11-86,1,1,0,31:31,Florida International,home,21,322662229,2012,4,regular
1,2,49,0,3,2,27,0,2,4,,,,21,8-14,1-1,323,194,19-36,5.4,129,31,4.2,5-45,2,0,2,29:37,Louisville,away,28,322662229,2012,4,regular
0,2,,,,2,103,0,4,7,46,0,2,27,8-13,1-1,413,244,24-36,6.8,169,35,4.8,5-65,0,0,0,29:25,Ball State,home,31,322662050,2012,4,regular
0,0,,,,3,39,0,3,7,,,,27,11-16,1-1,518,312,19-30,10.4,206,45,4.6,11-112,2,0,2,29:51,South Florida,away,27,322662050,2012,4,regular
0,1,68,0,6,4,40,0,2,8,,,,28,8-16,2-2,500,323,27-40,8.1,177,44,4.0,3-21,4,3,1,43:25,Duke,home,38,322660150,2012,4,regular
3,1,,,,0,131,0,4,2,4,1,1,9,1-11,0-2,152,81,13-22,3.7,71,28,2.5,8-88,0,0,0,23:00,Memphis,away,14,322660150,2012,4,regular
1,3,1,0,1,3,45,0,2,6,,,,25,9-13,0-1,560,191,15-23,8.3,369,48,7.7,8-95,1,0,1,35:37,Western Kentucky,home,42,322660098,2012,4,regular
0,1,19,0,1,1,181,0,7,5,12,0,1,16,3-10,0-0,264,101,8-17,5.9,163,36,4.5,8-53,1,1,0,23:22,Southern Mississippi,away,17,322660098,2012,4,regular
1,1,25,0,4,2,55,0,2,9,,,,23,8-16,1-1,450,321,27-43,7.5,129,29,4.4,9-91,0,0,0,27:28,North Carolina,home,27,322660153,2012,4,regular
0,0,11,0,3,0,18,0,2,6,,,,13,5-16,1-1,233,124,17-30,4.1,109,33,3.3,5-60,1,1,0,32:07,East Carolina,away,6,322660153,2012,4,regular
1,4,,,,0,10,0,1,3,0,0,1,20,3-10,0-0,347,143,12-20,7.2,204,37,5.5,7-60,0,0,0,26:17,Ohio State,home,29,322660194,2012,4,regular
0,0,42,1,4,0,67,0,3,9,,,,22,7-17,0-1,403,259,28-46,5.6,144,34,4.2,9-99,2,1,1,33:25,UAB,away,15,322660194,2012,4,regular
0,1,5,0,2,1,66,0,3,2,51,2,3,16,9-23,1-2,364,231,26-44,5.3,133,37,3.6,7-88,2,2,0,30:01,Fresno State,away,26,322660202,2012,4,regular
2,1,19,0,3,2,63,0,4,9,,,,17,5-21,2-3,354,228,14-38,6.0,126,43,2.9,1-5,3,0,3,29:19,Tulsa,home,27,322660202,2012,4,regular
1,4,-5,0,4,1,,,,9,8,0,3,25,10-16,0-0,450,146,12-23,6.3,304,53,5.7,5-60,3,3,0,26:10,Ole Miss,away,39,322662655,2012,4,regular
3,0,11,0,2,0,94,0,4,,,,,14,2-16,1-5,159,145,22-41,3.5,14,29,0.5,5-30,4,1,3,33:50,Tulane,home,0,322662655,2012,4,regular
1,1,10,0,3,2,82,0,5,8,0,0,1,20,5-18,4-4,336,259,22-39,6.6,77,33,2.3,10-56,1,1,0,30:56,UTEP,away,26,322660275,2012,4,regular
1,4,7,0,2,1,44,0,3,5,,,,21,2-8,0-0,423,210,12-17,12.4,213,40,5.3,6-64,2,1,1,28:29,Wisconsin,home,37,322660275,2012,4,regular
0,0,23,0,1,1,65,0,3,7,-5,0,1,13,3-12,0-1,237,124,13-26,4.8,113,28,4.0,6-36,0,0,0,22:57,Temple,away,13,322660213,2012,4,regular
0,2,39,0,4,1,0,0,1,6,,,,27,8-15,1-1,491,318,24-36,8.8,173,42,4.1,9-100,1,0,1,36:50,Penn State,home,24,322660213,2012,4,regular
5,2,-8,0,1,4,43,0,2,10,6,0,1,17,3-11,0-0,403,284,15-22,12.9,119,37,3.2,5-39,3,3,0,25:33,Louisiana Tech,away,52,322660356,2012,4,regular
3,2,8,0,1,1,94,0,5,6,,,,20,7-15,0-2,294,205,27-37,5.5,89,41,2.2,4-35,6,5,1,46:52,Illinois,home,24,322660356,2012,4,regular
1,0,35,0,3,1,67,0,3,1,,,,8,2-14,0-2,183,137,13-26,5.3,46,29,1.6,4-40,1,1,0,25:11,Eastern Michigan,away,7,322660127,2012,4,regular
1,1,23,0,5,1,37,0,2,11,,,,21,4-14,0-0,428,159,16-29,5.5,269,44,6.1,3-30,1,1,0,34:27,Michigan State,home,23,322660127,2012,4,regular
1,1,,,,0,,,,7,69,0,5,14,3-9,0-0,239,145,11-19,7.6,94,31,3.0,5-49,2,0,2,26:41,Notre Dame,home,13,322660087,2012,4,regular
0,0,,,,0,87,0,3,6,7,0,2,19,8-15,1-1,299,138,13-25,5.5,161,41,3.9,5-38,6,1,5,33:19,Michigan,away,6,322660087,2012,4,regular
2,0,8,0,1,1,52,0,3,1,1,0,1,14,2-15,0-2,210,179,21-43,4.2,31,29,1.1,5-40,3,1,2,30:07,Idaho State,away,7,322660158,2012,4,regular
1,5,114,1,5,3,64,0,2,13,29,1,2,26,5-11,0-0,569,184,12-18,10.2,385,52,7.4,9-104,3,2,1,29:42,Nebraska,home,73,322660158,2012,4,regular
1,1,0,0,1,2,56,0,2,14,,,,24,4-13,0-0,394,283,26-35,8.1,111,34,3.3,4-25,0,0,0,36:35,Central Michigan,away,32,322662294,2012,4,regular
0,3,-2,0,3,1,94,0,5,7,,,,19,1-8,1-2,430,215,16-25,8.6,215,28,7.7,9-106,1,1,0,23:25,Iowa,home,31,322662294,2012,4,regular
0,1,8,0,2,0,69,0,5,1,,,,13,5-12,0-1,240,189,17-33,5.7,51,23,2.2,9-67,1,1,0,27:30,South Dakota,away,7,322660077,2012,4,regular
1,5,10,0,2,0,,,,8,,,,22,9-14,1-1,408,131,12-15,8.7,277,53,5.2,5-46,0,0,0,32:30,Northwestern,home,38,322660077,2012,4,regular
0,1,0,0,1,0,31,0,1,,,,,13,2-12,2-2,200,61,8-19,3.2,139,39,3.6,8-64,5,2,3,28:00,BYU,away,6,322640068,2012,4,regular
2,0,4,0,4,0,40,0,1,1,42,1,3,13,4-15,0-5,261,145,15-26,5.6,116,40,2.9,7-60,0,0,0,32:00,Boise State,home,7,322640068,2012,4,regular
0,1,,,,3,50,0,3,3,25,0,3,23,6-12,0-2,408,192,12-22,8.7,216,42,5.1,7-55,1,0,1,30:04,Miami (OH),home,27,322660193,2012,4,regular
0,2,1,0,1,0,96,0,3,4,0,0,1,26,11-20,3-5,471,213,19-40,5.3,258,50,5.2,8-88,3,0,3,29:56,UMass,away,16,322660193,2012,4,regular
0,1,,,,2,245,0,10,6,,,,20,6-17,2-4,378,234,22-40,5.8,144,34,4.2,6-45,2,0,2,30:57,Hawai'i,home,24,322660062,2012,4,regular
0,7,57,0,3,2,71,0,4,9,78,1,2,30,8-12,2-2,575,220,14-20,11.0,355,56,6.3,2-24,0,0,0,27:44,Nevada,away,69,322660062,2012,4,regular
0,0,0,0,1,0,148,0,7,3,,,,15,2-14,0-1,337,231,14-25,9.2,106,36,2.9,11-68,1,1,0,27:13,Vanderbilt,away,3,322660061,2012,4,regular
1,5,44,0,4,2,14,0,1,6,,,,27,6-12,0-0,567,265,19-26,10.2,302,47,6.4,7-47,0,0,0,32:00,Georgia,home,48,322660061,2012,4,regular
0,0,1,0,1,0,87,0,4,,0,0,1,12,4-15,0-1,219,60,8-27,2.2,159,32,5.0,7-45,3,0,3,22:19,Kentucky,away,0,322660057,2012,4,regular
0,3,8,0,2,1,,,,8,65,1,3,22,12-17,0-0,403,203,18-27,7.5,200,45,4.4,7-51,1,0,1,37:41,Florida,home,38,322660057,2012,4,regular
1,1,4,0,1,0,77,0,4,14,44,1,1,18,5-15,1-1,344,229,27-49,4.7,115,26,4.4,6-40,3,0,3,28:11,Akron,away,26,322662633,2012,4,regular
0,1,45,0,3,4,54,0,4,17,35,0,3,33,5-14,0-2,633,401,27-43,9.3,232,46,5.0,5-30,2,1,1,31:00,Tennessee,home,47,322662633,2012,4,regular
2,0,,,,1,40,0,2,4,,,,12,2-12,1-2,255,146,18-26,5.6,109,32,3.4,2-20,1,1,0,27:27,Missouri,away,10,322662579,2012,4,regular
1,2,106,0,6,2,58,0,2,7,,,,19,6-12,1-2,396,252,21-23,11.0,144,39,3.7,4-24,2,2,0,32:33,South Carolina,home,31,322662579,2012,4,regular
1,0,,,,1,56,0,3,1,,,,6,1-12,2-2,110,34,7-13,2.6,76,32,2.4,4-30,0,0,0,26:47,Florida Atlantic,away,7,322660333,2012,4,regular
0,1,89,0,6,3,25,0,2,16,,,,25,7-14,2-2,503,247,16-26,9.5,256,47,5.4,3-21,1,1,0,43:08,Alabama,home,40,322660333,2012,4,regular
0,0,3,0,1,1,45,0,3,4,25,0,1,21,5-15,1-1,347,224,22-43,5.2,123,30,4.1,2-20,3,1,2,30:18,South Alabama,away,10,322660344,2012,4,regular
1,3,46,0,5,0,90,0,2,12,113,0,2,15,5-14,0-1,356,200,14-29,6.9,156,37,4.2,6-45,1,0,1,29:14,Mississippi State,home,30,322660344,2012,4,regular
1,1,-5,0,1,0,22,0,1,4,6,0,2,15,6-18,0-0,351,169,15-27,6.3,182,44,4.1,9-80,2,2,0,33:11,LSU,away,12,322660002,2012,4,regular
2,1,0,0,1,0,59,0,2,4,,,,9,2-12,0-1,183,97,13-22,4.4,86,30,2.9,5-37,3,1,2,32:40,Auburn,home,10,322660002,2012,4,regular
0,1,-4,0,2,0,76,0,4,4,,,,14,7-16,0-1,241,131,16-32,4.1,110,35,3.1,11-96,5,3,2,27:53,Norfolk State,away,10,322660195,2012,4,regular
3,1,50,0,5,4,42,0,2,14,20,0,2,19,3-15,1-1,378,199,14-20,9.9,179,48,3.7,7-60,0,0,0,31:54,Ohio,home,44,322660195,2012,4,regular
0,0,0,0,2,1,59,0,3,1,0,0,1,16,3-13,0-1,281,113,5-26,4.3,168,39,4.3,4-50,4,1,3,22:11,Buffalo,home,7,322632084,2012,4,regular
1,2,0,0,1,0,6,0,1,11,27,0,3,19,7-20,1-1,404,165,13-28,5.9,239,53,4.5,10-100,1,0,1,37:26,Kent State,away,23,322632084,2012,4,regular
1,1,1,0,2,3,130,0,6,4,,,,20,6-18,0-3,432,356,30-47,7.6,76,34,2.2,5-43,0,0,0,31:24,Coastal Carolina,away,28,322662649,2012,4,regular
0,2,71,0,6,3,100,0,5,8,,,,18,5-13,0-1,402,290,27-36,8.1,112,31,3.6,7-64,1,1,0,28:12,Toledo,home,38,322662649,2012,4,regular
0,2,,,,0,75,0,3,5,54,1,1,21,4-16,2-4,329,150,11-27,5.6,179,45,4.0,4-21,0,0,0,31:30,Kansas,away,23,322662459,2012,4,regular
0,2,-1,0,1,2,98,0,4,6,,,,22,9-19,1-1,455,235,23-35,6.7,220,46,4.8,6-50,1,0,1,28:30,Northern Illinois,home,30,322662459,2012,4,regular
2,1,,,,4,48,0,3,7,,,,21,7-17,2-2,426,290,22-39,7.4,136,38,3.6,3-30,1,0,1,26:52,Clemson,away,37,322660052,2012,4,regular
0,5,26,0,3,2,185,0,5,7,19,0,1,27,8-13,0-0,667,380,27-35,10.9,287,40,7.2,11-81,2,2,0,35:46,Florida State,home,49,322660052,2012,4,regular
2,2,,,,0,47,0,4,2,,,,12,2-9,0-2,226,27,4-7,3.9,199,41,4.9,4-15,2,1,1,27:13,The Citadel,away,14,322660152,2012,4,regular
1,5,83,1,3,1,49,0,2,10,0,0,1,27,11-14,0-0,515,233,19-25,9.3,282,51,5.5,5-37,2,2,0,32:34,NC State,home,52,322660152,2012,4,regular
0,4,5,0,1,1,85,0,3,7,,,,27,11-17,2-4,506,77,3-6,12.8,429,77,5.6,2-18,1,1,0,33:10,Army,away,37,322660154,2012,4,regular
1,5,12,0,2,2,18,0,1,7,,,,25,6-11,1-1,517,221,15-24,9.2,296,38,7.8,4-34,0,0,0,26:28,Wake Forest,home,49,322660154,2012,4,regular
0,0,0,0,1,0,91,0,5,0,0,0,1,12,4-16,0-3,266,133,14-42,3.2,133,26,5.1,9-74,2,1,1,27:36,Bowling Green,away,0,322660259,2012,4,regular
1,3,45,0,3,2,,,,7,0,0,1,22,6-14,0-0,396,150,12-29,5.2,246,43,5.7,9-60,1,0,1,32:07,Virginia Tech,home,37,322660259,2012,4,regular
1,5,84,0,2,0,93,0,6,4,0,0,1,18,6-13,0-2,419,132,3-8,16.5,287,58,4.9,5-35,0,0,0,29:51,Georgia Tech,home,36,322660059,2012,4,regular
0,3,18,0,2,2,101,0,5,10,,,,30,11-16,0-0,609,436,31-52,8.4,173,32,5.4,8-66,2,1,1,28:57,Miami,away,42,322660059,2012,4,regular
2,0,10,0,2,3,18,0,1,9,56,0,2,18,6-14,1-1,438,305,21-33,9.2,133,31,4.3,12-103,2,1,1,30:01,TCU,home,27,322662628,2012,4,regular
1,0,0,0,2,1,102,0,6,1,0,0,1,16,3-16,2-3,353,189,18-40,4.7,164,31,5.3,4-55,4,2,2,29:30,Virginia,away,7,322662628,2012,4,regular
0,1,,,,1,82,0,3,7,,,,24,4-10,0-0,386,299,28-43,7.0,87,27,3.2,4-25,3,2,1,24:55,Oklahoma,home,19,322660201,2012,4,regular
2,2,,,,0,50,0,2,6,0,0,1,19,7-14,1-1,362,149,13-21,7.1,213,44,4.8,3-24,0,0,0,34:34,Kansas State,away,24,322660201,2012,4,regular
0,4,,,,2,70,0,3,6,14,0,2,31,12-17,1-3,560,298,28-42,7.1,262,43,6.1,8-44,3,2,1,31:53,Louisiana Monroe,home,42,322652433,2012,4,regular
2,2,5,0,1,4,112,0,5,11,14,0,1,32,7-14,4-4,549,380,28-41,9.3,169,47,3.6,6-60,2,0,2,28:07,Baylor,away,47,322652433,2012,4,regular
0,1,3,0,1,1,19,0,1,2,13,0,1,11,3-16,1-1,223,189,17-33,5.7,34,27,1.3,11-90,1,0,1,32:25,South Carolina State,away,14,322660245,2012,4,regular
0,5,246,1,8,3,84,0,2,10,22,1,1,23,8-14,1-2,448,183,17-30,6.1,265,39,6.8,2-20,1,0,1,27:35,Texas A&M,home,70,322660245,2012,4,regular
0,6,,,,2,77,0,4,6,,,,31,10-16,2-2,593,259,28-39,6.6,334,50,6.7,8-68,0,0,0,26:15,Marshall,away,54,322660242,2012,4,regular
0,3,1,0,1,3,128,0,5,15,,,,35,8-16,1-2,647,346,23-43,8.0,301,50,6.0,4-25,0,0,0,33:45,Rice,home,51,322660242,2012,4,regular
2,0,,,,0,116,0,7,0,23,0,1,19,6-17,0-4,332,243,27-52,4.7,89,32,2.8,5-51,5,1,4,26:27,Arizona,away,0,322662483,2012,4,regular
1,2,38,0,2,2,3,0,1,11,99,2,4,25,9-19,1-2,495,267,21-36,7.4,228,53,4.3,8-74,3,2,1,30:54,Oregon,home,49,322662483,2012,4,regular
0,1,6,0,2,2,41,0,2,9,0,0,2,29,5-12,1-2,488,192,22-34,5.6,296,40,7.4,7-65,3,1,2,31:23,USC,home,27,322660030,2012,4,regular
1,0,15,0,2,0,66,0,3,9,0,0,2,21,3-14,1-2,250,173,18-34,5.1,77,36,2.1,7-54,2,0,2,28:13,California,away,9,322660030,2012,4,regular
1,1,,,,1,46,0,2,8,0,0,1,19,2-15,0-1,444,372,27-42,8.9,72,28,2.6,7-56,0,0,0,25:15,UCLA,home,20,322660026,2012,4,regular
0,1,5,0,1,2,,,,9,,,,25,6-15,0-0,501,379,24-35,10.8,122,41,3.0,9-90,2,1,1,34:35,Oregon State,away,27,322660026,2012,4,regular
1,3,3,0,2,2,97,0,5,5,37,0,2,26,8-16,1-2,531,345,29-42,8.2,186,38,4.9,7-63,3,2,1,31:19,Colorado,away,35,322660265,2012,4,regular
2,0,10,0,2,4,139,0,4,10,0,0,1,23,8-18,1-2,451,401,32-60,6.7,50,22,2.3,8-63,3,1,2,27:36,Washington State,home,34,322660265,2012,4,regular
2,1,19,0,2,3,14,0,1,13,2,0,1,24,7-16,0-0,512,372,23-31,12.0,140,43,3.3,8-51,0,0,0,31:04,Arizona State,home,37,322660009,2012,4,regular
0,0,0,0,1,1,48,0,2,1,,,,10,4-14,0-1,209,117,11-16,7.3,92,38,2.4,6-53,3,2,1,28:43,Utah,away,7,322660009,2012,4,regular
1,0,-7,0,1,0,106,0,6,,,,,11,4-17,2-2,130,32,14-27,1.2,98,33,3.0,5-25,2,1,1,31:36,Alcorn State,away,0,322662032,2012,4,regular
1,4,-2,0,1,3,31,0,1,8,23,0,1,30,4-10,3-4,634,238,14-16,14.9,396,56,7.1,5-60,1,1,0,42:16,Arkansas State,home,56,322662032,2012,4,regular
1,2,22,0,1,3,260,0,7,11,0,0,2,17,4-11,0-1,459,301,21-26,11.6,158,35,4.5,9-101,2,2,0,30:44,Texas State,home,41,322660326,2012,4,regular
2,2,5,0,1,3,114,0,6,7,,,,36,8-17,1-2,505,385,44-69,5.6,120,27,4.4,5-40,3,1,2,28:28,Stephen F. Austin,away,37,322660326,2012,4,regular
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northwestern Oklahoma State,away,3,322662636,2012,4,regular
,6,132,0,6,1,25,0,1,8,38,1,1,17,3-8,0-0,445,210,15-17,12.4,235,38,6.2,15-142,1,1,0,28:53,UT San Antonio,home,56,322662636,2012,4,regular
1,0,8,0,1,0,,,,12,0,0,1,24,9-16,0-1,388,280,30-36,7.8,108,42,2.6,4-40,1,0,1,36:19,San José State,away,12,322732426,2012,5,regular
0,0,17,0,1,0,62,0,3,,5,0,1,11,3-13,1-3,144,74,7-13,5.7,70,38,1.8,0-0,2,1,1,23:41,Navy,home,0,322732426,2012,5,regular
1,4,15,0,1,2,70,0,3,6,71,0,2,24,8-12,0-1,516,57,2-5,11.4,459,67,6.9,7-30,2,2,0,27:52,Air Force,home,42,322732005,2012,5,regular
2,1,,,,2,84,0,3,3,,,,22,7-14,1-2,441,312,24-36,8.7,129,34,3.8,11-86,3,1,2,31:25,Colorado State,away,21,322732005,2012,5,regular
2,2,13,0,3,5,79,0,6,8,17,0,3,32,5-10,0-1,646,536,42-55,9.7,110,31,3.5,8-55,4,2,2,31:56,Fresno State,home,52,322730278,2012,5,regular
2,2,,,,2,102,0,7,4,128,2,2,14,4-13,1-2,339,160,13-23,7.0,179,40,4.5,8-68,5,2,3,26:52,San Diego State,away,40,322730278,2012,5,regular
3,1,-2,0,2,3,69,0,3,6,,,,25,8-13,0-1,514,311,24-34,9.1,203,32,6.3,5-27,2,2,0,27:40,Boise State,away,32,322730167,2012,5,regular
2,4,,,,0,48,0,3,3,,,,22,5-10,1-2,368,44,7-12,3.7,324,54,6.0,5-37,3,3,0,32:18,New Mexico,home,29,322730167,2012,5,regular
0,0,5,0,2,4,39,0,1,9,3,0,1,21,7-14,0-0,564,426,22-35,12.2,138,35,3.9,9-123,2,1,1,27:47,Utah State,home,35,322730328,2012,5,regular
1,0,5,0,2,1,68,0,4,7,0,0,1,19,7-19,0-0,305,188,18-39,4.8,117,35,3.3,5-50,1,0,1,31:36,UNLV,away,13,322730328,2012,5,regular
1,4,,,,0,200,0,7,4,-1,0,1,25,6-13,3-5,425,187,18-26,7.2,238,53,4.5,6-56,4,3,1,32:40,Georgia Tech,home,28,322730059,2012,5,regular
3,5,4,0,1,2,73,0,4,7,38,0,1,24,7-11,1-1,510,246,17-23,10.7,264,44,6.0,7-43,2,1,1,26:22,Middle Tennessee,away,49,322730059,2012,5,regular
0,2,,,,0,95,0,4,2,13,0,1,18,8-17,0-3,301,142,21-34,4.2,159,37,4.3,8-61,3,1,2,30:52,Florida Atlantic,home,14,322732226,2012,5,regular
1,0,7,0,2,2,41,0,2,8,0,0,2,15,3-14,0-0,307,251,18-30,8.4,56,30,1.9,4-36,1,0,1,29:08,North Texas,away,20,322732226,2012,5,regular
0,1,0,0,1,1,67,0,3,5,,,,13,6-18,1-3,361,220,13-30,7.3,141,39,3.6,3-30,2,1,1,26:32,Buffalo,away,17,322730041,2012,5,regular
1,2,10,0,1,1,13,0,1,6,-1,0,1,16,4-14,1-1,360,227,15-22,10.3,133,42,3.2,3-14,0,0,0,33:26,Connecticut,home,24,322730041,2012,5,regular
1,1,7,0,1,0,113,0,5,5,23,1,1,13,2-12,0-1,249,25,2-9,2.8,224,48,4.7,2-30,1,1,0,32:23,Southern Mississippi,home,17,322732572,2012,5,regular
1,2,2,0,1,1,69,0,4,3,,,,17,8-14,1-1,269,85,10-14,6.1,184,50,3.7,5-29,2,1,1,24:40,Louisville,away,21,322732572,2012,5,regular
1,1,,,,1,96,0,3,12,0,0,1,20,5-15,0-0,424,242,19-26,9.3,182,41,4.4,6-50,0,0,0,49:05,Florida State,away,30,322730058,2012,5,regular
0,2,18,0,2,0,63,0,4,5,,,,14,5-15,1-2,268,143,17-33,4.3,125,32,3.9,6-48,2,1,1,25:52,South Florida,home,17,322730058,2012,5,regular
1,2,3,0,3,1,114,0,5,6,0,0,1,16,4-13,1-1,402,242,17-30,8.1,160,34,4.7,7-82,3,1,2,29:13,Virginia Tech,away,24,322732132,2012,5,regular
1,0,24,0,4,3,53,0,2,9,2,0,2,24,8-18,1-2,495,392,20-43,9.1,103,32,3.2,8-50,2,1,1,29:57,Cincinnati,home,27,322732132,2012,5,regular
1,1,70,1,3,1,51,0,2,3,,,,16,1-11,1-2,346,257,19-30,8.6,89,29,3.1,5-35,1,0,1,26:34,Missouri,away,21,322732116,2012,5,regular
0,0,-3,0,1,2,27,0,2,4,19,0,1,27,6-18,1-1,395,267,29-45,5.9,128,35,3.7,1-5,1,1,0,33:04,UCF,home,16,322732116,2012,5,regular
1,0,,,,1,171,1,5,4,0,0,3,17,2-13,1-1,302,151,10-30,5.0,151,36,4.2,3-24,4,1,3,26:47,UTEP,away,18,322730151,2012,5,regular
1,3,1,0,1,1,41,0,3,4,53,0,3,25,7-14,0-0,475,258,28-40,6.4,217,39,5.6,7-56,4,1,3,32:58,East Carolina,home,28,322730151,2012,5,regular
2,5,30,0,4,2,133,0,4,7,0,0,1,29,5-13,0-1,478,237,23-39,6.1,241,46,5.2,5-65,2,1,1,31:14,Tulsa,away,49,322730005,2012,5,regular
1,3,59,0,5,3,42,0,2,6,13,0,1,18,4-12,1-1,338,337,20-30,11.2,1,35,0.0,12-115,3,2,1,27:59,UAB,home,42,322730005,2012,5,regular
2,0,-3,0,1,2,97,0,6,2,0,0,1,17,5-16,0-1,343,274,18-36,7.6,69,34,2.0,6-55,1,1,0,30:19,Rice,home,14,322730242,2012,5,regular
1,3,6,0,5,2,29,0,1,5,,,,30,10-15,0-0,608,361,26-43,8.4,247,44,5.6,8-60,3,2,1,38:58,Houston,away,35,322730242,2012,5,regular
1,1,69,0,2,2,94,0,2,6,53,0,5,11,7-21,0-4,156,102,12-28,3.6,54,47,1.1,13-140,2,2,0,35:02,TCU,away,24,322732567,2012,5,regular
2,1,9,0,2,1,70,0,2,4,,,,12,3-14,0-2,220,190,15-40,4.8,30,22,1.4,10-92,6,1,5,24:10,SMU,home,16,322732567,2012,5,regular
1,4,17,0,3,3,49,0,3,9,61,1,3,28,6-10,0-0,553,331,19-28,11.8,222,41,5.4,2-5,2,0,2,31:52,Louisiana Monroe,away,63,322732655,2012,5,regular
0,0,,,,1,100,0,6,4,64,0,2,11,5-18,2-2,151,160,21-45,3.6,-9,21,-0.4,6-62,4,1,3,29:49,Tulane,home,10,322732655,2012,5,regular
1,5,37,0,6,4,33,0,1,12,39,0,4,25,9-15,2-4,575,288,17-26,11.1,287,53,5.4,5-40,2,1,1,30:54,North Carolina,home,66,322730153,2012,5,regular
1,0,-11,0,1,0,187,0,10,,2,0,1,9,4-17,0-0,189,109,19-36,3.0,80,28,2.9,8-58,5,1,4,28:04,Idaho,away,0,322730153,2012,5,regular
0,0,2,0,1,1,66,0,5,7,,,,23,7-18,1-3,335,208,24-41,5.1,127,39,3.3,8-67,2,1,1,29:06,Arkansas State,home,13,322732032,2012,5,regular
1,1,1,0,1,2,108,0,4,8,8,0,1,18,4-11,0-0,321,122,11-19,6.4,199,41,4.9,5-40,0,0,0,30:00,Western Kentucky,away,26,322732032,2012,5,regular
1,1,18,0,3,2,142,0,5,12,,,,24,5-13,0-0,440,181,17-29,6.2,259,46,5.6,6-70,2,2,0,30:30,Nebraska,home,30,322730158,2012,5,regular
