fumblesRecovered,rushingTDs,puntReturnYards,puntReturnTDs,puntReturns,passingTDs,kickingPoints,firstDowns,thirdDownEff,fourthDownEff,totalYards,netPassingYards,completionAttempts,yardsPerPass,rushingYards,rushingAttempts,yardsPerRushAttempt,totalPenaltiesYards,turnovers,fumblesLost,interceptions,possessionTime,interceptionYards,interceptionTDs,passesIntercepted,team,home_away,points,game_id,season,week,season_type
2,5,48,0,4,2,7,23,6-13,3-4,383,125,8-12,9.9,264,60,4.4,0-0,0,0,0,21:30,,,,Southern Mississippi,home,51,242972572,2004,9,regular
1,2,18,0,2,2,10,27,5-15,1-1,513,288,20-30,9.5,229,51,4.5,0-0,1,0,1,20:02,,,,TCU,home,34,242972628,2004,9,regular
0,0,17,0,2,3,9,20,6-17,2-3,377,270,25-44,5.8,121,30,4.0,0-0,1,1,0,15:30,0,0,1,Houston,away,27,242972628,2004,9,regular
0,1,1,0,1,0,,10,1-12,1-2,202,132,11-25,4.5,89,28,3.2,0-0,1,0,1,14:01,,,,Memphis,away,10,242972132,2004,9,regular
0,4,66,0,3,3,7,25,8-14,2-2,424,182,13-18,10.1,242,59,4.1,0-0,0,0,0,22:39,3,0,1,Cincinnati,home,49,242972132,2004,9,regular
1,0,19,0,2,1,3,13,1-11,0-1,203,77,3-21,3.2,136,36,3.8,0-0,2,0,2,15:32,,,,South Florida,away,9,242960097,2004,9,regular
0,4,35,0,4,1,11,31,8-16,1-3,517,349,28-39,8.8,172,41,4.2,0-0,1,1,0,21:08,7,0,2,Louisville,home,41,242960097,2004,9,regular
0,5,43,0,4,2,13,32,4-11,1-1,649,463,23-38,11.8,201,39,5.2,0-0,1,1,0,25:22,,,,UAB,away,55,242972655,2004,9,regular
1,1,75,1,1,6,11,29,8-14,1-1,525,425,36-49,8.5,108,26,4.2,0-0,0,0,0,17:11,,,,Tulane,home,59,242972655,2004,9,regular
1,1,5,0,1,1,2,10,2-15,0-2,303,101,10-22,4.6,202,37,5.5,0-0,1,0,1,15:00,20,0,2,Buffalo,away,14,242970276,2004,9,regular
0,2,79,1,5,4,6,24,9-15,0-0,466,273,20-28,9.8,193,47,4.1,0-0,3,1,2,22:31,13,0,1,Marshall,home,48,242970276,2004,9,regular
1,4,1,0,2,0,4,17,2-12,2-2,422,111,9-22,5.0,311,48,6.5,0-0,4,2,2,18:24,,,,UNLV,away,28,242970254,2004,9,regular
2,3,59,1,6,3,9,23,6-14,0-2,433,175,12-22,6.9,281,46,6.1,0-0,1,1,0,18:16,13,1,2,Utah,home,63,242970254,2004,9,regular
1,2,,,,1,6,20,4-15,0-0,363,170,10-24,6.3,213,47,4.5,0-0,0,0,0,17:47,4,0,1,Air Force,home,24,242972005,2004,9,regular
0,0,1,0,2,4,11,22,3-12,1-2,527,378,21-32,11.1,173,39,4.4,0-0,2,1,1,18:26,,,,BYU,away,41,242972005,2004,9,regular
1,1,32,0,3,0,1,18,6-14,0-3,336,297,26-39,6.6,80,29,2.8,0-0,4,2,2,16:16,0,0,1,Wyoming,away,7,242960036,2004,9,regular
2,2,6,0,2,0,12,21,8-16,0-0,400,167,11-22,7.6,233,50,4.7,0-0,2,1,1,20:03,35,1,2,Colorado State,home,30,242960036,2004,9,regular
0,1,19,0,3,1,5,17,6-15,0-0,220,145,10-17,6.2,114,51,2.2,0-0,1,1,0,20:44,0,0,2,New Mexico,home,19,242970167,2004,9,regular
1,0,27,0,4,,1,15,2-11,1-3,146,217,16-32,5.2,-19,30,-0.6,0-0,2,0,2,15:21,,,,San Diego State,away,9,242970167,2004,9,regular
0,1,13,0,1,1,2,21,7-17,3-8,323,241,28-47,5.0,87,30,2.9,0-0,1,1,0,18:34,11,0,1,Idaho,away,14,242972393,2004,9,regular
1,2,7,0,1,1,10,22,4-12,1-1,368,209,19-27,7.5,165,39,4.2,0-0,1,0,1,18:05,,,,Middle Tennessee,home,34,242972393,2004,9,regular
0,1,7,0,1,2,,23,5-15,3-3,354,277,27-39,6.4,105,34,3.1,0-0,0,0,0,18:17,,,,New Mexico State,away,26,242970249,2004,9,regular
0,2,24,0,3,2,10,17,4-11,0-1,401,148,10-14,9.9,262,43,6.1,0-0,0,0,0,18:23,,,,North Texas,home,36,242970249,2004,9,regular
2,4,65,0,6,1,11,26,5-12,1-1,494,288,24-40,7.2,206,38,5.4,0-0,3,1,2,19:26,22,0,1,Miami (OH),home,43,242970193,2004,9,regular
1,1,9,0,1,0,,7,3-15,0-2,160,106,8-22,3.3,88,34,2.6,0-0,3,2,1,16:20,12,0,2,UCF,away,7,242970193,2004,9,regular
0,0,59,1,4,1,4,15,4-16,2-4,265,217,15-37,5.4,65,30,2.2,0-0,0,0,0,17:35,,,,Ohio,home,16,242970195,2004,9,regular
0,3,9,0,3,2,11,22,11-19,1-1,481,410,30-48,8.4,76,31,2.5,0-0,0,0,0,19:05,,,,Bowling Green,away,41,242970195,2004,9,regular
1,1,79,0,4,4,14,13,5-16,0-0,409,267,17-30,8.6,150,40,3.8,0-0,2,2,0,21:30,47,0,3,UTEP,away,44,242972348,2004,9,regular
2,2,10,0,4,0,9,15,1-14,0-1,343,181,9-28,5.4,192,40,4.8,0-0,4,1,3,17:24,,,,Louisiana Tech,home,27,242972348,2004,9,regular
1,1,55,0,4,1,4,9,5-12,0-0,191,198,17-30,5.8,17,17,1.0,0-0,3,1,2,13:24,,,,Fresno State,away,16,242970068,2004,9,regular
1,2,0,0,2,1,15,19,7-18,3-3,391,236,15-23,9.9,164,55,3.0,0-0,1,1,0,22:20,2,0,2,Boise State,home,33,242970068,2004,9,regular
3,0,16,0,4,0,2,12,2-13,0-1,278,211,12-21,8.6,97,33,2.9,0-0,3,3,0,13:21,,,,Arkansas,home,14,242970008,2004,9,regular
3,0,8,0,7,2,8,21,4-15,0-1,513,397,22-30,12.7,131,47,2.8,0-0,3,3,0,23:19,,,,Georgia,away,20,242970008,2004,9,regular
2,3,73,1,3,1,8,19,8-16,1-2,409,158,15-24,6.6,251,47,5.3,0-0,1,1,0,19:28,0,0,1,Mississippi State,home,38,242970344,2004,9,regular
1,2,6,0,4,2,7,22,2-10,1-1,441,262,20-35,7.4,181,30,6.0,0-0,3,2,1,16:25,,,,Florida,away,31,242970344,2004,9,regular
0,1,5,0,2,0,7,16,5-16,0-0,218,134,14-28,4.0,105,39,2.7,0-0,2,1,1,20:16,0,0,2,Alabama,away,13,242972633,2004,9,regular
1,0,51,0,6,1,5,11,2-12,0-0,195,132,10-22,6.0,63,34,1.9,0-0,2,0,2,15:58,0,0,1,Tennessee,home,17,242972633,2004,9,regular
3,5,23,0,6,0,6,17,4-13,1-2,337,146,11-18,7.1,210,49,4.3,0-0,2,1,1,18:05,,,,Auburn,home,42,242970002,2004,9,regular
1,1,7,0,3,0,4,9,2-17,2-3,110,111,14-26,2.8,37,36,1.0,0-0,3,3,0,18:35,15,0,1,Kentucky,away,10,242970002,2004,9,regular
0,0,,,,1,,19,0-0,0-0,460,276,22-32,8.6,184,40,4.6,8-55,1,1,0,19:01,,,,Eastern Kentucky,away,7,242970238,2004,9,regular
1,2,,,,1,1,19,7-13,0-1,366,166,15-21,7.4,210,38,5.5,0-0,0,0,0,17:39,,,,Vanderbilt,home,19,242970238,2004,9,regular
1,4,-1,0,4,1,12,28,7-16,1-2,509,214,14-31,6.4,312,60,5.2,0-0,4,1,3,20:18,,,,Tulsa,away,48,242972440,2004,9,regular
1,4,6,0,2,2,12,24,4-13,0-0,491,299,20-33,9.1,192,42,4.6,0-0,1,1,0,15:07,30,1,3,Nevada,home,54,242972440,2004,9,regular
1,1,9,0,2,1,8,9,2-14,0-1,150,108,7-17,3.5,90,40,2.3,0-0,0,0,0,17:18,65,0,3,Troy,away,20,242970099,2004,9,regular
0,2,6,0,5,1,6,22,5-15,0-2,386,333,25-38,8.7,57,36,1.6,0-0,4,1,3,19:34,,,,LSU,home,24,242970099,2004,9,regular
3,3,1,0,5,0,5,21,7-17,1-2,376,221,21-38,5.3,176,38,4.6,0-0,2,0,2,18:38,,,,Ball State,away,23,242972006,2004,9,regular
0,2,117,1,4,2,5,26,6-13,0-2,438,256,21-33,7.5,192,43,4.5,0-0,3,3,0,17:08,12,0,2,Akron,home,35,242972006,2004,9,regular
0,1,0,0,1,2,4,24,7-16,0-1,553,397,29-42,9.2,168,42,4.0,0-0,1,1,0,18:08,,,,Central Michigan,away,22,242972649,2004,9,regular
1,1,,,,1,9,23,3-15,3-5,502,375,29-42,8.9,127,32,4.0,0-0,1,0,1,18:03,,,,Toledo,home,27,242972649,2004,9,regular
0,2,18,0,2,6,11,22,9-14,1-1,652,387,17-25,15.5,265,41,6.5,0-0,0,0,0,16:33,13,0,2,Northern Illinois,away,59,242972711,2004,9,regular
0,3,112,1,3,1,8,28,11-18,1-2,494,308,26-45,6.4,204,40,5.1,0-0,2,0,2,20:08,,,,Western Michigan,home,38,242972711,2004,9,regular
1,3,95,1,3,2,10,23,8-12,0-0,449,341,26-40,8.5,108,30,3.6,0-0,2,0,2,19:36,15,0,1,Hawai'i,home,46,242970062,2004,9,regular
0,2,,,,2,4,20,5-15,2-4,397,88,10-24,3.4,315,47,6.7,0-0,2,1,1,17:04,4,0,2,San José State,away,28,242970062,2004,9,regular
0,2,23,0,5,1,6,23,6-16,2-4,470,170,16-38,4.3,306,40,7.7,0-0,1,0,1,17:04,,,,Arkansas State,away,24,242970309,2004,9,regular
0,1,1,0,2,1,9,20,9-19,1-2,414,226,17-29,7.8,188,47,4.0,0-0,0,0,0,19:36,,,,Louisiana,home,27,242970309,2004,9,regular
1,1,11,0,4,0,7,20,3-14,0-4,411,284,18-36,7.2,151,40,3.8,0-0,3,0,3,19:10,,,,Florida Atlantic,home,13,242972226,2004,9,regular
0,1,22,0,4,1,5,16,1-12,0-1,339,202,24-33,6.1,137,31,4.4,0-0,1,1,0,17:13,4,0,3,Louisiana Monroe,away,17,242972226,2004,9,regular
1,0,,,,1,,18,0-0,0-0,314,230,30-50,5.1,59,18,3.3,2-15,1,1,0,17:14,,,,Delaware,away,20,243042426,2004,10,regular
1,4,19,0,3,1,4,22,8-14,1-2,441,105,8-11,8.6,346,60,5.8,0-0,1,1,0,19:27,,,,Navy,home,34,243042426,2004,10,regular
1,0,64,0,5,1,5,20,3-15,0-1,354,330,22-51,6.0,50,23,2.2,0-0,2,0,2,15:15,40,1,1,Florida State,away,17,243040120,2004,10,regular
0,1,21,0,3,1,8,17,7-20,0-0,387,342,21-40,8.3,54,38,1.4,0-0,2,1,1,21:24,3,0,2,Maryland,home,20,243040120,2004,10,regular
3,2,-3,0,3,1,6,20,5-12,0-0,400,126,12-24,5.3,272,50,5.4,0-0,4,2,2,13:23,,,,Wake Forest,home,24,243040154,2004,10,regular
2,0,20,0,3,,10,22,3-14,2-2,423,313,28-45,6.7,123,32,3.8,0-0,3,3,0,19:45,0,0,2,Duke,away,22,243040154,2004,10,regular
0,2,0,0,1,2,4,21,5-11,0-1,415,338,20-35,9.7,77,23,3.3,0-0,0,0,0,14:36,61,0,1,Miami,away,28,243040153,2004,10,regular
0,2,3,0,1,2,7,30,6-14,1-1,545,269,21-29,9.2,279,50,5.6,0-0,1,0,1,22:04,,,,North Carolina,home,31,243040153,2004,10,regular
1,1,2,0,2,1,8,23,7-15,1-2,381,263,24-45,5.7,126,35,3.6,0-0,6,1,5,18:50,,,,NC State,away,20,243040228,2004,10,regular
1,0,37,0,3,1,14,16,8-17,0-0,267,206,15-34,5.4,82,34,2.4,0-0,1,1,0,17:39,84,1,5,Clemson,home,26,243040228,2004,10,regular
0,1,22,0,3,4,13,27,6-18,0-0,496,310,24-35,7.8,223,44,5.1,0-0,1,1,0,16:43,,,,Michigan,home,45,243040130,2004,10,regular
1,4,35,0,4,0,13,25,6-19,0-1,535,171,18-26,6.4,368,57,6.5,0-0,0,0,0,19:56,,,,Michigan State,away,37,243040130,2004,10,regular
1,1,16,0,4,2,3,19,6-17,1-1,319,270,24-34,7.1,76,36,2.1,0-0,1,0,1,21:09,24,0,1,Iowa,away,23,243040356,2004,10,regular
0,0,,,,2,1,16,4-14,2-3,268,210,22-42,5.0,58,25,2.3,0-0,2,1,1,15:30,,,,Illinois,home,13,243040356,2004,10,regular
3,1,-16,0,1,0,4,18,8-18,1-2,246,86,7-22,3.1,177,50,3.5,0-0,2,0,2,20:03,,,,Penn State,away,10,243040194,2004,10,regular
0,1,29,0,3,0,3,13,7-12,0-0,202,81,6-8,7.4,143,44,3.3,0-0,3,3,0,16:14,59,1,2,Ohio State,home,21,243040194,2004,10,regular
0,0,3,0,2,2,4,23,6-16,1-1,399,165,13-26,6.2,238,51,4.7,0-0,0,0,0,19:32,42,1,1,Indiana,home,30,243040084,2004,10,regular
0,1,0,0,4,2,3,16,6-16,0-2,351,182,11-30,6.1,169,41,4.1,0-0,1,0,1,16:01,,,,Minnesota,away,21,243040084,2004,10,regular
1,2,11,0,2,0,1,14,6-17,0-0,278,150,11-30,4.9,130,33,3.9,0-0,0,0,0,15:34,12,0,1,Northwestern,home,13,243040077,2004,10,regular
0,0,5,0,2,1,4,20,8-18,0-1,332,219,20-42,5.0,122,41,3.0,0-0,2,1,1,21:06,,,,Purdue,away,10,243040077,2004,10,regular
2,0,19,0,3,1,0,11,5-18,1-1,156,195,17-40,4.1,-9,25,-0.4,0-0,5,4,1,13:05,28,1,1,Washington State,home,12,243040265,2004,10,regular
4,3,94,1,5,2,6,26,5-15,1-1,421,249,23-30,7.8,186,54,3.4,0-0,3,2,1,23:34,0,0,1,USC,away,42,243040265,2004,10,regular
1,0,0,0,3,0,,17,9-20,0-3,307,236,24-46,4.9,83,33,2.5,0-0,3,0,3,19:00,0,0,1,Stanford,away,0,243040026,2004,10,regular
0,1,99,1,4,1,3,18,3-13,0-1,423,178,17-28,6.3,246,36,6.8,0-0,2,1,1,17:00,21,0,2,UCLA,home,21,243040026,2004,10,regular
4,1,27,0,4,2,7,22,9-19,0-0,292,150,21-35,3.8,158,41,3.9,0-0,2,1,1,22:38,28,1,4,Oregon,home,31,243042483,2004,10,regular
1,0,18,0,7,0,6,14,5-15,0-1,256,221,14-36,5.9,45,30,1.5,0-0,8,4,4,14:18,0,0,1,Washington,away,6,243042483,2004,10,regular
5,1,14,0,3,1,9,19,9-19,0-0,399,179,15-29,5.7,234,43,5.4,0-0,0,0,0,21:38,58,1,1,California,home,27,243040025,2004,10,regular
0,0,1,0,2,0,0,16,4-15,2-3,363,255,25-41,5.8,125,25,5.0,0-0,6,5,1,15:02,,,,Arizona State,away,0,243040025,2004,10,regular
2,2,0,0,5,2,4,18,3-13,0-1,310,269,17-31,8.0,61,37,1.6,0-0,1,1,0,16:42,-1,0,2,Oregon State,away,28,243040012,2004,10,regular
1,1,0,0,1,,2,17,3-15,2-3,331,249,19-38,6.2,96,34,2.8,0-0,4,2,2,19:39,,,,Arizona,home,14,243040012,2004,10,regular
2,0,12,0,2,3,6,17,4-12,0-1,446,307,18-31,9.8,142,33,4.3,0-0,3,2,1,17:02,63,1,2,Virginia Tech,away,34,243020059,2004,10,regular
2,1,31,0,4,1,8,19,6-14,0-0,345,202,14-29,6.2,166,40,4.2,0-0,4,2,2,19:07,8,0,1,Georgia Tech,home,20,243020059,2004,10,regular
0,1,21,0,1,3,6,35,5-13,1-3,566,482,39-51,8.7,121,35,3.5,0-0,6,4,2,22:12,,,,Connecticut,away,30,243040183,2004,10,regular
4,3,,,,2,6,18,5-10,0-0,406,125,11-19,6.6,281,37,7.6,0-0,0,0,0,14:28,62,1,2,Syracuse,home,42,243040183,2004,10,regular
2,2,17,0,1,2,5,18,3-12,1-1,432,179,9-14,11.8,267,54,4.9,0-0,0,0,0,17:40,4,0,2,West Virginia,away,35,243040164,2004,10,regular
0,1,0,0,1,3,6,26,9-18,2-2,411,339,35-46,7.0,87,39,2.2,0-0,4,2,2,18:36,,,,Rutgers,home,30,243040164,2004,10,regular
0,0,15,0,3,0,3,19,7-24,1-4,328,307,24-56,4.9,51,35,1.5,0-0,2,1,1,19:32,,,,Missouri,away,3,243040158,2004,10,regular
1,2,57,1,7,0,6,8,0-14,0-1,235,56,4-17,1.5,209,41,5.1,0-0,0,0,0,17:34,0,0,1,Nebraska,home,24,243040158,2004,10,regular
2,4,29,0,5,0,7,23,7-16,2-3,397,88,8-15,4.7,326,66,4.9,0-0,2,0,2,23:19,29,0,2,Texas,away,31,243040038,2004,10,regular
0,0,4,0,3,0,1,13,1-11,1-2,221,238,21-37,5.9,3,18,0.2,0-0,4,2,2,13:15,42,1,2,Colorado,home,7,243040038,2004,10,regular
0,2,103,1,2,2,5,24,8-13,0-0,417,359,27-39,8.4,91,29,3.1,0-0,0,0,0,17:35,24,0,1,Texas Tech,away,35,243042306,2004,10,regular
0,3,,,,0,5,23,7-16,1-1,415,255,26-42,5.9,167,34,4.9,0-0,1,0,1,19:38,,,,Kansas State,home,25,243042306,2004,10,regular
2,0,45,0,3,0,7,13,7-20,1-2,192,56,9-19,2.7,141,54,2.6,0-0,1,0,1,21:22,25,0,3,Iowa State,home,13,243040066,2004,10,regular
0,0,40,0,4,1,1,13,3-15,2-3,208,162,14-31,4.1,80,34,2.4,0-0,5,2,3,15:12,17,0,1,Kansas,away,7,243040066,2004,10,regular
2,0,83,0,5,4,9,17,7-19,1-1,339,266,32-50,5.2,77,24,3.2,0-0,1,1,0,17:22,12,0,1,Baylor,home,35,243040239,2004,10,regular
1,1,7,0,3,3,10,24,7-16,0-0,461,320,21-32,9.1,170,42,4.0,0-0,3,2,1,19:09,,,,Texas A&M,away,34,243040239,2004,10,regular
2,3,5,0,2,1,5,17,5-13,0-0,357,223,8-20,10.4,150,41,3.7,0-0,0,0,0,17:30,,,,Oklahoma State,home,35,243040197,2004,10,regular
0,1,64,1,4,3,8,20,7-16,1-2,488,230,14-26,8.5,267,45,5.9,0-0,2,2,0,19:10,,,,Oklahoma,away,38,243040197,2004,10,regular
0,0,,,,0,3,18,4-14,0-0,250,218,19-37,5.0,65,30,2.2,0-0,4,2,2,17:27,7,0,1,Tulane,away,3,243040248,2004,10,regular
2,2,12,0,2,0,6,19,9-17,0-0,450,274,14-24,11.1,183,45,4.1,0-0,1,0,1,19:13,55,0,2,Houston,home,24,243040248,2004,10,regular
0,0,26,0,2,1,4,18,3-15,1-1,367,244,15-33,6.7,146,35,4.2,0-0,1,0,1,15:41,,,,TCU,away,10,243042132,2004,10,regular
0,2,6,0,2,1,3,19,7-18,1-2,410,155,13-26,6.0,255,48,5.3,0-0,0,0,0,20:59,0,0,1,Cincinnati,home,21,243042132,2004,10,regular
0,2,18,0,4,1,4,18,5-12,1-2,425,230,17-30,7.7,195,31,6.3,0-0,3,1,2,15:20,,,,Army,away,28,243040151,2004,10,regular
1,2,79,0,4,3,8,28,12-20,1-2,462,304,26-36,7.9,177,47,3.8,0-0,0,0,0,21:00,28,0,2,East Carolina,home,38,243040151,2004,10,regular
0,0,6,0,3,0,,9,3-13,0-0,104,78,7-14,3.9,49,35,1.4,0-0,2,1,1,16:11,27,0,1,UCF,away,3,243040276,2004,10,regular
1,0,31,0,4,1,8,21,5-16,2-3,331,167,19-35,4.4,176,42,4.2,0-0,1,0,1,20:12,38,1,1,Marshall,home,20,243040276,2004,10,regular
1,0,,,,,4,23,5-14,2-3,414,267,21-43,5.9,162,33,4.9,0-0,2,0,2,16:16,,,,San Diego State,home,28,243040021,2004,10,regular
0,1,54,0,4,5,15,29,8-14,0-1,548,385,25-36,10.4,173,44,3.9,0-0,1,1,0,20:24,36,0,2,Utah,away,51,243040021,2004,10,regular
3,1,49,0,2,1,14,14,2-14,0-1,291,116,7-17,6.5,181,45,4.0,0-0,0,0,0,18:00,32,0,1,New Mexico,away,26,243040036,2004,10,regular
0,0,12,0,4,2,5,22,8-17,0-1,320,319,20-37,7.7,35,34,1.0,0-0,4,3,1,18:38,,,,Colorado State,home,17,243040036,2004,10,regular
0,3,4,0,2,1,2,24,7-13,1-1,420,189,10-21,9.0,231,48,4.8,0-0,2,1,1,13:03,,,,Air Force,away,26,243042751,2004,10,regular
1,3,36,0,1,2,11,31,11-18,1-2,559,269,20-29,9.2,291,59,4.9,0-0,0,0,0,23:37,1,0,1,Wyoming,home,43,243042751,2004,10,regular
1,0,21,0,1,0,,11,1-12,0-1,156,172,18-27,4.7,30,26,1.2,0-0,0,0,0,17:12,,,,Utah State,away,0,243042393,2004,10,regular
0,1,62,0,6,2,3,18,8-17,1-2,403,325,22-32,9.9,86,35,2.5,0-0,1,1,0,19:28,,,,Middle Tennessee,home,21,243042393,2004,10,regular
2,3,1,0,1,1,6,30,5-13,2-3,457,233,23-45,5.2,224,46,4.9,0-0,3,1,2,20:38,,,,Louisiana Monroe,away,30,243040249,2004,10,regular
1,3,85,1,1,2,9,23,3-11,0-0,351,145,8-13,11.2,206,49,4.2,0-0,2,2,0,16:02,40,0,2,North Texas,home,45,243040249,2004,10,regular
0,4,,,,0,7,22,4-9,0-2,498,180,15-27,6.7,318,33,9.6,0-0,4,0,4,15:41,0,0,1,Florida International,away,31,243040166,2004,10,regular
0,1,,,,4,,32,9-13,0-1,646,437,29-37,11.6,217,39,5.6,0-0,1,0,1,20:57,120,2,4,New Mexico State,home,56,243040166,2004,10,regular
3,3,107,1,6,0,11,18,4-13,1-1,328,91,3-15,3.2,280,48,5.8,0-0,1,0,1,17:09,66,1,5,Troy,home,47,243042653,2004,10,regular
0,0,14,0,3,1,1,17,7-20,1-1,342,297,18-42,6.2,81,37,2.2,0-0,8,3,5,16:19,0,0,1,Idaho,away,7,243042653,2004,10,regular
0,1,4,0,2,1,8,22,3-14,3-4,433,401,25-52,7.5,45,27,1.7,0-0,4,3,1,16:07,,,,Eastern Michigan,away,20,243040189,2004,10,regular
3,1,9,0,1,3,11,34,4-13,1-1,501,355,30-44,7.6,168,39,4.3,0-0,0,0,0,19:42,0,0,1,Bowling Green,home,41,243040189,2004,10,regular
0,0,2,0,2,0,3,16,6-17,2-3,300,237,26-55,4.1,73,21,3.5,0-0,6,1,5,18:59,,,,Hawai'i,away,3,243030068,2004,10,regular
1,8,77,0,5,0,15,25,3-10,0-1,589,164,11-19,8.6,425,50,8.5,0-0,0,0,0,17:27,98,1,5,Boise State,home,69,243030068,2004,10,regular
1,1,28,0,4,2,6,22,6-14,0-0,458,275,22-35,7.1,211,35,6.0,0-0,0,0,0,19:25,,,,Florida,away,24,243040061,2004,10,regular
0,1,46,0,4,3,7,21,4-12,2-2,405,255,15-23,11.1,150,38,3.9,0-0,1,1,0,17:14,,,,Georgia,home,31,243040061,2004,10,regular
0,1,20,0,4,2,9,30,6-16,0-1,567,375,34-49,7.0,226,37,6.1,0-0,3,0,3,22:59,1,0,1,South Carolina,home,29,243042579,2004,10,regular
0,2,0,0,1,3,5,14,5-13,0-0,412,186,11-20,8.3,246,36,6.8,0-0,1,0,1,13:34,21,0,3,Tennessee,away,43,243042579,2004,10,regular
0,1,3,0,4,0,8,19,3-13,0-1,419,88,7-18,4.4,340,49,6.9,0-0,3,1,2,17:50,35,1,1,Mississippi State,home,22,243040344,2004,10,regular
1,1,15,0,2,0,1,14,3-16,1-3,251,180,17-33,5.1,84,35,2.4,0-0,1,0,1,18:38,20,0,2,Kentucky,away,7,243040344,2004,10,regular
3,1,90,1,5,1,6,17,1-8,1-1,375,109,6-11,9.3,273,44,6.2,0-0,2,2,0,15:38,,,,LSU,home,24,243040099,2004,10,regular
2,1,7,0,2,0,1,15,6-16,0-1,289,207,17-29,6.4,103,39,2.6,0-0,3,3,0,20:32,,,,Vanderbilt,away,7,243040099,2004,10,regular
2,4,71,0,6,1,5,18,3-11,0-1,439,234,11-22,10.6,205,39,5.3,0-0,2,1,1,14:37,0,0,1,Auburn,away,35,243040145,2004,10,regular
1,0,-7,0,4,2,2,20,4-14,0-2,433,323,18-30,9.5,147,42,3.5,0-0,3,2,1,22:03,0,0,1,Ole Miss,home,14,243040145,2004,10,regular
0,5,28,0,3,1,6,21,7-15,1-4,428,150,18-26,5.8,278,43,6.5,0-0,0,0,0,18:43,32,0,3,Kent State,home,42,243042309,2004,10,regular
0,1,,,,1,4,17,4-14,1-3,347,249,15-28,7.8,129,39,3.3,0-0,3,0,3,17:22,,,,Ohio,away,16,243042309,2004,10,regular
2,1,,,,1,6,21,7-18,0-0,371,205,21-39,5.3,166,40,4.2,0-0,1,0,1,17:32,0,0,1,Central Michigan,home,24,243042117,2004,10,regular
0,1,55,0,5,2,3,20,4-13,0-0,381,266,19-31,8.3,125,42,3.0,0-0,3,2,1,19:07,0,0,1,Western Michigan,away,21,243042117,2004,10,regular
0,4,55,0,4,1,8,22,5-14,0-0,515,156,7-18,7.9,373,53,7.0,0-0,0,0,0,16:02,,,,Northern Illinois,away,38,243042050,2004,10,regular
0,1,11,0,3,2,7,26,11-23,2-2,398,257,31-48,5.1,154,44,3.5,0-0,0,0,0,20:39,,,,Ball State,home,31,243042050,2004,10,regular
3,2,,,,2,8,14,4-10,1-1,372,238,17-23,9.9,144,31,4.6,0-0,2,0,2,15:09,64,0,2,UTEP,away,38,243040023,2004,10,regular
0,3,4,0,1,0,2,24,4-15,3-4,305,210,15-29,6.0,132,49,2.7,0-0,5,3,2,21:31,23,0,1,San José State,home,20,243040023,2004,10,regular
0,0,8,0,2,0,,17,8-16,1-3,356,261,16-29,8.1,121,39,3.1,0-0,4,2,2,18:23,,,,SMU,away,0,243040278,2004,10,regular
2,3,0,0,1,3,6,23,7-11,0-0,465,203,15-23,8.5,269,41,6.6,0-0,0,0,0,17:25,5,0,1,Fresno State,home,42,243040278,2004,10,regular
1,2,0,0,2,0,10,19,4-14,2-6,359,143,9-19,7.3,220,49,4.5,0-0,1,0,1,17:06,-3,0,1,Rice,away,22,243040202,2004,10,regular
0,3,,,,1,7,20,4-11,1-1,421,224,12-17,12.4,210,47,4.5,0-0,2,1,1,19:17,0,0,1,Tulsa,home,39,243040202,2004,10,regular
1,2,3,0,1,4,6,23,4-10,0-1,538,328,18-19,17.0,215,43,5.0,0-0,0,0,0,19:39,16,0,1,Tulane,home,42,243112655,2004,11,regular
0,1,16,0,2,0,4,17,6-16,1-4,312,58,4-17,2.9,262,56,4.7,0-0,2,1,1,17:01,,,,Navy,away,10,243112655,2004,11,regular
1,2,27,0,2,0,,26,6-14,1-2,409,115,10-17,6.7,295,61,4.8,0-0,2,1,1,23:21,8,0,2,Virginia,home,16,243110258,2004,11,regular
1,0,15,0,2,0,,7,2-12,1-4,214,183,12-23,7.1,51,27,1.9,0-0,3,1,2,13:19,11,0,1,Maryland,away,0,243110258,2004,11,regular
3,1,41,0,5,1,17,20,0-11,1-2,494,314,20-30,10.5,180,31,5.8,0-0,1,0,1,15:06,0,0,3,Florida State,home,29,243110052,2004,11,regular
0,1,0,0,3,0,1,14,6-15,2-3,230,191,21-33,5.1,61,33,1.8,0-0,6,3,3,20:38,26,0,1,Duke,away,7,243110052,2004,11,regular
0,3,9,0,2,0,9,23,4-11,0-0,370,122,7-18,5.6,270,51,5.3,0-0,0,0,0,22:03,11,0,1,Virginia Tech,away,27,243110153,2004,11,regular
0,1,44,0,2,1,6,13,4-10,0-0,296,187,14-21,7.9,131,26,5.0,0-0,1,0,1,14:38,,,,North Carolina,home,24,243110153,2004,11,regular
0,2,17,0,4,0,5,21,5-19,1-1,346,260,22-46,5.3,101,38,2.7,0-0,1,1,0,18:47,0,0,1,Miami,home,17,243112390,2004,11,regular
1,3,63,0,7,0,6,18,6-19,1-1,371,273,21-37,7.0,113,36,3.1,0-0,1,0,1,17:47,,,,Clemson,away,24,243112390,2004,11,regular
0,0,53,0,6,2,6,13,4-16,0-1,269,93,9-28,3.3,178,33,5.4,0-0,3,0,3,17:27,61,1,3,Georgia Tech,away,24,243110152,2004,11,regular
