fumblesRecovered,rushingTDs,puntReturnYards,puntReturnTDs,puntReturns,passingTDs,kickingPoints,firstDowns,thirdDownEff,fourthDownEff,totalYards,netPassingYards,completionAttempts,yardsPerPass,rushingYards,rushingAttempts,yardsPerRushAttempt,totalPenaltiesYards,turnovers,fumblesLost,interceptions,possessionTime,interceptionYards,interceptionTDs,passesIntercepted,team,home_away,points,game_id,season,week,season_type
4,3,192,2,8,1,12,17,2-10,0-0,351,180,12-22,7.6,184,35,5.3,0-0,1,0,1,16:32,,,,Miami,home,48,242622390,2004,4,regular
2,1,21,0,2,2,7,17,3-11,0-0,291,250,16-33,7.1,56,28,2.0,0-0,2,0,2,15:04,30,0,2,UTEP,home,31,242622638,2004,4,regular
0,4,122,0,7,2,11,29,6-12,0-1,567,412,26-37,10.6,175,49,3.6,0-0,4,2,2,21:07,0,0,2,Boise State,away,47,242622638,2004,4,regular
0,1,11,0,3,3,6,27,6-12,2-2,403,238,19-30,7.7,171,44,3.9,0-0,4,3,1,19:08,0,0,1,Tennessee,home,30,242622633,2004,4,regular
3,1,4,0,2,3,4,20,9-15,0-0,421,299,22-31,9.2,135,35,3.9,0-0,1,0,1,17:14,20,0,1,Florida,away,28,242622633,2004,4,regular
1,2,0,0,2,0,14,21,6-17,0-0,365,202,23-36,5.4,170,39,4.4,0-0,1,1,0,19:08,23,0,1,Ole Miss,home,26,242620145,2004,4,regular
1,2,11,0,3,1,5,18,4-13,0-2,314,175,9-17,7.7,183,47,3.9,0-0,2,1,1,17:31,,,,Vanderbilt,away,23,242620145,2004,4,regular
2,0,,,,0,,10,0-0,0-0,191,107,8-24,4.5,83,30,2.8,2-14,5,3,2,15:29,,,,Western Carolina,away,0,242620333,2004,4,regular
3,3,30,1,4,3,10,21,6-14,1-1,478,239,20-31,7.5,247,42,5.9,0-0,2,2,0,21:11,3,0,2,Alabama,home,52,242620333,2004,4,regular
2,0,,,,1,,10,0-0,0-0,226,123,10-19,6.5,102,37,2.8,4-24,2,0,2,17:19,,,,Maine,away,9,242620344,2004,4,regular
0,0,27,0,4,1,1,20,4-14,0-0,374,266,21-35,7.1,124,37,3.4,0-0,3,2,1,19:18,35,0,2,Mississippi State,home,7,242620344,2004,4,regular
1,1,7,0,2,1,8,17,7-16,0-1,396,332,15-34,8.9,93,34,2.7,0-0,4,1,3,18:36,22,0,1,Louisiana Monroe,home,20,242622433,2004,4,regular
1,3,16,0,2,0,7,27,5-12,0-1,571,282,19-29,9.7,289,44,6.6,0-0,2,1,1,18:08,0,0,3,Arkansas,away,49,242622433,2004,4,regular
0,1,1,0,3,0,7,15,5-17,0-2,288,112,11-28,3.8,183,43,4.3,0-0,2,0,2,18:35,0,0,1,Buffalo,away,13,242622440,2004,4,regular
0,3,34,0,4,2,8,21,6-16,1-3,441,242,16-32,7.3,207,46,4.5,0-0,1,0,1,17:30,5,0,2,Nevada,home,38,242622440,2004,4,regular
1,0,-4,0,4,1,3,18,6-15,0-0,308,193,12-28,6.0,140,39,3.6,0-0,3,2,1,18:20,,,,LSU,away,9,242620002,2004,4,regular
2,0,12,0,3,1,4,16,4-13,1-2,301,184,16-27,6.3,131,34,3.9,0-0,1,1,0,18:20,5,0,1,Auburn,home,10,242620002,2004,4,regular
2,1,1,0,3,2,2,17,6-18,1-1,262,306,23-39,6.5,9,34,0.3,0-0,1,1,0,18:46,-1,0,1,Ohio,away,20,242620193,2004,4,regular
1,2,90,1,4,2,8,21,4-12,2-2,414,269,21-32,8.4,146,36,4.1,0-0,3,2,1,19:11,,,,Miami (OH),home,40,242620193,2004,4,regular
1,1,,,,3,6,34,11-19,2-4,538,314,25-50,6.3,224,46,4.9,0-0,2,0,2,18:26,,,,Eastern Michigan,home,32,242622199,2004,4,regular
0,3,,,,3,6,22,4-13,3-5,542,349,22-27,12.5,204,47,4.3,0-0,1,1,0,18:15,21,0,2,Toledo,away,42,242622199,2004,4,regular
0,0,,,,0,,23,0-0,0-0,391,303,32-52,5.8,87,30,2.9,9-83,1,0,1,18:54,,,,Southeast Missouri State,away,27,242622117,2004,4,regular
0,3,91,1,2,2,8,25,7-16,1-1,498,303,17-33,9.2,195,42,4.6,0-0,0,0,0,17:45,0,0,1,Central Michigan,home,44,242622117,2004,4,regular
5,1,,,,0,4,17,0-0,0-0,291,-2,5-20,1.5,261,54,4.8,7-44,2,0,2,21:32,,,,Morgan State,away,28,242620023,2004,4,regular
0,4,49,0,3,2,9,17,1-7,0-0,417,216,11-17,12.0,213,34,6.3,0-0,5,5,0,15:08,10,0,2,San José State,home,47,242620023,2004,4,regular
0,4,54,0,4,2,5,29,10-13,1-1,523,118,5-12,9.8,405,64,6.3,0-0,2,2,0,21:10,,,,Rice,home,41,242620242,2004,4,regular
2,1,,,,3,5,21,6-14,0-0,370,400,34-51,7.1,7,13,0.5,0-0,0,0,0,15:30,,,,Hawai'i,away,29,242620242,2004,4,regular
1,1,,,,0,5,19,0-0,0-0,276,151,15-38,4.2,116,39,3.0,8-109,3,1,2,18:01,,,,Portland State,away,17,242620278,2004,4,regular
1,2,2,0,3,0,9,26,5-13,0-0,405,149,13-25,5.7,263,46,5.7,0-0,3,1,2,18:31,15,1,2,Fresno State,home,27,242620278,2004,4,regular
0,1,28,0,2,2,6,19,9-17,2-3,329,187,15-23,7.7,153,46,3.3,0-0,2,2,0,18:01,,,,Vanderbilt,away,26,242692426,2004,5,regular
2,3,18,0,3,1,3,17,6-15,4-4,366,189,9-14,12.6,190,52,3.7,0-0,0,0,0,18:01,,,,Navy,home,29,242692426,2004,5,regular
0,0,,,,0,3,8,1-9,0-0,185,122,8-19,5.4,83,27,3.1,0-0,5,4,1,11:04,87,1,3,Duke,home,21,242690150,2004,5,regular
4,3,33,0,2,4,13,35,15-20,0-0,685,413,25-40,10.2,277,60,4.6,0-0,3,0,3,25:15,0,0,1,Maryland,away,55,242690150,2004,5,regular
1,4,12,0,2,0,10,30,8-13,1-1,455,189,18-24,7.4,278,52,5.3,0-0,0,0,0,22:29,2,0,2,Louisville,away,34,242690153,2004,5,regular
0,0,9,0,1,0,,11,3-11,2-3,222,164,14-26,5.6,77,22,3.5,0-0,3,1,2,14:09,,,,North Carolina,home,0,242690153,2004,5,regular
0,1,72,0,4,1,2,22,7-18,0-1,451,283,21-38,7.1,182,37,4.9,0-0,1,0,1,17:34,14,0,1,Boston College,away,14,242690154,2004,5,regular
0,0,25,0,2,2,5,20,8-17,1-1,369,215,14-23,9.1,159,49,3.2,0-0,1,0,1,19:20,1,0,1,Wake Forest,home,17,242690154,2004,5,regular
3,3,70,0,5,1,11,20,8-20,1-2,370,206,20-34,5.4,186,51,3.6,0-0,0,0,0,23:08,45,1,3,Florida State,home,41,242690052,2004,5,regular
0,0,0,0,1,1,2,11,3-12,0-0,173,115,10-26,3.4,85,26,3.3,0-0,6,3,3,12:25,,,,Clemson,away,22,242690052,2004,5,regular
1,0,107,0,3,1,10,13,5-17,1-2,192,234,11-26,6.0,36,43,0.8,0-0,1,1,0,20:34,12,0,1,Virginia Tech,home,16,242690259,2004,5,regular
1,2,23,0,4,0,5,12,3-13,0-0,223,78,6-17,4.6,145,39,3.7,0-0,3,1,2,16:05,,,,NC State,away,17,242690259,2004,5,regular
0,0,89,1,2,1,8,12,2-13,1-1,258,166,12-22,7.0,105,37,2.8,0-0,2,0,2,17:45,22,0,2,Indiana,home,20,242690084,2004,5,regular
0,3,43,0,6,0,12,18,2-12,0-2,413,177,15-23,7.5,241,48,5.0,0-0,2,0,2,18:53,0,0,2,Michigan State,away,30,242690084,2004,5,regular
3,1,6,0,2,4,8,28,12-21,1-2,515,377,35-50,7.3,149,37,4.0,0-0,0,0,0,20:13,,,,Purdue,away,38,242690356,2004,5,regular
0,0,2,0,1,3,12,25,7-14,0-0,390,235,22-37,5.8,175,34,5.1,0-0,3,3,0,16:21,,,,Illinois,home,30,242690356,2004,5,regular
1,0,0,0,5,0,3,9,1-13,0-1,157,118,8-28,3.1,70,26,2.7,0-0,3,1,2,13:39,54,0,2,Penn State,away,3,242690275,2004,5,regular
1,1,49,0,6,0,10,17,5-16,1-1,280,158,12-29,5.2,130,46,2.8,0-0,3,1,2,22:39,39,0,2,Wisconsin,home,16,242690275,2004,5,regular
3,2,0,0,2,1,6,18,6-14,0-0,329,254,16-26,9.1,93,39,2.4,0-0,2,2,0,19:35,25,1,2,Michigan,home,30,242690130,2004,5,regular
2,0,,,,2,5,16,2-13,0-1,255,300,24-32,8.4,-15,28,-0.5,0-0,5,3,2,17:05,,,,Iowa,away,17,242690130,2004,5,regular
0,1,,,,0,5,13,3-13,0-1,267,127,14-28,4.5,140,27,5.2,0-0,1,0,1,15:05,,,,Northwestern,away,17,242690135,2004,5,regular
0,3,10,0,7,3,7,22,12-19,1-1,454,203,14-23,8.8,251,52,4.8,0-0,0,0,0,21:23,0,0,1,Minnesota,home,43,242690135,2004,5,regular
0,1,0,0,1,0,4,20,5-13,1-2,254,154,15-23,6.1,113,38,3.0,0-0,0,0,0,18:31,,,,Syracuse,away,10,242690258,2004,5,regular
0,3,71,0,5,1,,17,5-10,1-1,427,211,11-12,16.8,225,39,5.8,0-0,0,0,0,18:10,,,,Virginia,home,31,242690258,2004,5,regular
0,2,22,0,3,2,4,17,9-16,1-2,327,212,23-35,5.2,144,30,4.8,0-0,1,0,1,18:59,0,0,1,Stanford,home,28,242690024,2004,5,regular
0,3,40,0,5,1,7,23,7-12,0-0,383,303,23-30,9.5,99,34,2.9,0-0,1,0,1,17:24,66,0,1,USC,away,31,242690024,2004,5,regular
4,1,20,0,2,4,8,22,5-16,0-1,412,266,17-32,8.3,146,46,3.2,0-0,1,0,1,19:17,18,0,1,Notre Dame,home,38,242690087,2004,5,regular
0,0,10,0,5,0,3,20,3-15,0-2,335,223,17-44,5.1,112,34,3.3,0-0,5,4,1,17:22,0,0,1,Washington,away,3,242690087,2004,5,regular
0,1,43,0,5,1,2,19,6-16,0-1,365,423,29-53,7.2,-19,22,-0.9,0-0,5,3,2,17:15,,,,Oregon State,away,14,242690009,2004,5,regular
3,2,41,0,6,1,9,21,4-15,0-0,249,124,16-40,3.1,125,35,3.6,0-0,0,0,0,19:18,38,0,2,Arizona State,home,27,242690009,2004,5,regular
2,1,58,0,7,2,2,18,5-15,1-2,310,289,18-37,7.6,28,35,0.8,0-0,4,4,0,15:16,,,,Washington State,away,20,242690012,2004,5,regular
4,0,25,0,4,2,7,14,7-19,0-1,263,195,15-31,5.9,80,41,2.0,0-0,2,2,0,20:51,,,,Arizona,home,19,242690012,2004,5,regular
2,0,25,0,2,1,4,19,3-13,0-1,272,223,23-39,5.4,60,27,2.2,0-0,2,0,2,18:49,,,,Idaho,away,10,242692483,2004,5,regular
0,2,55,0,6,3,6,27,4-10,1-2,455,241,16-27,8.4,227,48,4.7,0-0,2,2,0,17:40,37,1,2,Oregon,home,48,242692483,2004,5,regular
0,0,,,,3,8,20,0-0,0-0,423,275,14-26,10.8,141,38,3.7,8-43,2,0,2,15:24,,,,Furman,away,38,242690221,2004,5,regular
0,1,-2,0,3,3,11,28,8-15,0-2,479,413,30-36,10.6,99,45,2.2,0-0,0,0,0,21:16,44,1,2,Pittsburgh,home,41,242690221,2004,5,regular
1,0,,,,0,4,16,0-0,0-0,220,132,13-23,6.3,74,42,1.8,8-45,2,2,0,18:18,,,,James Madison,away,10,242690277,2004,5,regular
2,1,8,0,2,3,9,20,6-14,1-2,370,220,19-24,8.3,171,46,3.7,0-0,1,1,0,18:22,,,,West Virginia,home,45,242690277,2004,5,regular
2,3,9,0,3,2,9,23,5-11,2-2,405,297,22-27,10.2,129,38,3.4,0-0,3,3,0,17:24,88,1,1,Toledo,home,45,242692649,2004,5,regular
3,2,9,0,2,0,5,14,5-18,2-5,344,209,15-36,5.7,139,40,3.5,0-0,3,2,1,18:56,,,,Temple,away,17,242692649,2004,5,regular
0,2,18,0,5,2,5,20,5-16,0-1,538,358,28-52,6.8,182,22,8.3,0-0,5,1,4,15:05,64,0,3,Texas Tech,away,31,242692305,2004,5,regular
1,0,2,0,1,3,6,21,6-18,1-2,336,255,23-47,5.3,86,35,2.5,0-0,3,0,3,21:24,52,0,4,Kansas,home,30,242692305,2004,5,regular
1,1,,,,0,7,16,2-13,1-2,228,66,5-12,4.7,172,51,3.4,0-0,1,1,0,19:27,29,0,2,Rice,away,13,242690251,2004,5,regular
1,2,45,0,4,3,5,26,5-10,0-2,525,194,14-24,7.8,339,44,7.7,0-0,3,1,2,17:13,,,,Texas,home,35,242690251,2004,5,regular
0,1,13,0,3,1,2,8,4-15,0-0,224,143,6-19,6.6,98,35,2.8,0-0,1,0,1,16:32,,,,North Texas,away,14,242690239,2004,5,regular
0,1,60,1,7,,13,24,5-14,1-1,371,213,20-33,6.5,158,39,4.1,0-0,1,0,1,20:07,33,0,1,Baylor,home,37,242690239,2004,5,regular
0,1,47,0,4,1,2,13,3-11,0-1,271,102,9-21,4.4,178,31,5.7,0-0,3,1,2,15:23,,,,Tulane,home,14,242692655,2004,5,regular
1,2,,,,2,6,25,6-14,0-1,461,160,16-24,6.5,305,51,6.0,0-0,0,0,0,21:17,41,0,2,Southern Mississippi,away,32,242692655,2004,5,regular
1,3,68,1,5,0,8,15,5-14,0-0,271,130,13-23,4.3,172,40,4.3,0-0,2,2,0,18:20,,,,Miami,away,38,242670248,2004,5,regular
2,1,0,0,2,0,7,16,4-17,0-2,285,160,11-28,5.5,132,44,3.0,0-0,1,1,0,18:21,,,,Houston,home,13,242670248,2004,5,regular
1,0,60,0,7,2,7,12,3-14,0-1,203,241,10-25,7.7,11,31,0.4,0-0,2,2,0,13:36,0,0,1,East Carolina,home,19,242690151,2004,5,regular
2,1,10,0,3,2,4,24,3-13,1-1,372,183,14-25,6.2,217,57,3.8,0-0,2,1,1,23:03,,,,Cincinnati,away,24,242690151,2004,5,regular
1,1,34,0,5,4,10,30,3-10,0-0,503,323,27-37,8.2,199,39,5.1,0-0,1,0,1,19:11,0,0,1,Connecticut,home,40,242690041,2004,5,regular
0,0,0,0,1,0,3,17,2-13,0-1,250,126,11-27,4.2,136,36,3.8,0-0,2,1,1,17:23,8,0,1,Army,away,3,242690041,2004,5,regular
2,4,0,0,3,1,5,21,11-21,1-1,471,189,11-16,10.6,302,66,4.6,0-0,3,2,1,21:13,,,,Air Force,away,35,242690254,2004,5,regular
2,5,65,0,4,2,7,25,7-13,0-1,505,260,14-24,10.8,245,45,5.4,0-0,2,2,0,15:27,,,,Utah,home,49,242690254,2004,5,regular
0,1,57,0,6,2,8,19,5-16,0-1,399,365,21-29,10.7,89,45,2.0,0-0,2,1,1,19:04,,,,Boise State,home,28,242680068,2004,5,regular
1,1,0,0,3,2,9,15,5-17,1-1,415,434,20-35,11.1,25,35,0.7,0-0,0,0,0,17:18,0,0,1,BYU,away,27,242680068,2004,5,regular
0,0,,,,2,1,17,0-0,0-0,308,177,20-36,5.4,112,22,5.1,9-65,1,0,1,15:39,,,,Montana State,away,14,242690036,2004,5,regular
0,2,44,0,5,2,13,25,9-17,1-1,431,344,23-37,8.6,113,43,2.6,0-0,1,0,1,21:01,19,0,1,Colorado State,home,39,242690036,2004,5,regular
1,3,60,0,3,0,14,34,5-15,1-2,567,372,26-56,6.2,221,44,5.0,0-0,6,2,4,17:57,12,0,1,Ole Miss,away,32,242692751,2004,5,regular
2,1,87,1,1,2,13,24,3-13,1-1,397,259,16-32,7.5,158,38,4.2,0-0,2,1,1,18:38,0,0,4,Wyoming,home,37,242692751,2004,5,regular
1,1,6,0,2,0,4,18,7-20,0-2,355,295,26-53,5.1,84,28,3.0,0-0,2,0,2,17:36,24,0,2,Nevada,away,10,242690021,2004,5,regular
0,1,51,0,6,2,9,22,5-17,3-3,408,275,23-40,6.6,146,39,3.7,0-0,3,1,2,19:05,21,0,2,San Diego State,home,27,242690021,2004,5,regular
0,0,,,,0,,10,4-13,0-0,124,68,8-18,3.3,64,30,2.1,0-0,2,1,1,13:52,0,0,1,New Mexico State,home,3,242690166,2004,5,regular
1,2,13,0,3,0,8,25,7-13,1-1,409,88,7-13,6.8,321,62,5.2,0-0,1,0,1,22:48,0,0,1,New Mexico,away,38,242690166,2004,5,regular
1,1,46,0,1,1,11,14,5-15,0-0,291,183,12-26,6.8,114,33,3.5,0-0,0,0,0,14:30,171,1,4,Utah State,away,31,242692439,2004,5,regular
0,2,11,0,2,1,3,24,8-16,1-3,550,302,20-35,8.1,267,45,5.9,0-0,5,1,4,21:18,,,,UNLV,home,21,242692439,2004,5,regular
0,5,7,0,4,1,9,26,13-21,1-1,407,382,22-34,9.5,83,55,1.5,0-0,4,4,0,21:33,,,,South Florida,away,45,242692628,2004,5,regular
4,4,28,0,2,2,8,21,1-12,1-1,324,175,11-22,7.6,157,44,3.6,0-0,0,0,0,14:15,,,,TCU,home,44,242692628,2004,5,regular
2,1,16,0,3,2,6,22,5-15,0-1,375,183,16-27,6.8,192,49,3.9,0-0,1,1,0,19:28,21,0,1,Louisiana,home,24,242690309,2004,5,regular
1,1,-2,0,2,1,5,19,9-16,1-1,336,242,35-46,5.3,94,25,3.8,0-0,3,2,1,18:56,,,,Middle Tennessee,away,17,242690309,2004,5,regular
0,4,0,0,1,0,10,27,9-15,0-1,483,191,16-23,8.3,292,54,5.4,0-0,0,0,0,19:29,,,,Northern Illinois,home,34,242682459,2004,5,regular
0,2,3,0,1,0,5,25,6-12,0-0,417,282,29-42,6.5,142,29,4.9,0-0,0,0,0,16:25,,,,Bowling Green,away,17,242682459,2004,5,regular
0,2,6,0,6,4,6,26,4-12,0-0,595,260,13-22,11.3,347,51,6.8,0-0,0,0,0,20:27,0,0,2,Tennessee,home,42,242692633,2004,5,regular
0,1,1,0,5,1,5,16,3-13,0-0,330,294,18-33,8.0,66,29,2.3,0-0,2,0,2,16:27,,,,Louisiana Tech,away,17,242692633,2004,5,regular
0,0,4,0,1,0,3,10,4-16,0-2,207,134,17-35,3.8,73,27,2.7,0-0,2,1,1,16:16,11,0,3,Kentucky,away,3,242690057,2004,5,regular
1,1,57,0,4,1,8,26,10-18,0-1,523,261,25-43,6.1,262,40,6.6,0-0,3,0,3,20:24,0,0,1,Florida,home,20,242690057,2004,5,regular
1,1,1,0,4,0,1,9,3-11,0-1,207,120,9-23,4.7,99,28,3.5,0-0,2,0,2,14:12,1,0,2,Troy,away,7,242692579,2004,5,regular
0,2,1,0,5,0,5,18,8-18,0-0,331,220,16-24,8.3,132,47,2.8,0-0,3,1,2,22:28,10,0,2,South Carolina,home,17,242692579,2004,5,regular
1,2,0,0,1,,3,17,3-12,1-1,333,147,7-12,10.2,211,49,4.3,0-0,1,0,1,17:24,7,0,1,Arkansas,home,27,242690008,2004,5,regular
0,1,12,0,6,0,4,14,6-14,0-1,328,57,6-18,3.2,271,46,5.9,0-0,2,1,1,19:16,0,0,1,Alabama,away,10,242690008,2004,5,regular
1,4,19,0,6,2,9,31,11-15,0-0,599,327,18-23,14.2,272,58,4.7,0-0,4,4,0,23:36,74,1,4,LSU,home,51,242690099,2004,5,regular
4,0,,,,0,,7,2-10,0-0,130,112,8-26,3.5,40,22,1.8,0-0,5,1,4,12:30,,,,Mississippi State,away,0,242690099,2004,5,regular
2,0,,,,0,3,8,0-0,0-0,169,63,6-15,4.7,98,32,3.1,5-50,1,0,1,15:53,,,,The Citadel,away,3,242690002,2004,5,regular
0,3,71,0,3,1,7,33,6-11,0-0,593,370,22-32,11.2,234,50,4.7,0-0,2,2,0,20:47,-2,0,1,Auburn,home,33,242690002,2004,5,regular
1,1,13,0,4,2,6,14,5-15,1-1,278,186,17-29,6.1,100,31,3.2,0-0,1,0,1,17:22,,,,Akron,away,24,242672309,2004,5,regular
0,1,80,1,6,1,1,23,8-20,1-3,390,210,24-41,4.7,198,43,4.6,0-0,1,1,0,19:17,0,0,1,Kent State,home,19,242672309,2004,5,regular
2,2,16,0,2,3,11,26,5-13,0-0,476,326,19-36,8.8,158,37,4.3,0-0,0,0,0,17:43,,,,Ball State,home,41,242692050,2004,5,regular
0,0,19,0,3,2,2,16,9-18,0-2,298,227,24-35,6.0,89,34,2.6,0-0,2,2,0,18:56,,,,Western Michigan,away,14,242692050,2004,5,regular
0,1,,,,1,7,20,0-0,0-0,431,235,14-23,10.2,196,42,4.7,5-29,1,0,1,16:38,,,,Eastern Illinois,away,31,242692199,2004,5,regular
0,1,47,0,5,2,8,22,6-16,2-2,461,291,17-28,10.0,182,49,3.7,0-0,1,0,1,19:30,5,0,1,Eastern Michigan,home,28,242692199,2004,5,regular
0,2,37,0,4,3,4,22,8-16,1-1,389,199,14-24,7.4,212,49,4.3,0-0,0,0,0,17:27,,,,SMU,home,36,242692567,2004,5,regular
0,0,13,0,2,1,7,16,4-15,1-2,273,102,13-26,3.9,171,36,4.8,0-0,0,0,0,19:13,,,,San José State,away,13,242692567,2004,5,regular
1,2,24,0,4,1,3,23,7-16,0-0,434,194,11-23,7.6,260,55,4.7,0-0,5,4,1,21:30,19,0,1,Louisiana Monroe,home,21,242692433,2004,5,regular
4,1,68,0,4,2,4,18,2-10,0-0,341,128,11-23,5.6,213,37,5.8,0-0,2,1,1,15:13,0,0,1,Arkansas State,away,28,242692433,2004,5,regular
1,0,,,,0,1,14,0-0,0-0,257,126,13-28,4.5,131,33,4.0,6-65,2,0,2,17:03,,,,Missouri State,away,7,242690202,2004,5,regular
0,2,43,1,3,3,7,33,5-10,2-3,512,237,23-34,6.8,280,45,6.2,0-0,2,1,1,19:31,47,1,2,Tulsa,home,49,242690202,2004,5,regular
1,0,37,0,4,2,7,25,9-19,1-1,415,247,18-24,9.7,182,57,3.2,0-0,2,0,2,20:53,0,0,1,Air Force,home,21,242742005,2004,6,regular
0,3,5,0,3,0,6,14,1-10,1-1,321,117,5-10,10.5,216,46,4.7,0-0,2,1,1,15:13,6,0,2,Navy,away,24,242742005,2004,6,regular
2,0,,,,0,4,14,0-0,0-0,281,137,10-23,6.0,142,36,3.9,7-42,3,1,2,16:15,,,,The Citadel,away,10,242760150,2004,6,regular
1,1,4,0,1,0,4,18,9-16,0-0,397,206,18-25,8.2,191,43,4.4,0-0,3,2,1,20:38,20,0,2,Duke,home,28,242760150,2004,6,regular
0,2,13,0,5,3,8,22,5-14,2-3,442,211,20-31,6.2,249,37,6.7,0-0,1,0,1,17:11,28,0,1,Florida State,home,38,242760052,2004,6,regular
0,0,32,0,4,1,10,18,0-11,0-1,363,280,20-33,8.0,100,35,2.9,0-0,1,0,1,19:07,0,0,1,North Carolina,away,16,242760052,2004,6,regular
0,3,52,0,4,1,3,25,7-15,0-1,455,280,21-31,8.4,196,50,3.9,0-0,1,0,1,22:13,,,,NC State,home,27,242760152,2004,6,regular
0,2,4,0,1,0,3,14,3-14,0-0,279,82,11-18,4.3,202,42,4.8,0-0,0,0,0,14:27,22,1,1,Wake Forest,away,21,242760152,2004,6,regular
1,4,11,0,1,1,8,20,7-12,0-0,464,347,25-37,9.2,124,27,4.6,0-0,1,0,1,17:33,,,,Iowa,home,38,242762294,2004,6,regular
0,1,0,0,4,0,10,27,7-20,1-2,449,248,29-54,4.5,204,36,5.7,0-0,1,1,0,18:59,0,0,1,Michigan State,away,16,242762294,2004,6,regular
2,3,42,0,5,0,6,18,9-17,1-1,357,103,9-20,4.9,258,50,5.2,0-0,2,2,0,20:44,,,,Wisconsin,home,24,242760275,2004,6,regular
2,0,,,,1,1,16,8-18,0-0,206,176,20-41,4.0,42,27,1.6,0-0,2,2,0,15:18,,,,Illinois,away,7,242760275,2004,6,regular
3,0,-4,0,2,1,2,13,0-12,3-3,214,173,14-22,7.0,61,38,1.6,0-0,0,0,0,19:03,,,,Indiana,home,14,242760084,2004,6,regular
0,1,78,1,7,3,5,21,10-15,0-1,424,356,19-26,12.7,93,39,2.4,0-0,3,3,0,17:37,,,,Michigan,away,35,242760084,2004,6,regular
2,2,23,0,5,2,9,24,11-20,0-0,444,278,24-44,6.3,166,39,4.3,0-0,2,0,2,17:00,0,0,1,Northwestern,home,33,242760077,2004,6,regular
0,1,72,1,5,1,9,20,7-18,1-1,308,239,18-38,5.6,97,37,2.6,0-0,3,2,1,19:00,6,0,2,Ohio State,away,27,242760077,2004,6,regular
0,0,43,0,5,1,1,16,9-18,0-1,271,271,24-48,5.2,21,22,1.0,0-0,2,1,1,15:11,5,0,1,Penn State,away,7,242760135,2004,6,regular
1,2,3,0,4,0,4,18,6-17,1-2,401,120,8-18,6.3,288,56,5.1,0-0,1,0,1,21:29,0,0,1,Minnesota,home,16,242760135,2004,6,regular
0,1,5,0,2,1,4,28,8-18,2-4,536,487,29-49,9.4,76,36,2.1,0-0,1,1,0,20:32,,,,Notre Dame,home,16,242760087,2004,6,regular
1,0,,,,4,11,22,4-10,0-0,512,430,22-32,12.9,99,28,3.5,0-0,0,0,0,16:34,,,,Purdue,away,41,242760087,2004,6,regular
0,1,25,0,3,0,4,21,5-17,0-3,402,266,31-53,5.0,139,28,5.0,0-0,2,0,2,17:38,0,0,1,San Diego State,away,10,242760026,2004,6,regular
0,1,25,0,3,1,15,19,8-19,1-1,410,219,15-31,6.6,205,42,4.9,0-0,1,0,1,19:04,52,1,2,UCLA,home,33,242760026,2004,6,regular
0,3,72,1,9,0,3,15,7-16,0-3,456,271,23-35,7.3,202,34,5.9,0-0,4,1,3,17:14,51,0,1,Stanford,home,27,242760024,2004,6,regular
1,1,0,0,1,1,1,16,6-19,1-3,302,241,17-39,5.4,91,40,2.3,0-0,1,0,1,19:24,37,0,3,Washington,away,13,242760024,2004,6,regular
0,0,0,0,3,1,7,19,5-16,2-3,311,212,17-31,5.7,134,43,3.1,0-0,0,0,0,20:11,,,,Oregon,home,13,242762483,2004,6,regular
0,1,36,0,3,3,4,15,6-13,0-0,283,190,14-23,7.1,119,33,3.6,0-0,0,0,0,16:28,,,,Arizona State,away,28,242762483,2004,6,regular
1,1,4,0,2,0,1,14,7-21,0-4,302,224,21-49,4.3,91,28,3.3,0-0,2,0,2,18:11,0,0,2,Oregon State,home,7,242760204,2004,6,regular
0,2,33,0,6,5,7,20,2-7,0-0,433,290,14-18,15.4,156,39,4.0,0-0,3,1,2,18:30,21,0,2,California,away,49,242760204,2004,6,regular
1,0,34,0,4,3,9,16,5-16,0-1,364,258,14-26,8.6,140,38,3.7,0-0,0,0,0,18:38,48,0,3,Miami,away,27,242760059,2004,6,regular
0,0,21,0,6,0,3,15,4-14,0-0,230,96,8-26,2.6,162,37,4.4,0-0,4,1,3,18:02,,,,Georgia Tech,home,3,242760059,2004,6,regular
2,1,13,0,3,3,7,28,8-19,0-1,490,360,30-50,7.2,130,42,3.1,0-0,4,4,0,21:38,7,0,2,Rutgers,away,31,242760183,2004,6,regular
4,4,8,0,3,1,11,20,3-11,0-0,501,141,11-25,5.2,370,40,9.3,0-0,4,2,2,15:08,,,,Syracuse,home,41,242760183,2004,6,regular
1,1,74,0,5,1,11,25,3-15,0-0,395,237,23-43,5.5,158,35,4.5,0-0,2,1,1,20:16,9,1,1,Connecticut,home,29,242740041,2004,6,regular
1,1,11,0,3,1,5,14,4-16,0-1,349,296,11-31,8.6,82,34,2.4,0-0,2,1,1,16:25,-6,0,1,Pittsburgh,away,17,242740041,2004,6,regular
1,0,57,0,8,0,13,21,7-19,0-0,334,151,16-34,4.2,192,47,4.1,0-0,2,0,2,21:53,0,0,1,Virginia Tech,home,19,242760259,2004,6,regular
0,1,51,0,3,0,1,10,0-13,1-2,247,118,10-21,5.4,134,36,3.7,0-0,2,1,1,14:47,34,1,2,West Virginia,away,13,242760259,2004,6,regular
0,1,,,,0,,8,0-0,0-0,147,107,13-31,3.9,26,29,0.9,4-48,1,0,1,16:03,,,,UMass,away,7,242760103,2004,6,regular
